Time,X,Y,Z,Magnitude,Filtered Magnitude
496.923,0.14,-0.0614,0.23348,0.279075,0.279075
0.006,0.12628,-0.05491,0.2095,0.250703,0.264889
0.015,0.13859,-0.06074,0.23079,0.275972,0.268583
0.025,0.14003,-0.06132,0.23292,0.278604,0.271089
0.034,0.14061,-0.06138,0.23313,0.279085,0.272688
0.044,0.14099,-0.06105,0.23281,0.278937,0.273729
0.053,0.14038,-0.06085,0.23287,0.278635,0.27443
0.062,0.13978,-0.06099,0.23296,0.27844,0.274931
0.072,0.13951,-0.06109,0.23288,0.278259,0.275301
0.081,0.14056,-0.06077,0.23279,0.278642,0.275635
0.09,0.14044,-0.06074,0.23312,0.278851,0.275613
0.1,0.14076,-0.06073,0.23315,0.279035,0.278446
0.109,0.14036,-0.06073,0.23307,0.278766,0.278725
0.118,0.14021,-0.06073,0.23365,0.279176,0.278783
0.128,0.1403,-0.06082,0.23312,0.278798,0.278754
0.137,0.1402,-0.06074,0.2329,0.278546,0.278715
0.147,0.14009,-0.06048,0.23313,0.278626,0.278714
0.156,0.14018,-0.06079,0.23281,0.278471,0.278717
0.165,0.1403,-0.06082,0.23287,0.278589,0.27875
0.175,0.13956,-0.06066,0.23279,0.278115,0.278697
0.184,0.14013,-0.06098,0.23379,0.279308,0.278743
0.193,0.13997,-0.06051,0.23339,0.27879,0.278718
0.203,0.13985,-0.06029,0.23377,0.279001,0.278742
0.212,0.14059,-0.06002,0.23355,0.27913,0.278737
0.221,0.14034,-0.06041,0.23361,0.279139,0.278771
0.231,0.14085,-0.06095,0.23295,0.278961,0.278813
0.24,0.14026,-0.06075,0.23296,0.278628,0.278813
0.249,0.14031,-0.06057,0.23297,0.278623,0.278828
0.259,0.14064,-0.06105,0.23313,0.279027,0.278872
0.268,0.14088,-0.06076,0.23265,0.278684,0.278929
0.278,0.14015,-0.06065,0.23277,0.278392,0.278838
0.287,0.14051,-0.06156,0.23295,0.278924,0.278851
