Time,X,Y,Z,Magnitude,Filtered Magnitude
0.296,0.14023,-0.06148,0.23296,0.278773,0.278828
0.306,0.14041,-0.06173,0.23297,0.278928,0.278808
0.315,0.14032,-0.06158,0.23263,0.278565,0.278751
0.324,0.14031,-0.06157,0.23276,0.278666,0.278721
0.334,0.14064,-0.06157,0.23236,0.278499,0.278708
0.343,0.14013,-0.06157,0.23223,0.278133,0.278659
0.352,0.14029,-0.06123,0.23264,0.278481,0.278605
0.362,0.14107,-0.06103,0.23251,0.278723,0.278608
0.371,0.1406,-0.06085,0.23233,0.278295,0.278599
0.38,0.14088,-0.06125,0.23248,0.27865,0.278571
0.39,0.14059,-0.06103,0.23224,0.278255,0.278519
0.399,0.14056,-0.06126,0.23239,0.278415,0.278468
0.409,0.14077,-0.06112,0.2324,0.278499,0.278462
0.418,0.14057,-0.06111,0.23274,0.27868,0.278463
0.427,0.14066,-0.06069,0.23244,0.278383,0.278451
0.437,0.14046,-0.06073,0.23249,0.278332,0.278471
0.446,0.14033,-0.06098,0.2325,0.27833,0.278456
0.455,0.13978,-0.06059,0.23275,0.278176,0.278401
0.465,0.13961,-0.06097,0.23303,0.278408,0.278413
0.474,0.14024,-0.06101,0.23289,0.278617,0.278409
0.483,0.14041,-0.06101,0.23287,0.278686,0.278452
0.493,0.13978,-0.06093,0.23279,0.278284,0.278439
0.502,0.13994,-0.06092,0.23261,0.278212,0.278411
0.511,0.13974,-0.06075,0.23276,0.2782,0.278363
0.521,0.1395,-0.06082,0.23311,0.278387,0.278363
0.53,0.14002,-0.06024,0.23298,0.278414,0.278371
0.54,0.14039,-0.06068,0.2328,0.278545,0.278393
0.549,0.14075,-0.06081,0.23337,0.279231,0.278498
0.558,0.14079,-0.06049,0.23318,0.279023,0.27856
0.568,0.14047,-0.06046,0.23316,0.278838,0.278582
0.577,0.14098,-0.06062,0.23332,0.279264,0.27864
0.586,0.14081,-0.0603,0.23325,0.27905,0.278716
0.596,0.14047,-0.06002,0.23325,0.278819,0.278777
0.605,0.14022,-0.06041,0.23308,0.278635,0.278821
0.614,0.1403,-0.06062,0.23323,0.278846,0.278866
0.624,0.14096,-0.06114,0.23274,0.278883,0.278913
0.633,0.14005,-0.06102,0.23294,0.278565,0.278915
0.642,0.1405,-0.06076,0.23296,0.278751,0.278867
0.652,0.14044,-0.06048,0.23297,0.278669,0.278832
0.661,0.14033,-0.06096,0.2333,0.278994,0.278848
0.67,0.1401,-0.06117,0.233,0.278673,0.278788
0.68,0.14008,-0.06061,0.23314,0.278658,0.278749
0.689,0.14072,-0.06072,0.23307,0.278946,0.278762
0.699,0.14057,-0.0609,0.23289,0.278759,0.278774
0.708,0.14045,-0.06058,0.23296,0.278687,0.278758
0.717,0.14022,-0.0608,0.2328,0.278485,0.278719
0.727,0.14084,-0.06074,0.23278,0.278768,0.278739
0.736,0.14069,-0.06107,0.23244,0.278481,0.278712
0.745,0.1397,-0.06085,0.23308,0.278469,0.278692
0.755,0.13971,-0.06049,0.23281,0.27817,0.27861
0.764,0.13982,-0.06063,0.23295,0.278373,0.27858
0.773,0.13983,-0.06081,0.23313,0.278568,0.278571
0.783,0.13994,-0.06099,0.23273,0.278328,0.278509
0.792,0.14038,-0.06051,0.23277,0.278478,0.278481
0.802,0.14043,-0.06054,0.23261,0.278376,0.278449
0.811,0.13979,-0.0603,0.2331,0.278411,0.278442
0.82,0.13961,-0.06052,0.23281,0.278126,0.278378
0.83,0.14003,-0.06071,0.23312,0.278638,0.278394
0.839,0.13996,-0.0609,0.23332,0.278811,0.278428
0.848,0.1406,-0.06067,0.23317,0.278958,0.278507
0.858,0.14056,-0.06073,0.23341,0.279151,0.278584
0.867,0.14001,-0.06065,0.23326,0.278732,0.278601
0.876,0.13996,-0.06064,0.23375,0.279115,0.27868
0.886,0.14028,-0.06081,0.23338,0.279003,0.278732
0.895,0.14074,-0.06057,0.23343,0.279224,0.278817
