Time,X,Y,Z,Magnitude,Filtered Magnitude
0.006,0.11087,-0.20937,0.20193,0.311294,0.311294
0.015,0.12249,-0.23039,0.22237,0.342829,0.327061
0.025,0.12333,-0.23224,0.22475,0.345917,0.333346
0.034,0.1232,-0.23268,0.22474,0.346159,0.33655
0.044,0.12276,-0.2328,0.22491,0.346194,0.338479
0.053,0.12358,-0.23315,0.22484,0.346676,0.339845
0.062,0.12366,-0.23335,0.22475,0.34678,0.340836
0.072,0.12334,-0.23312,0.22482,0.346557,0.341551
0.081,0.12277,-0.23251,0.225,0.346061,0.342052
0.09,0.12282,-0.23237,0.22502,0.345998,0.342446
0.1,0.12358,-0.23236,0.22493,0.346203,0.345937
0.109,0.12366,-0.23235,0.22434,0.345842,0.346239
0.118,0.12334,-0.23294,0.22453,0.346248,0.346272
0.128,0.12331,-0.23275,0.22472,0.346233,0.346279
0.137,0.12352,-0.23256,0.22482,0.346245,0.346284
0.147,0.12333,-0.23271,0.22517,0.346505,0.346267
0.156,0.12374,-0.23256,0.2247,0.346245,0.346214
0.165,0.12314,-0.23279,0.22448,0.346043,0.346162
0.175,0.12297,-0.23298,0.22446,0.346098,0.346166
0.184,0.12317,-0.23292,0.22488,0.346401,0.346206
0.193,0.12362,-0.23249,0.22467,0.346136,0.3462
0.203,0.12312,-0.2327,0.22507,0.346359,0.346251
0.212,0.12286,-0.23264,0.22477,0.346031,0.34623
0.221,0.12337,-0.23238,0.22508,0.346239,0.34623
0.231,0.12342,-0.23252,0.22486,0.346208,0.346227
0.24,0.123,-0.23229,0.22492,0.345943,0.34617
0.249,0.12317,-0.23243,0.22484,0.346046,0.34615
0.259,0.12286,-0.23295,0.22441,0.346006,0.346147
0.268,0.12337,-0.233,0.22454,0.346305,0.346167
0.278,0.12331,-0.23275,0.22438,0.346012,0.346129
0.287,0.1232,-0.23273,0.2247,0.346167,0.346132
0.296,0.1233,-0.23256,0.22473,0.346108,0.346107
0.306,0.1232,-0.23271,0.22474,0.34618,0.346121
0.315,0.1234,-0.23297,0.22491,0.346536,0.346151
0.324,0.1231,-0.23258,0.22484,0.346121,0.346142
0.334,0.12318,-0.23246,0.22483,0.346063,0.346154
0.343,0.12286,-0.23253,0.22441,0.345723,0.346122
0.352,0.12316,-0.23296,0.2247,0.346307,0.346152
0.362,0.12318,-0.23308,0.22473,0.346415,0.346163
0.371,0.12319,-0.23268,0.22457,0.346045,0.346167
0.381,0.12286,-0.23289,0.22464,0.346115,0.346161
0.39,0.12294,-0.23266,0.22481,0.346099,0.34616
0.399,0.12241,-0.23289,0.22458,0.345916,0.346134
0.409,0.12268,-0.23341,0.22455,0.346343,0.346115
0.418,0.12314,-0.23355,0.22438,0.34649,0.346152
0.427,0.12351,-0.23289,0.22487,0.346495,0.346195
0.437,0.12311,-0.23283,0.22475,0.346235,0.346246
0.446,0.12329,-0.23315,0.22449,0.346345,0.34625
0.455,0.12331,-0.23302,0.22463,0.346356,0.346244
0.465,0.12309,-0.23317,0.2254,0.346878,0.346327
0.474,0.12361,-0.23285,0.22514,0.346679,0.346384
0.483,0.12355,-0.23307,0.22486,0.346624,0.346436
0.493,0.12279,-0.23318,0.22534,0.34674,0.346519
0.502,0.12315,-0.23269,0.22564,0.346733,0.346558
0.512,0.12318,-0.2328,0.22533,0.346616,0.34657
0.521,0.12265,-0.23265,0.22497,0.346093,0.34653
0.53,0.1226,-0.23322,0.22543,0.346758,0.346582
0.54,0.12302,-0.23294,0.22498,0.346426,0.34659
0.549,0.12328,-0.23291,0.22476,0.346355,0.34659
0.558,0.12287,-0.23325,0.22474,0.346426,0.346545
0.568,0.12283,-0.23311,0.22499,0.346479,0.346525
0.577,0.12229,-0.2326,0.22527,0.346127,0.346475
0.586,0.12234,-0.2328,0.22487,0.346019,0.346403
0.596,0.12246,-0.23215,0.22509,0.345768,0.346307
0.605,0.12279,-0.23267,0.22494,0.346137,0.346259
0.615,0.12282,-0.23272,0.22476,0.346064,0.346256
0.624,0.1224,-0.23272,0.22491,0.346013,0.346182
0.633,0.12268,-0.23289,0.22484,0.346181,0.346157
0.643,0.12249,-0.23266,0.22483,0.345952,0.346117
0.652,0.12269,-0.23322,0.22508,0.346562,0.34613
0.661,0.12238,-0.23294,0.22502,0.346225,0.346105
0.671,0.12268,-0.23266,0.22485,0.346033,0.346095
0.68,0.12281,-0.23305,0.22509,0.346497,0.346143
0.689,0.12315,-0.23318,0.22477,0.346497,0.346216
0.699,0.12297,-0.23336,0.22483,0.346593,0.346262
0.708,0.12284,-0.23304,0.22525,0.346605,0.346316
0.717,0.12261,-0.23317,0.22513,0.346533,0.346368
0.727,0.12292,-0.2331,0.22545,0.346803,0.34643
0.736,0.12305,-0.23301,0.22498,0.346484,0.346483
0.746,0.12307,-0.23317,0.22476,0.346456,0.346473
0.755,0.12296,-0.23302,0.22499,0.346465,0.346497
0.764,0.12241,-0.23275,0.22527,0.346271,0.34652
0.774,0.12279,-0.23306,0.2253,0.346633,0.346534
0.783,0.12261,-0.23309,0.22513,0.346479,0.346532
0.792,0.12313,-0.23351,0.2252,0.346991,0.346572
0.802,0.12275,-0.23289,0.22512,0.346388,0.34655
0.811,0.12271,-0.23316,0.22503,0.346497,0.346547
0.82,0.12292,-0.23277,0.22552,0.346627,0.346529
0.83,0.12327,-0.23265,0.22515,0.34643,0.346524
0.839,0.1232,-0.23288,0.22512,0.346541,0.346532
0.849,0.12319,-0.23266,0.22511,0.346383,0.346524
0.858,0.12319,-0.23305,0.22511,0.346645,0.346561
0.867,0.1233,-0.23267,0.22469,0.346156,0.346514
0.877,0.12363,-0.23289,0.22456,0.346337,0.346499
