Time,X,Y,Z,Magnitude,Filtered Magnitude
0.006,0.11033,-0.21046,0.20277,0.3123808467239949,0.3123808467239949
0.015,0.12179,-0.23133,0.22279,0.3434847261524157,0.32793278643820534
0.025,0.12251,-0.233,0.22463,0.3460582855531709,0.3339746194765272
0.034,0.12237,-0.23325,0.22515,0.34651479319070927,0.3371096629050727
0.044,0.12267,-0.23336,0.22528,0.3467793201735075,0.33904359435875964
0.053,0.12206,-0.23354,0.22496,0.3464773828116346,0.3402825591009055
0.062,0.12243,-0.23348,0.22459,0.34632742224663643,0.34114611097886705
0.072,0.12247,-0.2338,0.22481,0.34669998125180224,0.34184034476298397
0.081,0.12268,-0.23375,0.225,0.346863726699694,0.3423984983115073
0.09,0.12249,-0.23366,0.2251,0.34680081559881026,0.3428387300402376
0.1,0.12226,-0.23365,0.22545,0.3469402435578784,0.3462946697236259
0.109,0.12266,-0.23374,0.22531,0.3470510903310923,0.3466513061414936
0.118,0.12249,-0.23391,0.22513,0.34698876797383515,0.34674435438356005
0.128,0.12355,-0.2341,0.22511,0.3474793873023262,0.34684081379472176
0.137,0.12279,-0.23395,0.22486,0.34694669071775275,0.3468575508491462
0.147,0.12336,-0.23402,0.22467,0.34707298785702123,0.3469171113536849
0.156,0.12256,-0.23386,0.22439,0.34650010865799163,0.34693437999482046
0.165,0.12226,-0.23409,0.2247,0.3467502353279663,0.34693940540243684
0.175,0.12277,-0.23412,0.22465,0.34691824656538317,0.34694485738900577
0.184,0.12293,-0.23403,0.22448,0.3468041179109614,0.34694518762022086
0.193,0.12316,-0.23344,0.22446,0.3464749786059593,0.346898661125029
0.203,0.12351,-0.23355,0.22454,0.3467254449849333,0.34686609659041306
0.212,0.12354,-0.23314,0.22455,0.3464665838143702,0.34681387817446657
0.221,0.12355,-0.23335,0.22472,0.346721651184347,0.3467381045626686
0.231,0.12355,-0.23354,0.22482,0.3469143503806091,0.34673487052895424
0.24,0.12333,-0.23356,0.22491,0.34690787047860416,0.3467183587911125
0.249,0.12331,-0.23348,0.22417,0.3463675149317557,0.3467050994184889
0.259,0.12288,-0.23389,0.22468,0.34682146545449,0.3467122224311413
0.268,0.12283,-0.23409,0.22473,0.34697105052150967,0.34671750282675395
0.278,0.12283,-0.23395,0.22457,0.34677297515809963,0.34671438855146774
0.287,0.12294,-0.23368,0.22455,0.3466169189465511,0.34672858258552697
0.296,0.12273,-0.23382,0.22455,0.3466369106139737,0.346719729148431
0.306,0.12303,-0.23384,0.22438,0.34664666578520553,0.3467377373455146
0.315,0.12231,-0.2335,0.2247,0.34636985449083185,0.34670255767616304
0.324,0.12256,-0.23439,0.2244,0.34686450625568477,0.3466975732636707
0.334,0.12237,-0.23448,0.22445,0.34689060206353245,0.34669584642216345
0.343,0.12246,-0.2339,0.22462,0.3466407448641893,0.3467231694154068
0.352,0.12279,-0.23443,0.22481,0.34723816768897975,0.3467648396388558
0.362,0.1225,-0.23415,0.22458,0.3467977060189412,0.346747505188599
0.371,0.12269,-0.23379,0.22455,0.3466025139839583,0.3467304590711848
0.381,0.12314,-0.23367,0.22489,0.34690148543931026,0.34675891572046075
0.39,0.12286,-0.23407,0.22517,0.34725332741386367,0.34682055740044976
0.399,0.12262,-0.2342,0.22478,0.34700339018516807,0.34685622984044595
0.409,0.12281,-0.23438,0.22558,0.3477105360785031,0.3469902979992131
0.418,0.12229,-0.23456,0.22491,0.3472142649719334,0.347025273870838
0.427,0.12267,-0.23475,0.22518,0.3476514400948168,0.3471013576739664
