Time,X,Y,Z
1.008,0.12317,-0.23319,0.22526
1.017,0.12297,-0.23294,0.22496
1.026,0.12284,-0.23333,0.2251
1.036,0.12294,-0.23279,0.22494
1.045,0.12316,-0.23307,0.22484
1.054,0.12275,-0.23334,0.22458
1.064,0.1225,-0.2332,0.22439
1.073,0.12269,-0.23361,0.22487
1.083,0.1226,-0.23365,0.22441
1.092,0.12227,-0.23332,0.22513
1.101,0.12213,-0.23329,0.22511
1.111,0.12222,-0.23353,0.22478
1.12,0.12255,-0.23406,0.22466
1.129,0.12226,-0.23394,0.22473
1.139,0.12277,-0.23402,0.22457
1.148,0.12218,-0.23344,0.22388
1.157,0.12222,-0.23372,0.22448
1.167,0.12255,-0.23416,0.22463
1.176,0.12269,-0.23329,0.22473
1.185,0.12282,-0.2332,0.22457
1.195,0.12337,-0.23344,0.2243
1.204,0.12288,-0.2333,0.22444
1.214,0.12294,-0.23337,0.22504
1.223,0.12295,-0.23312,0.22477
1.232,0.12241,-0.23293,0.22457
1.242,0.12279,-0.23308,0.22472
1.251,0.12229,-0.23301,0.22432
1.26,0.12277,-0.23342,0.22453
1.27,0.1225,-0.23346,0.22438
1.279,0.12333,-0.23363,0.22453
1.288,0.12288,-0.23348,0.22497
1.298,0.12251,-0.23339,0.22476
1.307,0.12247,-0.23354,0.22457
1.317,0.12322,-0.23339,0.22438
1.326,0.12265,-0.23338,0.22437
1.335,0.12303,-0.23321,0.22453
1.345,0.1235,-0.23302,0.22421
1.354,0.12322,-0.23317,0.22485
1.363,0.12308,-0.23361,0.22416
1.373,0.12285,-0.2334,0.22434
1.382,0.12262,-0.23313,0.22487
1.391,0.12238,-0.2336,0.22492
1.401,0.12268,-0.23331,0.22442
1.41,0.1226,-0.2332,0.22454
1.419,0.12313,-0.23311,0.2248
1.429,0.12286,-0.23326,0.22483
1.438,0.12294,-0.2332,0.22525
1.448,0.12273,-0.23336,0.22521
1.457,0.12303,-0.23304,0.22487
1.466,0.12285,-0.23292,0.22458
1.476,0.1224,-0.23383,0.22472
1.485,0.12246,-0.23375,0.22474
1.494,0.12236,-0.2335,0.22448
1.504,0.12224,-0.23347,0.22446
1.513,0.12277,-0.23338,0.22454
1.522,0.12272,-0.23338,0.22455
1.532,0.12249,-0.23338,0.22497
1.541,0.1228,-0.23321,0.22459
1.551,0.12272,-0.23277,0.22455
1.56,0.12293,-0.23331,0.22506
1.569,0.12273,-0.2332,0.22502
1.579,0.1225,-0.23361,0.22536
1.588,0.12183,-0.2334,0.22497
1.597,0.12262,-0.23354,0.22476
1.607,0.12184,-0.23331,0.22466
1.616,0.12208,-0.23345,0.22465
1.625,0.12211,-0.23372,0.22456
1.635,0.122,-0.23358,0.22506
1.644,0.12231,-0.23348,0.22511
1.653,0.12245,-0.23322,0.22511
1.663,0.12268,-0.23336,0.22528
1.672,0.12228,-0.23337,0.22471
1.682,0.12256,-0.23312,0.2249
1.691,0.12237,-0.23318,0.22492
1.7,0.12246,-0.23294,0.22492
1.71,0.12247,-0.23283,0.22484
1.719,0.12268,-0.23299,0.22475
1.728,0.12303,-0.23309,0.22508
1.738,0.12274,-0.23284,0.22502
1.747,0.1226,-0.23315,0.22527
1.756,0.12281,-0.23327,0.22479
1.766,0.12261,-0.23328,0.22491
1.775,0.12259,-0.23328,0.2245
1.785,0.12248,-0.23312,0.22488
1.794,0.12258,-0.23285,0.22484
1.803,0.1228,-0.23324,0.22508
1.813,0.12186,-0.23303,0.22494
1.822,0.12241,-0.23317,0.22501
1.831,0.12214,-0.2331,0.22535
1.841,0.12244,-0.23335,0.22505
1.85,0.12214,-0.23354,0.22511
1.859,0.12244,-0.23373,0.22511
1.869,0.12236,-0.23324,0.22511
1.878,0.12257,-0.23361,0.22477
1.887,0.12205,-0.23306,0.22508
1.897,0.12254,-0.23326,0.22477
1.906,0.12204,-0.23345,0.22491
1.916,0.1221,-0.23338,0.22509
1.925,0.12222,-0.23321,0.22503
1.934,0.12212,-0.23336,0.2246
1.944,0.12233,-0.23337,0.22472
1.953,0.12235,-0.23329,0.22507
1.962,0.12246,-0.23353,0.2246
1.972,0.12214,-0.23322,0.22481
1.981,0.12222,-0.23311,0.22466
1.99,0.12266,-0.23318,0.2249
2.0,0.12217,-0.23294,0.224
2.009,0.12201,-0.233,0.22433
2.019,0.12275,-0.23292,0.22453
2.028,0.1225,-0.233,0.22472
2.037,0.12226,-0.23342,0.2249
2.047,0.12169,-0.23346,0.22459
2.056,0.12164,-0.23347,0.22422
2.065,0.12131,-0.23355,0.2246
2.075,0.12171,-0.23331,0.22472
2.084,0.12164,-0.23337,0.22499
2.093,0.12217,-0.23346,0.22476
2.103,0.12276,-0.23355,0.22491
2.112,0.12239,-0.23339,0.22509
2.122,0.12225,-0.23338,0.22477
2.131,0.12288,-0.23354,0.22508
2.14,0.12273,-0.23356,0.22469
2.15,0.12239,-0.23364,0.22431
2.159,0.12257,-0.23357,0.22469
2.168,0.12237,-0.23323,0.2244
2.178,0.12246,-0.23328,0.22454
2.187,0.12268,-0.23328,0.2243
2.197,0.1226,-0.23337,0.22478
2.206,0.1227,-0.23337,0.22474
2.215,0.1226,-0.23337,0.22465
2.225,0.12237,-0.23363,0.22473
2.234,0.12268,-0.23365,0.22457
2.243,0.12314,-0.23349,0.22438
2.253,0.12329,-0.2338,0.2247
2.262,0.12287,-0.23342,0.22465
2.271,0.12283,-0.23363,0.22448
2.281,0.12304,-0.23348,0.22496
2.29,0.12263,-0.23389,0.22459
2.3,0.12281,-0.23359,0.22455
2.309,0.12315,-0.2339,0.22489
2.318,0.12265,-0.23401,0.22501
2.328,0.12238,-0.23352,0.22476
2.337,0.12289,-0.23339,0.22508
2.346,0.12283,-0.23329,0.22477
2.356,0.12261,-0.23362,0.22457
2.365,0.12227,-0.23365,0.22472
2.375,0.12266,-0.23332,0.22507
2.384,0.12281,-0.2337,0.22494
2.393,0.12283,-0.23366,0.22509
2.403,0.12294,-0.23332,0.22545
2.412,0.12241,-0.23387,0.22531
2.421,0.12268,-0.23334,0.22522
2.431,0.12271,-0.23354,0.22462
2.44,0.12271,-0.23331,0.22489
2.45,0.1226,-0.23337,0.22501
2.459,0.12237,-0.23371,0.2251
2.468,0.12268,-0.23341,0.22477
2.478,0.12249,-0.23329,0.22424
2.487,0.12236,-0.23337,0.22469
2.496,0.123,-0.23337,0.22532
2.506,0.12285,-0.23329,0.22471
2.515,0.12261,-0.2332,0.22516
2.524,0.12281,-0.23336,0.22503
2.534,0.1225,-0.23354,0.22485
2.543,0.1228,-0.23314,0.22492
2.553,0.12293,-0.23385,0.22518
2.562,0.12284,-0.23359,0.22478
2.571,0.12251,-0.23306,0.22441
2.581,0.12301,-0.23359,0.22479
2.59,0.12252,-0.23348,0.22474
2.599,0.12258,-0.23347,0.22507
2.609,0.12237,-0.23338,0.22494
2.618,0.12214,-0.23354,0.22509
2.628,0.12233,-0.23322,0.22477
2.637,0.12224,-0.23378,0.22466
2.646,0.12234,-0.23358,0.2249
2.656,0.12213,-0.23373,0.22475
2.665,0.12233,-0.23324,0.22482
2.674,0.12246,-0.23353,0.22517
2.684,0.12258,-0.23314,0.22495
2.693,0.12323,-0.23327,0.22484
2.702,0.12265,-0.23295,0.22508
2.712,0.12206,-0.23291,0.22519
2.721,0.12157,-0.23266,0.22504
2.731,0.12227,-0.23322,0.22544
2.74,0.12267,-0.23311,0.22548
2.749,0.12227,-0.23301,0.22532
2.759,0.1218,-0.23309,0.22505
2.768,0.12219,-0.23335,0.22494
2.777,0.12233,-0.23354,0.22484
2.787,0.12256,-0.23331,0.22483
2.796,0.12216,-0.23337,0.22466
2.806,0.1219,-0.23337,0.22507
2.815,0.12263,-0.23354,0.22511
2.824,0.12227,-0.23356,0.22477
2.834,0.12256,-0.23339,0.22474
2.843,0.12237,-0.23388,0.22491
2.852,0.12192,-0.23359,0.22475
2.862,0.12274,-0.2334,0.22482
2.871,0.1226,-0.23354,0.22424
2.881,0.12281,-0.23356,0.22452
2.89,0.1224,-0.23381,0.22429
2.899,0.12257,-0.23409,0.22419
2.909,0.12237,-0.23437,0.22468
2.918,0.12257,-0.23381,0.22456
2.927,0.12237,-0.23442,0.22464
2.937,0.12257,-0.2344,0.22473
2.946,0.12291,-0.23415,0.22457
2.956,0.12219,-0.2337,0.22438
2.965,0.1232,-0.23408,0.22462
2.974,0.12276,-0.23395,0.22498
2.984,0.12261,-0.23368,0.22543
2.993,0.12184,-0.23341,0.22481
3.002,0.12176,-0.23405,0.22508
3.012,0.12121,-0.23344,0.22519
3.021,0.1217,-0.23372,0.22512
3.03,0.12153,-0.23374,0.22469
3.04,0.1227,-0.2335,0.2244
3.049,0.1226,-0.23314,0.22445
3.059,0.12334,-0.23327,0.22446
3.068,0.12266,-0.23345,0.22454
3.077,0.12281,-0.23338,0.22472
3.087,0.12272,-0.23329,0.22465
3.096,0.12303,-0.23337,0.22456
3.105,0.12296,-0.23329,0.22447
3.115,0.12252,-0.23328,0.22437
3.124,0.12258,-0.23337,0.22462
3.134,0.1228,-0.23279,0.22498
3.143,0.12272,-0.23315,0.22501
3.152,0.12228,-0.23352,0.2246
3.162,0.12256,-0.23356,0.22456
3.171,0.12248,-0.23339,0.22472
3.18,0.12312,-0.23363,0.22474
3.19,0.12286,-0.23373,0.22524
3.199,0.12272,-0.23375,0.22521
3.208,0.1226,-0.23383,0.22495
3.218,0.1227,-0.23401,0.2251
3.227,0.1226,-0.23377,0.22511
3.237,0.12291,-0.23341,0.22494
3.246,0.12305,-0.23296,0.22526
3.255,0.12253,-0.23367,0.2253
3.265,0.12269,-0.23391,0.22513
3.274,0.12271,-0.23343,0.22511
3.283,0.12271,-0.23313,0.22469
3.293,0.12271,-0.23277,0.22465
3.302,0.12271,-0.23331,0.22507
3.312,0.12249,-0.23345,0.22511
3.321,0.1228,-0.23363,0.22494
3.33,0.12229,-0.2339,0.22493
3.34,0.12202,-0.23376,0.22509
3.349,0.12232,-0.2335,0.22545
3.358,0.12278,-0.23372,0.22506
3.368,0.12282,-0.23358,0.22511
3.377,0.12283,-0.23373,0.22545
3.387,0.12294,-0.23341,0.22548
3.396,0.12262,-0.23338,0.22515
3.405,0.12259,-0.23363,0.22545
3.415,0.12259,-0.2334,0.22531
3.424,0.12227,-0.23338,0.2253
3.433,0.1232,-0.23329,0.22513
3.443,0.12287,-0.23337,0.22503
3.452,0.12229,-0.23271,0.2246
3.461,0.12256,-0.23314,0.22464
3.471,0.12323,-0.23385,0.22481
3.48,0.12244,-0.23384,0.22483
3.49,0.12279,-0.23392,0.22475
3.499,0.12282,-0.23401,0.22457
3.508,0.12272,-0.23377,0.2243
3.518,0.12325,-0.2335,0.22486
3.527,0.12276,-0.23355,0.22441
3.536,0.1225,-0.23398,0.22479
3.546,0.12172,-0.2336,0.22525
3.555,0.12207,-0.23382,0.22555
3.565,0.122,-0.23375,0.22532
3.574,0.1221,-0.2335,0.22513
3.583,0.12222,-0.23381,0.2252
3.593,0.12234,-0.23342,0.22462
3.602,0.12267,-0.23371,0.22506
3.611,0.12303,-0.23341,0.2246
3.621,0.12306,-0.23338,0.22514
3.63,0.12264,-0.23338,0.2252
3.64,0.12292,-0.23312,0.2252
3.649,0.12251,-0.2331,0.2247
3.658,0.12301,-0.2331,0.2249
3.668,0.12263,-0.23335,0.22501
3.677,0.12292,-0.23387,0.22493
3.686,0.12295,-0.23384,0.22459
3.696,0.12284,-0.23342,0.22506
3.705,0.12261,-0.23388,0.22485
3.715,0.12259,-0.23376,0.22483
3.724,0.12313,-0.23408,0.22525
3.733,0.12318,-0.23411,0.22521
3.743,0.1234,-0.23412,0.22495
3.752,0.12256,-0.2337,0.22518
3.761,0.12323,-0.23391,0.22529
3.771,0.12265,-0.23343,0.22513
3.78,0.12292,-0.2328,0.22478
3.789,0.12273,-0.2329,0.22508
3.799,0.12303,-0.23291,0.22469
3.808,0.12317,-0.23299,0.22431
3.818,0.12308,-0.23367,0.22436
3.827,0.12318,-0.23324,0.22462
3.836,0.12232,-0.23328,0.22506
3.846,0.12256,-0.23311,0.22502
3.855,0.12269,-0.23318,0.2251
3.864,0.12282,-0.23319,0.22477
3.874,0.12283,-0.23386,0.22499
3.883,0.12315,-0.23334,0.2251
3.893,0.12297,-0.23346,0.22494
3.902,0.12263,-0.23347,0.22476
3.911,0.12216,-0.23347,0.22524
3.921,0.12255,-0.23338,0.22613
3.93,0.12258,-0.23371,0.22538
3.939,0.12227,-0.23358,0.22573
3.949,0.12223,-0.23331,0.22568
3.958,0.12201,-0.2332,0.22534
3.968,0.12156,-0.23344,0.22564
3.977,0.12195,-0.23338,0.22567
3.986,0.12199,-0.23379,0.22559
3.996,0.1221,-0.23342,0.22508
4.005,0.12189,-0.23338,0.22511
4.014,0.12187,-0.23371,0.22528
4.024,0.12252,-0.23358,0.22504
4.033,0.12226,-0.23331,0.22494
4.043,0.12212,-0.23329,0.22493
4.052,0.122,-0.23328,0.22526
4.061,0.12199,-0.23328,0.22521
4.071,0.12177,-0.23303,0.22487
4.08,0.12186,-0.23301,0.22526
4.089,0.12209,-0.23317,0.22546
4.099,0.12178,-0.23352,0.22532
4.108,0.12186,-0.23372,0.2253
4.117,0.12165,-0.23349,0.22479
4.127,0.12206,-0.23347,0.22432
4.136,0.12221,-0.23372,0.2247
4.146,0.1219,-0.23399,0.2249
4.155,0.12231,-0.23377,0.22475
4.164,0.12213,-0.2335,0.22466
4.174,0.12222,-0.23355,0.2249
4.183,0.12234,-0.23356,0.22517
4.192,0.12203,-0.23364,0.2252
4.202,0.12232,-0.23374,0.22529
4.211,0.12235,-0.23324,0.22505
4.221,0.12246,-0.23345,0.2246
4.23,0.12247,-0.2333,0.22456
4.239,0.12236,-0.2337,0.22506
4.249,0.12214,-0.23366,0.22494
4.258,0.1219,-0.23374,0.22484
4.267,0.12155,-0.23358,0.22458
4.277,0.12184,-0.2334,0.22514
4.286,0.12133,-0.23363,0.22495
4.296,0.1216,-0.2339,0.22476
4.305,0.12174,-0.23368,0.22491
4.314,0.12218,-0.23341,0.22509
4.324,0.12266,-0.23371,0.2246
4.333,0.12163,-0.23374,0.22447
4.342,0.12239,-0.23358,0.22437
4.352,0.12225,-0.23373,0.22462
4.361,0.12234,-0.23349,0.22447
4.37,0.12224,-0.23389,0.22505
4.38,0.12234,-0.23359,0.22511
4.389,0.12256,-0.2334,0.22528
4.399,0.12259,-0.23388,0.22479
4.408,0.12216,-0.23334,0.22457
4.417,0.12233,-0.2332,0.22514
4.427,0.12278,-0.23327,0.22495
4.436,0.12282,-0.23387,0.22476
4.445,0.12315,-0.23359,0.22457
4.455,0.12329,-0.2334,0.22514
4.464,0.12244,-0.23321,0.2252
4.474,0.12225,-0.23344,0.22495
4.483,0.12277,-0.23321,0.2251
4.492,0.12272,-0.23269,0.22469
4.502,0.12206,-0.23281,0.22431
4.511,0.122,-0.23349,0.22461
4.52,0.12253,-0.23339,0.22447
4.53,0.12237,-0.23329,0.22488
4.539,0.12235,-0.23353,0.22534
4.549,0.12278,-0.23339,0.22513
4.558,0.12261,-0.23321,0.22562
4.567,0.12291,-0.23336,0.2255
4.577,0.12295,-0.23312,0.22515
4.586,0.12273,-0.23251,0.22528
4.595,0.12228,-0.2327,0.22504
4.605,0.12267,-0.23289,0.22468
4.614,0.12206,-0.23274,0.22482
4.624,0.12243,-0.23298,0.22508
4.633,0.12203,-0.23283,0.22494
4.642,0.12221,-0.23315,0.22501
4.652,0.12147,-0.2331,0.22426
4.661,0.12205,-0.2331,0.22469
4.67,0.12253,-0.23335,0.2244
4.68,0.12269,-0.23295,0.2242
4.689,0.1226,-0.23333,0.22452
4.698,0.12259,-0.23379,0.22514
4.708,0.12237,-0.2335,0.22503
4.717,0.12214,-0.23339,0.22536
4.727,0.12254,-0.23321,0.22522
4.736,0.12248,-0.23327,0.22512
4.745,0.12182,-0.23345,0.22461
4.755,0.12219,-0.23322,0.22489
4.764,0.12255,-0.23328,0.22509
4.773,0.12237,-0.23328,0.22528
4.783,0.12235,-0.23286,0.22462
4.792,0.12278,-0.23291,0.22506
4.802,0.12272,-0.23283,0.22511
4.811,0.12217,-0.23274,0.22503
4.82,0.12255,-0.23273,0.2251
4.83,0.12237,-0.23289,0.22511
4.839,0.12203,-0.23266,0.22511
4.848,0.12221,-0.23238,0.22503
4.858,0.12255,-0.23269,0.22519
4.867,0.12237,-0.23297,0.22529
4.877,0.123,-0.23292,0.22488
4.886,0.12338,-0.23316,0.22475
4.895,0.12278,-0.23294,0.22508
4.905,0.12282,-0.233,0.22494
4.914,0.12218,-0.23284,0.22518
4.923,0.12266,-0.23332,0.22529
4.933,0.12249,-0.23312,0.22462
4.942,0.12258,-0.23352,0.22431
4.951,0.12237,-0.23339,0.22478
4.961,0.12214,-0.23296,0.22499
4.97,0.12233,-0.23292,0.22527
4.98,0.12278,-0.23274,0.22546
4.989,0.1225,-0.23314,0.22523
4.998,0.12269,-0.23327,0.22487
5.008,0.12281,-0.23295,0.22509
5.017,0.12294,-0.23317,0.22511
5.026,0.12295,-0.2331,0.22486
5.036,0.12209,-0.23326,0.22483
5.045,0.12211,-0.23345,0.22466
5.055,0.12276,-0.23296,0.22465
5.064,0.12261,-0.23317,0.22448
5.073,0.12259,-0.23335,0.22437
5.083,0.12259,-0.23304,0.22462
5.092,0.1227,-0.23317,0.22489
5.101,0.12325,-0.23294,0.22509
5.111,0.12265,-0.23341,0.22528
5.12,0.12238,-0.2333,0.22521
5.13,0.12235,-0.23395,0.22521
5.139,0.12267,-0.2336,0.22521
5.148,0.1226,-0.2334,0.22487
5.158,0.12237,-0.23263,0.22509
5.167,0.12224,-0.23305,0.22511
5.176,0.12299,-0.23318,0.22477
5.186,0.12306,-0.23336,0.22491
5.195,0.12285,-0.23337,0.22509
5.205,0.12337,-0.23337,0.22511
5.214,0.1231,-0.23254,0.22486
5.223,0.12329,-0.23271,0.22475
5.233,0.12352,-0.23289,0.22491
5.242,0.12322,-0.23324,0.22518
5.251,0.12287,-0.23286,0.22529
5.261,0.12326,-0.23341,0.22547
5.27,0.12309,-0.23346,0.22515
5.279,0.12329,-0.23372,0.22503
5.289,0.12298,-0.23349,0.22477
5.298,0.12274,-0.23314,0.22491
5.308,0.12303,-0.23327,0.22492
5.317,0.12317,-0.23311,0.22501
5.326,0.12243,-0.23335,0.22493
5.336,0.12268,-0.23312,0.22476
5.345,0.1226,-0.23318,0.22508
5.354,0.12302,-0.23311,0.22477
5.364,0.12328,-0.23285,0.22466
5.373,0.12255,-0.2329,0.22481
5.383,0.12291,-0.23274,0.22475
5.392,0.12305,-0.23306,0.22507
5.401,0.12264,-0.23301,0.22477
5.411,0.12249,-0.23334,0.22457
5.42,0.12247,-0.23337,0.22464
5.429,0.12247,-0.23321,0.22473
5.439,0.12258,-0.23311,0.22457
5.448,0.12237,-0.23335,0.22497
5.457,0.12278,-0.23304,0.22493
5.467,0.12282,-0.23292,0.22467
5.476,0.12283,-0.23291,0.22498
5.486,0.12283,-0.23299,0.22476
5.495,0.1224,-0.23275,0.22499
5.504,0.12214,-0.23289,0.22443
5.514,0.12276,-0.23333,0.22513
5.523,0.12282,-0.23287,0.22478
5.532,0.12229,-0.23291,0.22457
5.542,0.12277,-0.23291,0.22438
5.551,0.12239,-0.23333,0.22462
5.561,0.12257,-0.23329,0.2243
5.57,0.12259,-0.2332,0.22461
5.579,0.12216,-0.23286,0.2243
5.589,0.12244,-0.23316,0.22427
5.598,0.12225,-0.2336,0.22461
5.607,0.12191,-0.23348,0.22472
5.617,0.12187,-0.23339,0.2249
5.626,0.12263,-0.23371,0.22459
5.636,0.12227,-0.23341,0.22439
5.645,0.12256,-0.23271,0.2242
5.654,0.12215,-0.23322,0.2246
5.664,0.12168,-0.23353,0.22498
5.673,0.12228,-0.23331,0.22476
5.682,0.12288,-0.23328,0.22541
5.692,0.12219,-0.23328,0.22514
5.701,0.12266,-0.23353,0.22478
5.71,0.12238,-0.23339,0.22508
5.72,0.12214,-0.23346,0.22536
5.729,0.12201,-0.23338,0.2253
5.739,0.12199,-0.23329,0.22513
5.748,0.12231,-0.23345,0.22469
5.757,0.12202,-0.23363,0.22431
5.767,0.12199,-0.2334,0.22495
5.776,0.12231,-0.23346,0.2251
5.785,0.12202,-0.23355,0.22486
5.795,0.12189,-0.23339,0.22424
5.804,0.12209,-0.23346,0.22486
5.814,0.12243,-0.23322,0.22467
5.823,0.12236,-0.23328,0.22507
5.832,0.12203,-0.23345,0.22469
5.842,0.1221,-0.23372,0.22448
5.851,0.122,-0.23333,0.22471
5.86,0.12231,-0.23396,0.22516
5.87,0.12332,-0.2341,0.22453
5.879,0.12288,-0.23395,0.22472
5.889,0.12219,-0.23327,0.22474
5.898,0.12244,-0.23361,0.2244
5.907,0.12268,-0.23357,0.22462
5.917,0.12238,-0.23373,0.22473
5.926,0.12203,-0.234,0.2244
5.935,0.12264,-0.23369,0.22462
5.945,0.12195,-0.23357,0.22447
5.954,0.12188,-0.23356,0.22496
5.964,0.12219,-0.23339,0.22459
5.973,0.12244,-0.23304,0.22472
5.982,0.12225,-0.23309,0.22524
5.992,0.12223,-0.23343,0.22521
6.001,0.12148,-0.23371,0.22512
6.01,0.12151,-0.23358,0.22452
6.02,0.12194,-0.23365,0.2248
6.029,0.12188,-0.23357,0.22441
6.038,0.12219,-0.23398,0.2247
6.048,0.12201,-0.23419,0.22457
6.057,0.12232,-0.23404,0.22489
6.067,0.12245,-0.23403,0.22509
6.076,0.12279,-0.23428,0.22469
6.085,0.1225,-0.2338,0.22465
6.095,0.12226,-0.23367,0.22414
6.104,0.12202,-0.23349,0.22451
6.113,0.12178,-0.23322,0.22438
6.123,0.12229,-0.23328,0.22487
6.132,0.12245,-0.23295,0.22526
6.142,0.12236,-0.23325,0.22462
6.151,0.12235,-0.23361,0.22431
6.16,0.12235,-0.23348,0.22436
6.17,0.12224,-0.2333,0.22453
6.179,0.12245,-0.23287,0.22455
6.188,0.12236,-0.23291,0.22497
6.198,0.12267,-0.23308,0.2251
6.207,0.12227,-0.23318,0.22503
6.216,0.12245,-0.23252,0.22477
6.226,0.12258,-0.23262,0.22508
6.235,0.1227,-0.23263,0.22486
6.245,0.12282,-0.23297,0.22475
6.254,0.12229,-0.23258,0.22482
6.263,0.12256,-0.23279,0.22483
6.273,0.12183,-0.23256,0.22449
6.282,0.12197,-0.23263,0.22471
6.291,0.1221,-0.23288,0.22431
6.301,0.12179,-0.23282,0.22461
6.31,0.12229,-0.23265,0.22489
6.32,0.12234,-0.2333,0.22484
6.329,0.12181,-0.23287,0.22492
6.338,0.12219,-0.23324,0.22476
6.348,0.12244,-0.23345,0.22423
6.357,0.12236,-0.23288,0.22452
6.366,0.12246,-0.23282,0.22455
6.376,0.12258,-0.23282,0.22438
6.385,0.12291,-0.23315,0.22437
6.395,0.12284,-0.23335,0.22487
6.404,0.12305,-0.23304,0.22475
6.413,0.12285,-0.23301,0.22491
6.423,0.12272,-0.23325,0.22492
6.432,0.12206,-0.23253,0.22492
6.441,0.12275,-0.23296,0.22476
6.451,0.12239,-0.23308,0.22541
6.46,0.12268,-0.23284,0.22523
6.47,0.12303,-0.23265,0.22529
6.479,0.12285,-0.23305,0.22496
6.488,0.12283,-0.23301,0.22484
6.498,0.12272,-0.23267,0.22508
6.507,0.12303,-0.23297,0.22511
6.516,0.12263,-0.23333,0.2252
6.526,0.12238,-0.23345,0.22529
6.535,0.12268,-0.23313,0.22547
6.544,0.12271,-0.23302,0.22489
