Time,X,Y,Z,Magnitude,Filtered Magnitude
0.671,0.12305,-0.23263,0.22482,0.346124,0.346158
0.68,0.12328,-0.23205,0.22525,0.346096,0.346103
0.689,0.12287,-0.23224,0.22462,0.345668,0.345989
0.699,0.12283,-0.23259,0.22456,0.34585,0.345936
0.708,0.12304,-0.23221,0.22472,0.345774,0.345876
0.718,0.1236,-0.23251,0.22465,0.346129,0.345874
0.727,0.12312,-0.23254,0.22464,0.345972,0.345879
0.736,0.1235,-0.23271,0.22448,0.346118,0.345928
0.746,0.12365,-0.23281,0.22522,0.346719,0.346044
0.755,0.12345,-0.23232,0.22504,0.346202,0.346065
0.764,0.12332,-0.23235,0.2251,0.346214,0.346074
0.774,0.12331,-0.23277,0.22494,0.346389,0.346103
0.783,0.12298,-0.23214,0.22459,0.345621,0.346099
0.792,0.12371,-0.23217,0.22472,0.345986,0.346112
0.802,0.12324,-0.23242,0.2249,0.346103,0.346145
0.811,0.12309,-0.23228,0.22484,0.345916,0.346124
0.82,0.12296,-0.23235,0.22517,0.346132,0.34614
0.83,0.1237,-0.2326,0.22529,0.346641,0.346192
0.839,0.12367,-0.23196,0.22555,0.34637,0.346157
0.849,0.12313,-0.23223,0.22516,0.346105,0.346148
0.858,0.12307,-0.23201,0.22478,0.345689,0.346095
0.867,0.12339,-0.23224,0.22491,0.346042,0.346061
0.877,0.1231,-0.23192,0.22509,0.345841,0.346083
