Time,X,Y,Z
2.825,0.12259,-0.23455,0.22476
2.834,0.1227,-0.23433,0.22524
2.843,0.12303,-0.23456,0.22496
2.853,0.12285,-0.23525,0.22484
2.862,0.12218,-0.23457,0.225
2.871,0.12233,-0.23433,0.22493
2.881,0.12224,-0.23439,0.2245
2.89,0.12277,-0.23423,0.22446
2.9,0.12239,-0.23396,0.22454
2.909,0.12289,-0.23444,0.22455
2.918,0.12273,-0.2339,0.22447
2.928,0.12325,-0.23418,0.22454
2.937,0.12287,-0.23346,0.22472
2.946,0.12208,-0.23305,0.22499
2.956,0.12232,-0.23343,0.2251
2.965,0.12235,-0.23346,0.22503
2.975,0.12213,-0.23389,0.2246
2.984,0.12222,-0.23368,0.22498
2.993,0.12212,-0.23407,0.22493
3.003,0.12211,-0.2342,0.22493
3.012,0.12189,-0.23404,0.22476
3.021,0.12241,-0.23444,0.22474
3.031,0.12225,-0.23398,0.22499
3.04,0.12202,-0.23436,0.22518
3.05,0.1221,-0.23439,0.2247
3.059,0.12222,-0.23415,0.22507
3.068,0.12244,-0.2342,0.22452
3.078,0.12247,-0.23388,0.22472
3.087,0.12312,-0.23434,0.22516
3.096,0.12221,-0.23473,0.22512
3.106,0.12277,-0.23476,0.22536
3.115,0.12282,-0.23485,0.22505
3.125,0.1225,-0.23486,0.22468
3.134,0.12226,-0.23478,0.22482
3.143,0.12256,-0.23452,0.22517
3.153,0.12291,-0.23449,0.22512
3.162,0.12262,-0.23424,0.22478
3.171,0.12238,-0.23438,0.22449
3.181,0.12289,-0.23439,0.22421
3.19,0.12251,-0.23423,0.22401
3.199,0.12247,-0.23396,0.22441
3.209,0.12279,-0.2341,0.22462
3.218,0.12229,-0.23345,0.22439
3.228,0.12224,-0.23388,0.22386
3.237,0.12288,-0.23401,0.2244
3.246,0.12273,-0.23369,0.22454
3.256,0.12325,-0.23391,0.22497
3.265,0.12255,-0.23435,0.22459
3.274,0.1228,-0.23389,0.22455
3.284,0.12207,-0.23443,0.22472
3.293,0.12189,-0.23423,0.22474
3.303,0.12209,-0.23405,0.22448
3.312,0.12168,-0.23403,0.22429
3.321,0.1225,-0.23394,0.22478
3.331,0.12247,-0.23418,0.22466
3.34,0.12193,-0.23412,0.22515
3.349,0.12263,-0.23445,0.22461
3.359,0.12227,-0.2344,0.22439
3.368,0.12234,-0.23415,0.22479
3.378,0.12213,-0.23454,0.22508
3.387,0.12265,-0.23433,0.22444
3.396,0.12206,-0.23355,0.22445
3.406,0.12232,-0.23356,0.22479
3.415,0.12224,-0.23364,0.22474
3.424,0.12255,-0.23323,0.22432
3.434,0.12259,-0.23378,0.22436
3.443,0.12205,-0.2335,0.22487
3.452,0.12221,-0.23372,0.22475
3.462,0.12277,-0.23349,0.22482
3.471,0.12293,-0.23372,0.22441
3.481,0.12305,-0.23374,0.22513
3.49,0.12296,-0.23358,0.22494
3.499,0.1222,-0.23365,0.22484
3.509,0.12212,-0.23374,0.22492
3.518,0.122,-0.234,0.22476
3.527,0.12221,-0.23386,0.22491
3.537,0.12266,-0.23392,0.22518
3.546,0.1227,-0.23376,0.22529
3.556,0.1226,-0.23417,0.22488
3.565,0.12281,-0.23396,0.225
3.574,0.12261,-0.23402,0.22451
3.584,0.12248,-0.23377,0.22387
3.593,0.12269,-0.23417,0.22415
3.602,0.1226,-0.23412,0.22443
3.612,0.12302,-0.23395,0.22437
3.621,0.12274,-0.2341,0.2247
3.631,0.12293,-0.23378,0.2249
3.64,0.12252,-0.23383,0.22492
3.649,0.12226,-0.23409,0.22459
3.659,0.12202,-0.23412,0.22481
3.668,0.12242,-0.23403,0.22508
3.677,0.12203,-0.23436,0.22477
3.687,0.1221,-0.23389,0.22466
3.696,0.12232,-0.23368,0.22507
3.706,0.12245,-0.23366,0.22511
3.715,0.12247,-0.23382,0.22528
3.724,0.12247,-0.23409,0.22513
3.734,0.12279,-0.23386,0.22503
3.743,0.12207,-0.23418,0.22502
3.752,0.12265,-0.23404,0.22468
3.762,0.12281,-0.23403,0.22431
3.771,0.12229,-0.23403,0.22453
3.78,0.12159,-0.23377,0.22421
3.79,0.12227,-0.23375,0.22443
3.799,0.1217,-0.2335,0.22454
3.809,0.12196,-0.23355,0.22489
3.818,0.12231,-0.23373,0.22458
3.827,0.12245,-0.23416,0.22472
3.837,0.12268,-0.23412,0.22457
3.846,0.12238,-0.23412,0.22464
3.855,0.12235,-0.23387,0.22498
3.865,0.12257,-0.23384,0.22459
3.874,0.12291,-0.23376,0.22439
3.884,0.12187,-0.23375,0.2247
3.893,0.12284,-0.23383,0.22507
3.902,0.12208,-0.23359,0.22528
3.912,0.12297,-0.23381,0.22504
3.921,0.1223,-0.23375,0.2246
3.93,0.12245,-0.23417,0.22456
3.94,0.12236,-0.23412,0.22455
3.949,0.12224,-0.23395,0.22421
3.959,0.12245,-0.23435,0.22435
3.968,0.12247,-0.23473,0.2247
3.977,0.1229,-0.2346,0.2249
3.987,0.12251,-0.23467,0.22501
3.996,0.12301,-0.23409,0.2251
4.005,0.12285,-0.23386,0.22469
4.015,0.12294,-0.23376,0.22448
4.024,0.1223,-0.23391,0.22454
4.034,0.12256,-0.23376,0.2248
4.043,0.12248,-0.2335,0.225
4.052,0.12247,-0.23314,0.22493
4.062,0.12247,-0.23335,0.22493
4.071,0.12258,-0.23337,0.22467
4.08,0.12259,-0.23321,0.22456
4.09,0.12205,-0.23403,0.22438
4.099,0.1221,-0.23369,0.22487
4.109,0.122,-0.23399,0.22484
4.118,0.12156,-0.23385,0.225
4.127,0.12195,-0.23351,0.2246
4.137,0.12209,-0.23381,0.22439
4.146,0.12189,-0.23392,0.22504
4.155,0.1222,-0.23385,0.22426
4.165,0.12266,-0.23401,0.22469
4.174,0.12206,-0.23394,0.22515
4.183,0.12232,-0.23443,0.2252
4.193,0.12245,-0.23382,0.22487
4.202,0.12204,-0.23417,0.2245
4.212,0.12243,-0.23379,0.22455
4.221,0.12236,-0.234,0.22455
4.23,0.12224,-0.23411,0.22472
4.24,0.12288,-0.23378,0.22474
4.249,0.12262,-0.23375,0.22524
4.258,0.12227,-0.23375,0.22479
4.268,0.12266,-0.23341,0.22474
4.277,0.1226,-0.23371,0.2244
4.287,0.12194,-0.23341,0.22512
4.296,0.12209,-0.23346,0.22494
4.305,0.12265,-0.23363,0.22501
4.315,0.12206,-0.23357,0.22493
4.324,0.12243,-0.23365,0.22543
4.333,0.12236,-0.23349,0.22447
4.343,0.12213,-0.23372,0.22463
4.352,0.12254,-0.23391,0.22456
4.361,0.12258,-0.2336,0.22464
4.371,0.1227,-0.23356,0.22456
4.38,0.12238,-0.23356,0.22472
4.39,0.12225,-0.23373,0.2244
4.399,0.12223,-0.23408,0.22437
4.408,0.12245,-0.23386,0.22453
4.418,0.12225,-0.23393,0.22472
4.427,0.12245,-0.23427,0.22482
4.436,0.1216,-0.23397,0.22449
4.446,0.1212,-0.23368,0.22522
4.455,0.1218,-0.23357,0.22436
4.465,0.12154,-0.23373,0.22478
4.474,0.1227,-0.23383,0.22483
4.483,0.12228,-0.23375,0.22458
4.493,0.12256,-0.23375,0.22438
4.502,0.12226,-0.23366,0.22437
4.511,0.12191,-0.23382,0.2242
4.521,0.12155,-0.23342,0.2246
4.53,0.1227,-0.23388,0.22481
4.54,0.12206,-0.23409,0.22508
4.549,0.12254,-0.23445,0.22519
4.558,0.12194,-0.2349,0.22478
4.568,0.12199,-0.2347,0.22457
4.577,0.12242,-0.23418,0.22464
4.586,0.12236,-0.23446,0.22473
4.596,0.12257,-0.23457,0.22482
4.605,0.12269,-0.23391,0.225
4.615,0.12195,-0.23326,0.22476
4.624,0.12199,-0.2332,0.22491
4.633,0.12231,-0.23394,0.22501
4.643,0.12202,-0.23385,0.22502
4.652,0.12232,-0.23376,0.22477
4.661,0.12245,-0.23375,0.22482
4.671,0.12258,-0.23383,0.22508
4.68,0.12205,-0.2335,0.22528
4.689,0.12254,-0.23447,0.22462
4.699,0.12258,-0.23432,0.22456
4.708,0.12237,-0.23481,0.22438
4.718,0.12214,-0.23452,0.2247
4.727,0.12254,-0.23499,0.2249
4.736,0.12248,-0.23421,0.22509
4.746,0.12236,-0.23413,0.22477
4.755,0.12224,-0.23404,0.22508
4.764,0.12202,-0.23386,0.2246
4.774,0.12242,-0.23409,0.2243
4.783,0.12268,-0.23395,0.22427
4.793,0.1226,-0.23444,0.22419
4.802,0.12248,-0.23398,0.22393
4.811,0.12258,-0.23427,0.22398
4.821,0.12183,-0.23397,0.22449
4.83,0.12187,-0.23385,0.22454
4.839,0.12198,-0.23384,0.22472
4.849,0.1221,-0.23401,0.2244
4.858,0.12222,-0.23394,0.2247
4.868,0.12266,-0.2341,0.22448
4.877,0.12238,-0.23395,0.22488
4.886,0.12257,-0.2341,0.22492
4.896,0.12259,-0.23403,0.22467
4.905,0.12248,-0.23361,0.22482
4.914,0.12236,-0.2339,0.22466
4.924,0.12257,-0.23426,0.22389
4.933,0.12205,-0.23422,0.22432
4.943,0.12135,-0.23413,0.22486
4.952,0.12268,-0.23404,0.22526
4.961,0.1226,-0.23361,0.22454
4.971,0.12248,-0.23407,0.22421
4.98,0.12226,-0.23403,0.22443
4.989,0.12223,-0.23386,0.22454
4.999,0.12191,-0.23342,0.22463
5.008,0.12177,-0.2338,0.22439
5.018,0.1224,-0.23392,0.22437
5.027,0.12268,-0.23435,0.22436
5.036,0.12227,-0.23473,0.2242
5.046,0.12234,-0.23451,0.22452
5.055,0.12278,-0.23432,0.22472
5.064,0.12196,-0.23389,0.22499
5.074,0.1222,-0.23384,0.22544
5.083,0.12169,-0.23426,0.22514
5.093,0.12164,-0.23405,0.22453
5.102,0.12131,-0.23361,0.22455
5.111,0.12203,-0.23373,0.22438
5.121,0.12199,-0.23383,0.22504
5.13,0.1221,-0.23367,0.22494
5.139,0.12189,-0.2334,0.22467
5.149,0.12252,-0.23405,0.22482
5.158,0.12237,-0.23419,0.22491
5.167,0.12246,-0.23413,0.22467
5.177,0.12215,-0.23437,0.22515
5.186,0.12233,-0.23423,0.22453
5.196,0.12235,-0.23405,0.22472
5.205,0.12267,-0.23419,0.22389
5.214,0.12206,-0.23479,0.22465
5.224,0.12178,-0.2351,0.22473
5.233,0.12262,-0.23447,0.22516
5.242,0.12248,-0.23457,0.2252
5.252,0.12301,-0.23441,0.22537
5.261,0.12274,-0.23423,0.22497
5.271,0.1226,-0.23396,0.22493
5.28,0.12281,-0.23385,0.22467
5.289,0.1224,-0.23342,0.22439
5.299,0.12246,-0.23396,0.2247
5.308,0.12225,-0.23377,0.22465
5.317,0.12212,-0.2335,0.22464
5.327,0.12276,-0.23397,0.22481
5.336,0.12239,-0.23343,0.22483
5.345,0.12225,-0.23338,0.22441
5.355,0.12212,-0.23379,0.2242
5.364,0.12243,-0.23367,0.22435
5.374,0.12247,-0.23407,0.22453
5.383,0.12182,-0.2337,0.22489
5.392,0.12197,-0.23366,0.22484
5.402,0.12145,-0.2334,0.22525
5.411,0.12215,-0.23371,0.22538
5.42,0.12222,-0.23324,0.22472
5.43,0.12201,-0.23303,0.22482
5.439,0.12156,-0.23342,0.22441
5.449,0.12162,-0.23338,0.22437
5.458,0.12163,-0.23363,0.22453
5.467,0.12206,-0.2339,0.22438
5.477,0.12092,-0.23343,0.2247
5.486,0.12178,-0.23397,0.22482
5.495,0.12229,-0.23394,0.225
5.505,0.12191,-0.23427,0.2251
5.514,0.12252,-0.23397,0.22494
5.523,0.12204,-0.23368,0.22467
5.533,0.12253,-0.23391,0.22498
5.542,0.12215,-0.23418,0.22476
5.552,0.12222,-0.23421,0.2244
5.561,0.12201,-0.23446,0.22462
5.57,0.12221,-0.23399,0.22489
5.58,0.12266,-0.23385,0.22458
5.589,0.12195,-0.23367,0.22464
5.598,0.1222,-0.23399,0.2249
5.608,0.12233,-0.23385,0.22559
5.617,0.12235,-0.23392,0.22524
5.627,0.12181,-0.23376,0.22496
5.636,0.1223,-0.23358,0.22459
5.645,0.12245,-0.23356,0.22455
5.655,0.12258,-0.23406,0.22455
5.664,0.12226,-0.2342,0.22472
5.673,0.12245,-0.23396,0.22465
5.683,0.12247,-0.2336,0.22481
5.692,0.12247,-0.23373,0.22508
5.702,0.12247,-0.23375,0.22477
5.711,0.12225,-0.2335,0.22449
5.72,0.12191,-0.23364,0.22471
5.73,0.12198,-0.23332,0.2249
5.739,0.12221,-0.23337,0.22492
5.748,0.12266,-0.23337,0.22476
5.758,0.1226,-0.23346,0.22516
5.767,0.1227,-0.23338,0.22461
5.777,0.1226,-0.23338,0.22489
5.786,0.1227,-0.23346,0.22433
5.795,0.12238,-0.23338,0.22453
5.805,0.12203,-0.23346,0.22472
5.814,0.12264,-0.23288,0.22474
5.823,0.12227,-0.23291,0.22406
5.833,0.12234,-0.23291,0.22425
5.842,0.12235,-0.23316,0.2246
5.852,0.12257,-0.2331,0.22472
5.861,0.12205,-0.23318,0.22457
5.87,0.12167,-0.23285,0.22438
5.88,0.12174,-0.23282,0.22437
5.889,0.12283,-0.23315,0.22436
5.898,0.12218,-0.23352,0.22445
5.908,0.12266,-0.23306,0.22454
5.917,0.12281,-0.23318,0.22489
5.926,0.12229,-0.2331,0.22492
5.936,0.1231,-0.23368,0.22492
5.945,0.12264,-0.23382,0.22501
5.955,0.12259,-0.2335,0.22451
5.964,0.12281,-0.23364,0.22497
5.973,0.12261,-0.23365,0.22476
5.983,0.1227,-0.23315,0.22491
5.992,0.12271,-0.23377,0.22526
6.001,0.12228,-0.23341,0.22529
6.011,0.12234,-0.23371,0.22513
6.02,0.12235,-0.23366,0.22486
6.03,0.12203,-0.23374,0.225
6.039,0.12199,-0.23408,0.22502
6.048,0.12253,-0.23428,0.2251
6.058,0.12237,-0.23413,0.22486
6.067,0.12214,-0.23412,0.22483
6.076,0.1219,-0.2337,0.22441
6.086,0.12187,-0.23349,0.22454
6.095,0.12198,-0.23339,0.22446
6.105,0.12231,-0.23338,0.22454
6.114,0.12202,-0.23312,0.22472
6.123,0.12167,-0.23335,0.22474
6.133,0.12228,-0.23371,0.22482
6.142,0.12202,-0.23366,0.22491
6.151,0.12221,-0.23374,0.22433
6.161,0.12223,-0.23366,0.2247
6.17,0.12255,-0.23365,0.2249
6.18,0.12259,-0.23374,0.22459
6.189,0.12324,-0.23333,0.22472
6.198,0.12255,-0.23379,0.22482
6.208,0.12345,-0.23375,0.22483
6.217,0.12311,-0.23358,0.22475
6.226,0.12275,-0.23406,0.22508
6.236,0.1225,-0.23378,0.22502
6.245,0.12183,-0.23342,0.22477
6.254,0.12294,-0.23363,0.22491
6.264,0.12252,-0.2334,0.22417
6.273,0.12247,-0.23338,0.22485
6.283,0.12279,-0.23321,0.22517
6.292,0.1225,-0.23403,0.2247
6.301,0.12247,-0.23386,0.2249
6.311,0.12225,-0.23359,0.22467
6.32,0.12256,-0.23381,0.22465
6.329,0.12226,-0.23367,0.22473
6.339,0.12234,-0.23357,0.22474
6.348,0.12278,-0.2339,0.2244
6.358,0.12239,-0.23351,0.22462
6.367,0.12225,-0.23347,0.22481
6.376,0.12223,-0.23389,0.22491
6.386,0.12298,-0.23384,0.22476
6.395,0.12263,-0.23367,0.22466
6.404,0.1227,-0.23424,0.22473
6.414,0.12271,-0.23413,0.22524
6.423,0.12239,-0.23395,0.22462
6.432,0.12257,-0.23377,0.22498
6.442,0.12172,-0.23383,0.22459
6.451,0.12207,-0.23401,0.22481
6.461,0.122,-0.23352,0.22491
6.47,0.12264,-0.23339,0.22501
6.479,0.12238,-0.23354,0.22476
6.489,0.12278,-0.23364,0.22466
6.498,0.1225,-0.2339,0.22439
6.507,0.12301,-0.23343,0.22453
6.517,0.12252,-0.23346,0.22472
6.526,0.12215,-0.23363,0.2249
6.536,0.12179,-0.23357,0.22526
6.545,0.12186,-0.23356,0.22487
6.554,0.12187,-0.23356,0.22559
