Time,X,Y,Z,Magnitude,Filtered Magnitude
0.006,0.11119,-0.21096,0.20193,0.3124788994476267,0.3124788994476267
0.015,0.12177,-0.2318,0.22296,0.3439045427149807,0.3281917210813037
0.025,0.12272,-0.23389,0.2249,0.3469073947035433,0.3344302789553835
0.034,0.12368,-0.23401,0.22475,0.34723188937653754,0.33763068156067205
0.044,0.12324,-0.23436,0.22524,0.3476287744131662,0.33963030013117085
0.053,0.12309,-0.23431,0.22487,0.34730223307661007,0.3409089556220774
0.062,0.12253,-0.23414,0.22458,0.34680155262051526,0.3417507551932828
0.072,0.12258,-0.2342,0.22489,0.34706052570120965,0.3424144765067737
0.081,0.12356,-0.23413,0.22509,0.34749019928625324,0.34297844570449365
0.09,0.12301,-0.2342,0.22511,0.34735516722801174,0.34341611785684545
0.1,0.12274,-0.23404,0.22511,0.34715175543269255,0.346883403455352
0.109,0.12357,-0.23428,0.22486,0.3474459424140682,0.34723754342526075
0.118,0.12301,-0.2343,0.22441,0.3469694485109604,0.34724374880600245
0.128,0.12295,-0.23439,0.22521,0.3475268604007466,0.3472732459084234
0.137,0.12273,-0.23481,0.22504,0.34762248287474157,0.3472726167545809
0.147,0.12282,-0.23477,0.2251,0.347666097426827,0.34730900318960256
0.156,0.12294,-0.23494,0.22486,0.34766804109667604,0.34739565203721867
0.165,0.12241,-0.2347,0.225,0.34740940991861463,0.34743054045895916
0.175,0.12289,-0.23526,0.2251,0.34802188106496984,0.34748370863683087
0.184,0.12284,-0.23448,0.22511,0.34748388178446493,0.3474965800924762
0.193,0.12326,-0.23415,0.22511,0.34741007786188355,0.34752241233539527
0.203,0.12309,-0.23395,0.22494,0.3471048173102759,0.34748829982501606
0.212,0.12318,-0.2341,0.22543,0.34755547370168116,0.34754690234408814
0.221,0.12373,-0.2337,0.22498,0.3471898663555721,0.34751320293957066
0.231,0.12335,-0.23399,0.22485,0.3471657602644593,0.3474675306785424
0.24,0.1232,-0.23411,0.22483,0.3471804444377592,0.3474189653796357
0.249,0.12308,-0.23378,0.22534,0.3472461524624859,0.3473767765162167
0.259,0.12275,-0.23392,0.22539,0.34725607410094356,0.34736144293444954
0.268,0.12239,-0.23351,0.22522,0.3467423836221929,0.3472334931901718
0.278,0.12278,-0.23322,0.22495,0.3465097391127701,0.34713607892300236
0.287,0.12282,-0.23378,0.22493,0.34688808814947797,0.3470838799517618
0.296,0.12283,-0.23408,0.22526,0.3473078215358819,0.34710418037432234
0.306,0.12283,-0.23411,0.22546,0.3474577853495299,0.34709441153910725
0.315,0.12261,-0.23428,0.22506,0.34723527196988496,0.34709895210053854
0.324,0.12281,-0.23439,0.22511,0.34741255057927883,0.34712363113202055
0.334,0.12293,-0.23414,0.22494,0.34717622052784664,0.3471232087410293
0.343,0.1223,-0.2342,0.22459,0.3467673544323341,0.34707532893801407
0.352,0.12234,-0.23421,0.22523,0.3472030423253806,0.34707002576045776
0.362,0.12267,-0.23404,0.22546,0.3473540874957426,0.34713119614781274
0.371,0.12271,-0.23378,0.22548,0.34720608131194935,0.34720083036773064
0.381,0.1226,-0.23367,0.22557,0.34715162940709354,0.3472271844934923
0.39,0.12324,-0.23391,0.22516,0.3472736835696019,0.3472237706968642
0.399,0.12244,-0.23376,0.22545,0.3470777920005831,0.34718577136196954
0.409,0.12236,-0.234,0.2254,0.3471788150218847,0.3471801256671695
0.418,0.1231,-0.23344,0.22531,0.34700495630466144,0.3471393662397078
0.427,0.12296,-0.23388,0.22538,0.3472969340492369,0.3471514375918468
0.437,0.12284,-0.23376,0.22514,0.34701789982650755,0.34717649213126417
0.446,0.12305,-0.23383,0.22545,0.34734057335704394,0.34719024523443054
0.455,0.12328,-0.23375,0.22531,0.34727743520130994,0.34718258000498725
0.465,0.12277,-0.23408,0.22496,0.3470920928226398,0.3471711811560562
0.474,0.12358,-0.23378,0.22501,0.3472097419428205,0.34717699240962896
0.484,0.12312,-0.23417,0.2251,0.3473674326991521,0.347186367322584
0.493,0.12286,-0.23412,0.22528,0.34735836307767226,0.34721442443029293
0.502,0.12315,-0.23403,0.22504,0.3472448199757629,0.34722102492568074
0.512,0.12308,-0.23428,0.22527,0.34753759177965193,0.34727428847317976
0.521,0.12253,-0.23388,0.22546,0.3471968705216105,0.34726428212041716
0.53,0.12248,-0.23384,0.22557,0.3472237332038235,0.34728486545814874
0.54,0.12236,-0.23442,0.22533,0.3474166301431179,0.3472924711367561
0.549,0.12267,-0.23373,0.2253,0.3470413978187617,0.3472688673985013
0.558,0.1226,-0.23416,0.22564,0.34752708556312556,0.34731236667254983
0.568,0.12291,-0.23421,0.22542,0.3475275076882404,0.34734414324709184
0.577,0.12294,-0.23388,0.22556,0.3474066948117149,0.3473480694583481
0.586,0.12295,-0.23376,0.22524,0.34712173325794515,0.3473244064763754
0.596,0.12284,-0.23375,0.22529,0.34710850205663357,0.3473107746844625
0.605,0.12261,-0.23408,0.22563,0.3474702223212804,0.34730403773862534
0.615,0.12281,-0.23453,0.22567,0.3478700416822351,0.34737135485468784
0.624,0.1224,-0.23416,0.2255,0.34736567993974304,0.34738554952827977
0.633,0.12268,-0.23412,0.2254,0.34737259074371424,0.34738114558833944
0.643,0.1226,-0.23462,0.22472,0.3472411018298381,0.3474011159894471
0.652,0.12324,-0.2345,0.22524,0.3477231732283599,0.3474207247559705
0.661,0.12265,-0.23441,0.22555,0.34765481889368366,0.34743345587651486
0.671,0.12292,-0.23456,0.22558,0.3478707466861794,0.3474798610639613
0.68,0.12284,-0.23416,0.22583,0.347735186744166,0.34754120641258335
0.689,0.12272,-0.23462,0.22552,0.3478016865974057,0.34761052486666055
0.699,0.12228,-0.23442,0.22557,0.34754418380977115,0.3476179210155096
0.708,0.12267,-0.2344,0.22541,0.347564320665974,0.34758734891388354
0.718,0.12281,-0.23415,0.22556,0.34754256171007314,0.34760503709091656
0.727,0.12283,-0.23395,0.22549,0.34736947404744706,0.34760472542128984
0.736,0.12261,-0.2341,0.22532,0.3472824851615756,0.34760886375446354
0.746,0.1227,-0.23378,0.22522,0.347033754554222,0.34753992188704974
0.755,0.12292,-0.23358,0.22554,0.3471847266225863,0.34749291265994003
0.764,0.12284,-0.23381,0.22549,0.34727873790371905,0.347433711781694
0.774,0.12326,-0.23375,0.22582,0.3476014420280791,0.3474203373100853
0.783,0.12255,-0.23408,0.22577,0.34753998590090324,0.3473941672404351
0.792,0.1228,-0.23395,0.22543,0.3473199208222874,0.34737174094168666
0.802,0.12293,-0.23377,0.22531,0.3471668099055554,0.3473319898656449
0.811,0.12295,-0.23383,0.22513,0.34709751987013676,0.3472874856816512
0.821,0.12219,-0.23451,0.22486,0.3471128862488398,0.34726182690179047
0.83,0.12277,-0.23449,0.22534,0.34761494300446866,0.3472950726860798
0.839,0.12282,-0.23424,0.2253,0.3474380808144093,0.3473355053120985
0.849,0.12283,-0.2343,0.22564,0.3477026150318689,0.34738729415302677
0.858,0.12304,-0.2338,0.22567,0.3474596818337345,0.3474053885460283
0.867,0.12274,-0.23342,0.22559,0.3470458933628231,0.3473498336795027
0.877,0.12314,-0.23355,0.2255,0.34721652048829704,0.347317487138242
0.886,0.12275,-0.23406,0.22532,0.34730497908898456,0.3473159929649118
0.895,0.12347,-0.23344,0.22488,0.3468574475198709,0.34728505672634336
