Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2076-28-187 8:5:11.229	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.229	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.320	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.320	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.410	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.410	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.519	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.519	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.625	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.642	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.625	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.642	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.714	0.0	0.0	1.0161	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.714	0.0	0.0	1.0161	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.789	-0.0005	0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.789	-0.0005	0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:11.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.9	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.631	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.9	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.631	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.110	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.110	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.224	0.0	0.0	1.0166	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.224	0.0	0.0	1.0166	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.314	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.314	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.414	0.0	0.0	1.0161	0.0	0.0	0.0	0.258	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.414	0.0	0.0	1.0161	0.0	0.0	0.0	0.258	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.495	0.0	0.0005	1.0156	0.0	0.0	0.0	0.258	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.495	0.0	0.0005	1.0156	0.0	0.0	0.0	0.258	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.619	0.0	0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.619	0.0	0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.725	0.0	0.0	1.0151	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.725	0.0	0.0	1.0151	0.0	0.0	0.0	0.258	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.814	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.814	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.890	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:12.890	0.0	0.0	1.0161	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.15	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.15	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.69	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.69	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.159	0.0	0.0	1.0146	0.0	0.0	0.0	0.258	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.159	0.0	0.0	1.0146	0.0	0.0	0.0	0.258	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.235	0.0	0.0	1.0146	0.0	0.0	0.0	0.258	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.235	0.0	0.0	1.0146	0.0	0.0	0.0	0.258	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.364	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.364	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.465	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.465	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.544	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.544	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.670	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.670	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.95	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.760	-0.0005	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.760	-0.0005	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.860	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.860	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.939	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	29.0	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:13.939	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	29.0	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.79	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.79	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.637	68.417	28.94	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.204	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.204	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.637	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.309	0.0005	0.0	1.0156	0.0	0.0	0.0	0.258	-1.642	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.309	0.0005	0.0	1.0156	0.0	0.0	0.0	0.258	-1.642	68.417	28.99	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.385	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.385	0.0	0.0	1.0156	0.0	0.0	0.0	0.264	-1.642	68.417	28.97	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:5:14.510	0.0	0.0	1.0151	0.0	0.0	0.0	0.264	-1.642	68.417	28.92	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
