Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2024-11-9 9:54:9.764	0.0	0.0	1.0166	0.0	0.0	0.0	0.286	-1.703	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:9.764	0.0	0.0	1.0166	0.0	0.0	0.0	0.286	-1.703	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:9.855	0.0	0.0005	1.0166	0.0	0.0	0.0	0.286	-1.703	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:9.855	0.0	0.0005	1.0166	0.0	0.0	0.0	0.286	-1.703	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:9.980	0.0	0.0	1.0171	0.0	0.0	0.0	0.286	-1.703	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:9.980	0.0	0.0	1.0171	0.0	0.0	0.0	0.286	-1.703	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.70	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.70	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.110	0.0	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.110	0.0	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.200	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.200	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.325	0.0005	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.64	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.325	0.0005	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.64	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.414	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.414	0.0	0.0	1.0161	0.0	0.0	0.0	0.291	-1.708	68.121	23.67	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.504	0.0	0.0	1.0171	0.0	0.0	0.0	0.291	-1.708	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.504	0.0	0.0	1.0171	0.0	0.0	0.0	0.291	-1.708	68.121	23.69	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.595	0.0	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.7	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 9:54:10.595	0.0	0.0	1.0166	0.0	0.0	0.0	0.291	-1.708	68.121	23.7	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
