Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2076-28-187 8:0:8.384	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.384	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.475	0.0	0.0005	1.0156	0.0	0.0	0.0	0.505	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.475	0.0	0.0005	1.0156	0.0	0.0	0.0	0.505	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.600	0.0	0.0	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.32	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.600	0.0	0.0	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.32	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.690	0.0	0.0	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.690	0.0	0.0	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.779	0.0	0.0005	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.779	0.0	0.0005	1.0146	0.0	0.0	0.0	0.505	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.869	0.0	0.0	1.0151	0.0	0.0	0.0	0.511	1.769	-6.191	24.38	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.869	0.0	0.0	1.0151	0.0	0.0	0.0	0.511	1.769	-6.191	24.38	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.995	0.0	0.0	1.0146	0.0	0.0	0.0	0.511	1.774	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:8.995	0.0	0.0	1.0146	0.0	0.0	0.0	0.511	1.774	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.34	0.0	0.0	1.0142	0.0	0.0	0.0	0.5	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.34	0.0	0.0	1.0142	0.0	0.0	0.0	0.5	1.769	-6.191	24.36	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.124	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.124	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.250	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:0:9.250	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.35	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
