Time,X,Y,Z
6.596,0.2394,0.22732,0.33259
6.605,0.23213,0.23846,0.32751
6.615,0.22332,0.24484,0.32574
6.624,0.21522,0.24849,0.32354
6.633,0.20644,0.25178,0.32164
6.642,0.19715,0.2547,0.32103
6.652,0.18814,0.25599,0.32029
6.661,0.17948,0.25796,0.31946
6.67,0.17085,0.26117,0.31685
6.679,0.16266,0.26541,0.31297
6.689,0.15527,0.26993,0.30871
6.698,0.14817,0.27356,0.30492
6.707,0.14045,0.27535,0.3021
6.717,0.13321,0.2746,0.30216
6.726,0.12688,0.27177,0.3
6.735,0.12043,0.26907,0.30454
6.744,0.11526,0.2662,0.3056
6.754,0.11097,0.26174,0.30789
6.763,0.1058,0.25586,0.31182
6.772,0.09817,0.248,0.31651
6.781,0.08932,0.23735,0.32253
6.791,0.08003,0.22283,0.33004
6.8,0.06951,0.20859,0.33676
6.809,0.05951,0.19755,0.34198
6.819,0.05097,0.1891,0.34587
6.837,0.03673,0.184,0.34821
6.846,0.03187,0.18523,0.34817
6.856,0.02826,0.18644,0.34766
6.865,0.0265,0.18615,0.34812
6.874,0.02482,0.18244,0.34951
6.884,0.02454,0.17672,0.35167
6.893,0.02462,0.17021,0.35348
6.902,0.02603,0.16179,0.35543
6.911,0.02725,0.15384,0.35773
6.921,0.03006,0.14695,0.36023
6.939,0.03658,0.14258,0.36186
6.949,0.04113,0.14298,0.36149
6.958,0.04579,0.14302,0.36179
6.967,0.04873,0.14302,0.36131
6.976,0.0501,0.14177,0.36093
6.986,0.04895,0.13805,0.36089
6.995,0.04625,0.13617,0.36072
7.004,0.04102,0.13607,0.36011
7.014,0.03521,0.13857,0.35837
7.023,0.03075,0.14408,0.35609
7.032,0.02686,0.15073,0.35451
7.041,0.02507,0.15666,0.3515
7.051,0.02284,0.16236,0.34875
7.06,0.02208,0.16869,0.34654
7.069,0.02093,0.17384,0.34422
7.079,0.0207,0.17853,0.34205
7.088,0.01939,0.18159,0.34032
7.097,0.01688,0.18365,0.33855
7.106,0.01329,0.18528,0.33677
7.116,0.00981,0.18628,0.33558
7.125,0.0045,0.1868,0.33412
7.134,-0.00099,0.18693,0.33237
7.144,-0.00768,0.19037,0.32908
7.153,-0.01428,0.19674,0.32455
7.162,-0.02119,0.20515,0.31896
7.172,-0.02662,0.21242,0.31419
7.181,-0.02813,0.21867,0.30951
7.19,-0.02829,0.22322,0.30534
7.2,-0.02884,0.22752,0.30155
7.209,-0.02965,0.22995,0.29874
7.219,-0.03221,0.23187,0.29601
7.228,-0.03656,0.23382,0.29263
7.237,-0.04185,0.23627,0.28774
7.247,-0.04766,0.23994,0.28179
7.256,-0.05395,0.24332,0.27614
7.265,-0.05878,0.24658,0.27145
7.275,-0.06368,0.24849,0.26753
7.284,-0.06665,0.25002,0.26495
7.294,-0.06889,0.25059,0.26352
7.303,-0.06879,0.24998,0.26438
7.312,-0.06824,0.24825,0.26598
7.322,-0.06679,0.24624,0.26926
7.341,-0.06157,0.24001,0.27793
7.35,-0.05847,0.23747,0.28224
7.359,-0.056,0.23538,0.28628
7.369,-0.0536,0.23383,0.28997
7.378,-0.04991,0.23318,0.29329
7.387,-0.04588,0.23311,0.29665
7.397,-0.04105,0.23269,0.30094
7.406,-0.03313,0.23181,0.30499
7.416,-0.02253,0.23155,0.30994
7.425,-0.0094,0.23186,0.31489
7.434,0.00711,0.23206,0.32044
7.444,0.02751,0.23358,0.32595
7.453,0.05262,0.23591,0.33088
7.462,0.08423,0.2389,0.33407
7.471,0.12037,0.24213,0.33658
7.481,0.15492,0.24688,0.33657
7.49,0.18305,0.2527,0.33472
7.499,0.20581,0.25847,0.33117
7.508,0.22511,0.26381,0.32787
7.518,0.24234,0.2691,0.32316
7.527,0.257,0.27448,0.31689
7.536,0.27119,0.28054,0.30902
7.545,0.28554,0.28557,0.29999
7.555,0.29947,0.28925,0.28966
7.564,0.31359,0.29171,0.27903
7.573,0.32685,0.29195,0.26804
7.583,0.33971,0.29089,0.25617
7.592,0.35285,0.28828,0.24438
7.601,0.36462,0.28593,0.23234
7.61,0.37539,0.28302,0.2202
7.62,0.38606,0.27913,0.20686
7.629,0.39521,0.27549,0.19299
7.638,0.40345,0.27102,0.17864
7.647,0.4101,0.2674,0.16677
7.657,0.41604,0.26361,0.15473
7.666,0.42019,0.25972,0.14199
7.675,0.42341,0.25716,0.12784
7.684,0.42578,0.25498,0.11136
7.694,0.42677,0.2536,0.09086
7.703,0.4259,0.25245,0.06651
7.712,0.42441,0.25092,0.03875
7.722,0.42265,0.24968,0.00979
7.731,0.41999,0.24696,-0.01
7.74,0.41692,0.24377,-0.04428
7.75,0.41328,0.24027,-0.06794
7.759,0.40903,0.23641,-0.08899
7.768,0.40527,0.23243,-0.10767
7.778,0.40155,0.22785,-0.12528
7.787,0.39784,0.22347,-0.14126
7.796,0.39272,0.2186,-0.15809
7.806,0.3879,0.21452,-0.17543
7.815,0.38203,0.20993,-0.19366
7.825,0.37498,0.20563,-0.21215
7.834,0.36683,0.20177,-0.2299
7.843,0.3574,0.19888,-0.24758
7.853,0.34751,0.19633,-0.2645
7.862,0.33606,0.1939,-0.2805
7.871,0.32479,0.19258,-0.29472
7.881,0.3103,0.19127,-0.30826
7.89,0.29635,0.1893,-0.32056
7.9,0.28105,0.18752,-0.33231
7.909,0.26421,0.18441,-0.34307
7.918,0.24701,0.18084,-0.35257
7.928,0.23106,0.17731,-0.36134
7.937,0.21459,0.1742,-0.36996
7.947,0.19883,0.17247,-0.37579
7.956,0.18356,0.17146,-0.37991
7.965,0.16932,0.17161,-0.38267
7.975,0.15561,0.17221,-0.38413
7.984,0.14044,0.1731,-0.38369
7.993,0.12545,0.17428,-0.38238
8.003,0.10962,0.17498,-0.37998
8.012,0.08777,0.17464,-0.3757
8.022,0.05907,0.17452,-0.37056
8.031,0.02592,0.17509,-0.36247
8.04,-0.00736,0.17665,-0.35358
8.05,-0.03957,0.17848,-0.34293
8.059,-0.06845,0.17975,-0.33244
8.069,-0.09461,0.17988,-0.32079
8.078,-0.12019,0.17855,-0.30918
8.088,-0.14301,0.17675,-0.29666
8.097,-0.16221,0.1749,-0.28338
8.107,-0.18051,0.17287,-0.26909
8.116,-0.19711,0.16983,-0.25529
8.126,-0.21343,0.16735,-0.23985
8.145,-0.25,0.15832,-0.20577
8.154,-0.26883,0.15308,-0.18643
8.164,-0.2871,0.14888,-0.16623
8.173,-0.30283,0.14453,-0.14418
8.183,-0.31723,0.14058,-0.1222
8.192,-0.33031,0.13735,-0.10283
8.201,-0.34088,0.13627,-0.08465
8.211,-0.34873,0.13641,-0.06895
8.22,-0.35523,0.13835,-0.05442
8.23,-0.35933,0.14172,-0.03975
8.239,-0.36146,0.14715,-0.02558
8.249,-0.36178,0.1543,-0.01221
8.258,-0.36009,0.16187,0.00125
8.268,-0.35658,0.16881,0.01244
8.277,-0.35278,0.17552,0.02248
8.287,-0.34917,0.18054,0.02853
8.296,-0.34687,0.1843,0.03133
8.305,-0.34502,0.18459,0.02875
8.315,-0.34516,0.18203,0.02016
8.324,-0.34668,0.17534,0.00465
8.333,-0.34759,0.16539,-0.015
8.343,-0.34843,0.15153,-0.04145
8.352,-0.34809,0.13451,-0.06833
8.362,-0.34557,0.11685,-0.09542
8.371,-0.34101,0.0987,-0.12204
8.381,-0.33344,0.08092,-0.14978
8.39,-0.32298,0.06359,-0.1783
8.4,-0.3089,0.04974,-0.20708
8.409,-0.29132,0.03874,-0.23655
8.419,-0.26941,0.03029,-0.26424
8.428,-0.24458,0.02368,-0.28956
8.438,-0.21505,0.01951,-0.31279
8.447,-0.18407,0.01675,-0.33313
8.457,-0.15597,0.01555,-0.35065
8.466,-0.12729,0.01585,-0.36654
8.476,-0.0978,0.01755,-0.38058
8.485,-0.06953,0.02065,-0.39326
8.495,-0.03997,0.02547,-0.40429
8.504,-0.00737,0.03105,-0.4133
8.514,0.02671,0.03897,-0.42052
8.523,0.06536,0.0482,-0.42519
8.532,0.10889,0.05924,-0.42726
8.542,0.15086,0.07329,-0.42612
8.551,0.18556,0.08983,-0.4223
8.56,0.21317,0.10803,-0.41485
8.57,0.23727,0.12699,-0.40435
8.579,0.25746,0.14568,-0.39126
8.589,0.275,0.16293,-0.37514
8.598,0.28969,0.17987,-0.35687
8.607,0.30258,0.19761,-0.33686
8.617,0.31293,0.21401,-0.31668
8.626,0.32097,0.22827,-0.29615
8.635,0.32673,0.24223,-0.27617
8.645,0.33162,0.25483,-0.25591
8.654,0.33329,0.26528,-0.23882
8.664,0.33281,0.27301,-0.22441
8.673,0.33061,0.27947,-0.21371
8.682,0.32877,0.28471,-0.20338
8.692,0.32697,0.29084,-0.19225
8.701,0.3255,0.29688,-0.18002
8.71,0.32438,0.30275,-0.16576
8.72,0.32308,0.30877,-0.15036
8.729,0.32241,0.31447,-0.13308
8.748,0.32112,0.32758,-0.09644
8.757,0.3192,0.33633,-0.07905
8.767,0.31696,0.34556,-0.0625
8.776,0.31469,0.35518,-0.0467
8.785,0.31112,0.36475,-0.03199
8.795,0.30559,0.37373,-0.01815
8.804,0.29976,0.38114,-0.00473
8.814,0.29206,0.38874,0.00663
8.823,0.28364,0.3956,0.01736
8.832,0.27353,0.40097,0.02785
8.842,0.26174,0.40485,0.04195
8.851,0.24935,0.40749,0.06179
8.86,0.2369,0.40784,0.08877
8.869,0.22477,0.40486,0.12412
8.879,0.21278,0.39679,0.16065
8.888,0.20166,0.38328,0.19401
8.897,0.19204,0.36329,0.22554
8.907,0.18439,0.33614,0.25217
8.916,0.17749,0.30517,0.2741
8.925,0.17162,0.28085,0.29027
8.934,0.16834,0.26396,0.30148
8.944,0.16327,0.25157,0.30942
8.953,0.15964,0.24214,0.31568
8.962,0.15583,0.23501,0.32009
8.971,0.15297,0.2302,0.32298
8.981,0.1502,0.22663,0.32444
8.99,0.14658,0.22368,0.32551
8.999,0.14514,0.22146,0.32697
9.009,0.14177,0.21915,0.32821
9.018,0.13916,0.217,0.32909
9.027,0.13847,0.21586,0.32951
9.036,0.13797,0.2145,0.33048
9.046,0.13792,0.21352,0.331
9.055,0.13921,0.21301,0.33172
9.064,0.14063,0.21204,0.33239
9.073,0.14315,0.21186,0.33296
9.083,0.14749,0.21176,0.3331
9.092,0.15127,0.21233,0.33294
9.101,0.15574,0.21289,0.33276
9.11,0.16039,0.2132,0.33249
9.12,0.16506,0.2149,0.33213
9.129,0.17049,0.21716,0.33066
9.138,0.17545,0.22064,0.329
9.147,0.18058,0.2235,0.32706
9.157,0.1854,0.22562,0.32569
9.166,0.19052,0.22617,0.32505
9.175,0.19556,0.22631,0.32448
9.184,0.20102,0.22649,0.32383
9.194,0.20728,0.22551,0.32352
9.203,0.21426,0.22491,0.32315
9.212,0.22154,0.22384,0.32345
9.222,0.22895,0.22215,0.32264
9.231,0.23885,0.22056,0.32205
9.249,0.25923,0.21758,0.31746
9.259,0.27152,0.21592,0.31396
9.268,0.28374,0.21258,0.31033
9.277,0.29725,0.21032,0.30567
9.286,0.31067,0.20843,0.29999
9.296,0.32354,0.20673,0.29328
9.305,0.3355,0.20523,0.28562
9.314,0.34693,0.20416,0.27779
9.324,0.35799,0.20305,0.26977
9.333,0.36837,0.2016,0.26181
9.342,0.37846,0.19986,0.25361
9.351,0.38669,0.19794,0.24538
9.361,0.39463,0.1959,0.23724
9.37,0.40253,0.19353,0.22893
9.379,0.41011,0.19036,0.2207
9.388,0.41712,0.1857,0.21339
9.398,0.42375,0.17947,0.2061
9.407,0.43066,0.17283,0.19855
9.416,0.43642,0.16481,0.19182
9.426,0.44271,0.15573,0.18543
9.435,0.4483,0.14613,0.17881
9.444,0.45424,0.13489,0.17159
9.453,0.45893,0.12282,0.16388
9.463,0.46328,0.10832,0.15503
9.472,0.46652,0.09325,0.14598
9.481,0.46868,0.07594,0.1354
9.49,0.47008,0.05733,0.12373
9.5,0.46914,0.03817,0.10994
9.509,0.46721,0.01719,0.09476
9.518,0.46303,-0.00705,0.07776
9.528,0.45733,-0.03999,0.06015
9.537,0.44911,-0.07763,0.04265
9.546,0.43848,-0.11683,0.02769
9.556,0.42546,-0.15486,0.01475
9.565,0.41111,-0.1885,0.00336
9.575,0.39545,-0.21994,-0.00485
9.584,0.3774,-0.24925,-0.01106
9.594,0.35867,-0.27792,-0.01564
9.603,0.33891,-0.30595,-0.02148
9.612,0.31925,-0.33249,-0.02636
9.622,0.29843,-0.35562,-0.03139
9.631,0.27684,-0.37607,-0.03585
9.65,0.23214,-0.40882,-0.04314
9.66,0.20942,-0.42,-0.04485
9.669,0.18667,-0.42922,-0.04612
9.679,0.16553,-0.43591,-0.04624
9.688,0.14434,-0.44051,-0.04583
9.698,0.12379,-0.44306,-0.04436
9.707,0.10342,-0.44348,-0.0427
9.717,0.07885,-0.44261,-0.0411
9.726,0.05042,-0.44143,-0.03951
9.736,0.01891,-0.43906,-0.03767
9.745,-0.00849,-0.4369,-0.03454
9.755,-0.03096,-0.43484,-0.03095
9.764,-0.04861,-0.43338,-0.02663
9.774,-0.06137,-0.43315,-0.0225
9.784,-0.07019,-0.43372,-0.01779
9.793,-0.07614,-0.43452,-0.01278
9.803,-0.07868,-0.43536,-0.00706
9.812,-0.07839,-0.43628,-0.00076
9.822,-0.07685,-0.43829,0.00727
9.831,-0.07347,-0.44025,0.017
9.841,-0.06731,-0.4422,0.02715
9.85,-0.05958,-0.44365,0.03902
9.86,-0.04932,-0.44521,0.05316
9.869,-0.03816,-0.44495,0.07057
9.879,-0.02552,-0.44426,0.09015
9.888,-0.01175,-0.4421,0.1145
9.898,0.00385,-0.43971,0.13797
9.907,0.0204,-0.43721,0.15606
9.917,0.03994,-0.4337,0.17141
9.926,0.06291,-0.42717,0.18759
9.935,0.08935,-0.41782,0.20352
