Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2076-28-187 8:2:26.310	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.310	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.385	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.385	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.510	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.510	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.615	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.615	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.689	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.689	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.819	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.769	-6.191	24.4	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.819	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.769	-6.191	24.4	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.905	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.905	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.995	0.0	0.0	1.0161	0.0	0.0	0.0	0.5	1.763	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:26.995	0.0	0.0	1.0161	0.0	0.0	0.0	0.5	1.763	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:27.85	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:27.85	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.769	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:27.214	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.5	1.769	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:2:27.214	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.5	1.769	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
