,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Time,X,Y,Z,Magnitude,Filtered Magnitude
2025-02-05 05:00:39.062,,,,,,,,,,8.163000113778587,0.4881099988622141,0.44087111730572304,0.3590411173057231,0.749352672545227,0.7494768886107634
2025-02-05 05:00:39.063,,,,,,,,,,8.164000056889293,0.4880999994311071,0.44092555865286154,0.3590955586528615,0.7494043362726135,0.7494744443053818
2025-02-05 05:00:39.064,,,,,,,,,,8.165,0.48809,0.44098,0.35915,0.749456,0.749472
2025-02-05 05:00:39.065,,,,,,,,,,8.165999948799344,0.4880670011776151,0.44094300189442426,0.35915499974399673,0.7494216017613026,0.7494647003737648
2025-02-05 05:00:39.066,,,,,,,,,,8.16699989759869,0.48804400235523016,0.4409060037888485,0.3591599994879935,0.7493872035226051,0.7494574007475296
2025-02-05 05:00:39.067,,,,,,,,,,8.16800010240131,0.48802099764476986,0.4408689962111515,0.35916500051200656,0.749352796477395,0.7494500992524704
2025-02-05 05:00:39.068,,,,,,,,,,8.169000051200655,0.4879979988223849,0.4408319981055757,0.3591700002560033,0.7493183982386975,0.7494427996262353
2025-02-05 05:00:39.069,,,,,,,,,,8.17,0.48797500000000005,0.440795,0.359175,0.7492840000000001,0.7494355
2025-02-05 05:00:39.070,-0.0005628140703517587,-7.286432160804018e-05,0.021141206030150753,0.0,0.0,0.0,28.34,106.60249412095477,35.204462863819096,8.171000204802622,0.48795199528953975,0.440757992422303,0.35918000102401315,0.7492495929547899,0.7494281985049409
2025-02-05 05:00:39.071,,,,,,,,,,8.172000153601966,0.4879289964671548,0.44072099431672723,0.35918500076800985,0.7492151947160923,0.7494208988787057
2025-02-05 05:00:39.072,,,,,,,,,,8.17300010240131,0.4879059976447699,0.4406839962111515,0.35919000051200656,0.7491807964773949,0.7494135992524704
2025-02-05 05:00:39.073,,,,,,,,,,8.174000051200656,0.48788299882238495,0.4406469981055757,0.3591950002560033,0.7491463982386974,0.7494062996262353
2025-02-05 05:00:39.074,,,,,,,,,,8.175,0.48786,0.44061,0.3592,0.749112,0.749399
2025-02-05 05:00:39.075,,,,,,,,,,8.176000170663027,0.4878811147139972,0.4405499897602185,0.3592,0.7490905518957818,0.7493896650738118
2025-02-05 05:00:39.076,,,,,,,,,,8.177000085331514,0.4879022240236653,0.4404899948801092,0.3592,0.7490691092812243,0.749380332536906
2025-02-05 05:00:39.077,,,,,,,,,,8.178,0.4879233333333333,0.44043,0.3592,0.7490476666666667,0.749371
2025-02-05 05:00:39.078,,,,,,,,,,8.179000170663025,0.48794444804733056,0.44036998976021846,0.3592,0.7490262185624484,0.7493616650738117
2025-02-05 05:00:39.079,,,,,,,,,,8.180000085331512,0.4879655573569986,0.44030999488010925,0.3592,0.7490047759478909,0.7493523325369059
2025-02-05 05:00:39.080,-0.0005778894472361806,-7.035175879396984e-05,0.021119095477386936,0.0,0.0,0.0,28.34,106.60249411678392,35.204462857135674,8.181,0.4879866666666667,0.44025000000000003,0.3592,0.7489833333333333,0.749343
2025-02-05 05:00:39.081,,,,,,,,,,8.181999914668486,0.4880077759763347,0.4401900051198908,0.3592,0.7489618907187757,0.749333667463094
2025-02-05 05:00:39.082,,,,,,,,,,8.182999829336973,0.4880288852860028,0.44013001023978154,0.3592,0.7489404481042182,0.7493243349261882
2025-02-05 05:00:39.083,,,,,,,,,,8.184,0.48805,0.44007,0.3592,0.748919,0.749315
2025-02-05 05:00:39.084,,,,,,,,,,8.184999943110705,0.4880288900898851,0.44012888553874163,0.3592188878143134,0.7489488871885311,0.7493091114461258
2025-02-05 05:00:39.085,,,,,,,,,,8.185999886221412,0.48800778017977015,0.44018777107748325,0.3592377756286267,0.7489787743770623,0.7493032228922516
2025-02-05 05:00:39.086,,,,,,,,,,8.18700008533394,0.4879866648651724,0.4402466716918876,0.35925666827853,0.7490086692172033,0.7492973328308112
2025-02-05 05:00:39.087,,,,,,,,,,8.188000028444646,0.48796555495505745,0.4403055572306292,0.35927555609284334,0.7490385564057345,0.7492914442769371
2025-02-05 05:00:39.088,,,,,,,,,,8.188999971555353,0.48794444504494255,0.4403644427693708,0.3592944439071567,0.7490684435942655,0.7492855557230629
