Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2024-11-9 2:22:45.455	0.0	0.0	1.0151	0.0	0.0	0.0	0.176	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.455	0.0	0.0	1.0151	0.0	0.0	0.0	0.176	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.545	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.885	24.63	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.545	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.885	24.63	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.654	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.885	24.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.654	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.885	24.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.759	0.0	0.0	1.0156	0.0	0.0	0.0	0.181	1.879	-19.885	24.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.759	0.0	0.0	1.0156	0.0	0.0	0.0	0.181	1.879	-19.885	24.65	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.849	0.0	0.0	1.0146	0.0	0.0	0.0	0.181	1.879	-19.885	24.58	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.849	0.0	0.0	1.0146	0.0	0.0	0.0	0.181	1.879	-19.885	24.58	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.940	0.0005	0.0	1.0146	0.0	0.0	0.0	0.176	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:45.940	0.0005	0.0	1.0146	0.0	0.0	0.0	0.176	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.54	0.0	0.0	1.0151	0.0	0.0	0.0	0.176	1.873	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.54	0.0	0.0	1.0151	0.0	0.0	0.0	0.176	1.873	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.130	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.66	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.130	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.66	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.244	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.62	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.244	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.62	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.360	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2024-11-9 2:22:46.360	0.0	-0.0005	1.0151	0.0	0.0	0.0	0.181	1.879	-19.885	24.6	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
