Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2076-28-187 8:3:10.430	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.430	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.519	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.519	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.610	0.0	0.0	1.0156	0.0	0.0	0.0	0.494	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.610	0.0	0.0	1.0156	0.0	0.0	0.0	0.494	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.725	0.0	0.0005	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.725	0.0	0.0005	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.825	-0.0005	-0.0005	1.0146	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.825	-0.0005	-0.0005	1.0146	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.915	0.0	-0.0005	1.0142	0.0	0.0	0.0	0.5	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:10.915	0.0	-0.0005	1.0142	0.0	0.0	0.0	0.5	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.29	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.29	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.85	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.85	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.219	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.219	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.310	-0.0005	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.310	-0.0005	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.425	0.0	0.0	1.0161	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.425	0.0	0.0	1.0161	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.514	0.0	0.0	1.0166	0.0	0.0	0.0	0.5	1.763	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.514	0.0	0.0	1.0166	0.0	0.0	0.0	0.5	1.763	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.620	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.620	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.709	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.709	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.819	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.819	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.925	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.925	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.46	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.999	0.0	0.0	1.0161	0.0	0.0	0.0	0.505	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:11.999	0.0	0.0	1.0161	0.0	0.0	0.0	0.505	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.90	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.90	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.220	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.220	0.0	0.0	1.0156	0.0	0.0	0.0	0.5	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.320	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.320	0.0	0.0	1.0151	0.0	0.0	0.0	0.505	1.758	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.410	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.410	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.524	0.0	-0.0005	1.0142	0.0	0.0	0.0	0.5	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.524	0.0	-0.0005	1.0142	0.0	0.0	0.0	0.5	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.615	0.0	-0.0005	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.615	0.0	-0.0005	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.714	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.714	0.0	0.0	1.0146	0.0	0.0	0.0	0.5	1.763	-6.191	24.43	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.794	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.794	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.763	-6.191	24.44	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:12.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.505	1.763	-6.191	24.47	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:13.9	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2076-28-187 8:3:13.9	0.0	0.0	1.0151	0.0	0.0	0.0	0.5	1.758	-6.191	24.41	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
