Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2044-28-222 7:59:56.435	0.0005	0.0	1.0146	0.0	0.0	0.0	0.176	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.435	0.0005	0.0	1.0146	0.0	0.0	0.0	0.176	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.525	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.525	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.649	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.649	0.0	0.0	1.0151	0.0	0.0	0.0	0.181	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.739	0.0	0.0005	1.0146	0.0	0.0	0.0	0.181	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.739	0.0	0.0005	1.0146	0.0	0.0	0.0	0.181	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.829	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.829	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:56.920	0.0	0.0	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.10	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.10	0.0	-0.0005	1.0156	0.0	0.0	0.0	0.176	1.879	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.134	0.0	-0.0005	1.0161	0.0	0.0	0.0	0.17	1.879	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.134	0.0	-0.0005	1.0161	0.0	0.0	0.0	0.17	1.879	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.224	0.0	0.0	1.0151	0.0	0.0	0.0	0.17	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.224	0.0	0.0	1.0151	0.0	0.0	0.0	0.17	1.873	-19.869	24.19	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.314	0.0	0.0	1.0142	0.0	0.0	0.0	0.17	1.873	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
 2044-28-222 7:59:57.314	0.0	0.0	1.0142	0.0	0.0	0.0	0.17	1.873	-19.869	24.21	None	None	None	0.0	0.0	0.0	0.0	None	None	None	None
