Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
0.006000,-0.376400,0.408290,0.291130,0.627004,0.627004,2025-02-05 03:37:15.040
0.016000,-0.414360,0.449370,0.320160,0.690022,0.658513,2025-02-05 03:37:15.040
0.025000,-0.418270,0.453060,0.323490,0.696318,0.671115,2025-02-05 03:37:15.040
0.034000,-0.418550,0.453770,0.323310,0.696865,0.677552,2025-02-05 03:37:15.069
0.044000,-0.418900,0.453840,0.323300,0.697116,0.681465,2025-02-05 03:37:15.069
0.053000,-0.418720,0.453680,0.323380,0.696941,0.684044,2025-02-05 03:37:15.069
0.062000,-0.418700,0.453830,0.323470,0.697068,0.685905,2025-02-05 03:37:15.097
0.072000,-0.418380,0.454010,0.323310,0.696919,0.687282,2025-02-05 03:37:15.097
0.081000,-0.418670,0.453780,0.323300,0.696939,0.688355,2025-02-05 03:37:15.097
0.091000,-0.419130,0.453750,0.323460,0.697270,0.689246,2025-02-05 03:37:15.125
0.100000,-0.418960,0.453670,0.323230,0.697009,0.696247,2025-02-05 03:37:15.125
0.109000,-0.419260,0.453740,0.323290,0.697263,0.696971,2025-02-05 03:37:15.125
0.119000,-0.419190,0.453830,0.323290,0.697279,0.697067,2025-02-05 03:37:15.153
0.128000,-0.418860,0.453840,0.323460,0.697166,0.697097,2025-02-05 03:37:15.153
0.137000,-0.418610,0.454090,0.323060,0.696993,0.697085,2025-02-05 03:37:15.153
0.147000,-0.418040,0.453870,0.323270,0.696605,0.697051,2025-02-05 03:37:15.181
0.156000,-0.417990,0.453510,0.323120,0.696271,0.696972,2025-02-05 03:37:15.181
0.166000,-0.417980,0.453140,0.323780,0.696331,0.696913,2025-02-05 03:37:15.181
0.175000,-0.418300,0.453610,0.323770,0.696824,0.696901,2025-02-05 03:37:15.209
0.184000,-0.418230,0.453320,0.323340,0.696394,0.696814,2025-02-05 03:37:15.209
0.194000,-0.418760,0.453540,0.323640,0.696994,0.696812,2025-02-05 03:37:15.209
0.203000,-0.419140,0.453230,0.323330,0.696877,0.696774,2025-02-05 03:37:15.237
0.212000,-0.418640,0.453280,0.323380,0.696632,0.696709,2025-02-05 03:37:15.237
0.222000,-0.418480,0.453370,0.322800,0.696326,0.696625,2025-02-05 03:37:15.237
0.231000,-0.418570,0.453550,0.323080,0.696627,0.696588,2025-02-05 03:37:15.265
0.240000,-0.419010,0.453560,0.323270,0.696986,0.696626,2025-02-05 03:37:15.265
0.250000,-0.418620,0.453310,0.323630,0.696756,0.696675,2025-02-05 03:37:15.265
0.259000,-0.418800,0.453620,0.323410,0.696964,0.696738,2025-02-05 03:37:15.294
0.269000,-0.418820,0.453570,0.323050,0.696776,0.696733,2025-02-05 03:37:15.294
0.278000,-0.418280,0.452900,0.323270,0.696118,0.696706,2025-02-05 03:37:15.294
0.287000,-0.418440,0.453080,0.323380,0.696382,0.696644,2025-02-05 03:37:15.322
0.297000,-0.419210,0.453520,0.323640,0.697252,0.696682,2025-02-05 03:37:15.322
0.306000,-0.418540,0.453640,0.323410,0.696821,0.696701,2025-02-05 03:37:15.322
0.315000,-0.418360,0.453740,0.323640,0.696884,0.696757,2025-02-05 03:37:15.350
0.325000,-0.418560,0.453580,0.323670,0.696914,0.696785,2025-02-05 03:37:15.350
0.334000,-0.418690,0.453650,0.324010,0.697196,0.696806,2025-02-05 03:37:15.350
0.344000,-0.418160,0.453660,0.323370,0.696587,0.696789,2025-02-05 03:37:15.378
0.353000,-0.418750,0.453660,0.323890,0.697183,0.696811,2025-02-05 03:37:15.378
0.362000,-0.419140,0.453740,0.323780,0.697418,0.696875,2025-02-05 03:37:15.378
0.372000,-0.418310,0.453580,0.324190,0.697006,0.696964,2025-02-05 03:37:15.406
0.381000,-0.418230,0.453150,0.323890,0.696539,0.696980,2025-02-05 03:37:15.406
0.390000,-0.418330,0.453690,0.323100,0.696583,0.696913,2025-02-05 03:37:15.406
0.400000,-0.418230,0.453490,0.323440,0.696551,0.696886,2025-02-05 03:37:15.434
0.409000,-0.418550,0.453640,0.323900,0.697054,0.696903,2025-02-05 03:37:15.434
0.419000,-0.418150,0.453490,0.323860,0.696698,0.696881,2025-02-05 03:37:15.434
0.428000,-0.418430,0.453310,0.324030,0.696828,0.696845,2025-02-05 03:37:15.461
0.437000,-0.418460,0.453540,0.324040,0.697000,0.696886,2025-02-05 03:37:15.462
0.447000,-0.418680,0.453980,0.323370,0.697108,0.696878,2025-02-05 03:37:15.462
0.456000,-0.418810,0.454030,0.323390,0.697227,0.696859,2025-02-05 03:37:15.489
0.465000,-0.418390,0.453780,0.323640,0.696928,0.696852,2025-02-05 03:37:15.490
0.475000,-0.418240,0.454000,0.323500,0.696917,0.696889,2025-02-05 03:37:15.490
0.484000,-0.418550,0.453690,0.323480,0.696892,0.696920,2025-02-05 03:37:15.518
0.494000,-0.418470,0.454080,0.323570,0.697139,0.696979,2025-02-05 03:37:15.519
0.503000,-0.419000,0.453700,0.323660,0.697252,0.696999,2025-02-05 03:37:15.519
0.512000,-0.418510,0.453750,0.323670,0.696995,0.697029,2025-02-05 03:37:15.546
0.522000,-0.418030,0.454170,0.323840,0.697059,0.697052,2025-02-05 03:37:15.547
0.531000,-0.418850,0.454130,0.323690,0.697456,0.697097,2025-02-05 03:37:15.547
