Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
0.006000,0.359510,0.377870,0.136620,0.539164,0.539164,2025-01-26 19:39:20.305
0.015000,0.394930,0.415320,0.150870,0.592640,0.565902,2025-01-26 19:39:20.305
0.025000,0.399010,0.418900,0.151540,0.598039,0.576614,2025-01-26 19:39:20.332
0.034000,0.399410,0.419680,0.151520,0.598847,0.582173,2025-01-26 19:39:20.332
0.043000,0.399670,0.419500,0.151940,0.599001,0.585538,2025-01-26 19:39:20.332
0.052000,0.399800,0.419650,0.151390,0.599053,0.587791,2025-01-26 19:39:20.360
0.062000,0.399820,0.419500,0.151510,0.598992,0.589391,2025-01-26 19:39:20.360
0.071000,0.399710,0.419650,0.151520,0.599026,0.590595,2025-01-26 19:39:20.360
0.080000,0.399700,0.419330,0.151860,0.598882,0.591516,2025-01-26 19:39:20.388
0.090000,0.399270,0.419220,0.151640,0.598462,0.592211,2025-01-26 19:39:20.388
0.099000,0.399220,0.419120,0.151280,0.598267,0.598121,2025-01-26 19:39:20.388
0.108000,0.399000,0.419620,0.151330,0.598484,0.598705,2025-01-26 19:39:20.416
0.117000,0.399410,0.419830,0.151420,0.598927,0.598794,2025-01-26 19:39:20.416
0.127000,0.399130,0.419690,0.151510,0.598665,0.598776,2025-01-26 19:39:20.416
0.136000,0.399860,0.419670,0.151520,0.599140,0.598790,2025-01-26 19:39:20.444
0.145000,0.400040,0.419920,0.151770,0.599499,0.598834,2025-01-26 19:39:20.444
0.154000,0.399730,0.420360,0.151630,0.599565,0.598892,2025-01-26 19:39:20.444
0.164000,0.399810,0.419910,0.151700,0.599321,0.598921,2025-01-26 19:39:20.471
0.173000,0.399710,0.420030,0.151620,0.599318,0.598965,2025-01-26 19:39:20.471
0.182000,0.400240,0.419710,0.151610,0.599445,0.599063,2025-01-26 19:39:20.471
0.191000,0.399640,0.419930,0.151870,0.599264,0.599163,2025-01-26 19:39:20.499
0.201000,0.399910,0.419780,0.151720,0.599301,0.599245,2025-01-26 19:39:20.499
0.210000,0.399400,0.420020,0.151710,0.599127,0.599265,2025-01-26 19:39:20.499
0.219000,0.399560,0.420040,0.151620,0.599225,0.599321,2025-01-26 19:39:20.527
0.229000,0.398930,0.420380,0.151950,0.599127,0.599319,2025-01-26 19:39:20.527
0.238000,0.399190,0.420410,0.151980,0.599329,0.599302,2025-01-26 19:39:20.527
0.247000,0.399540,0.420160,0.151230,0.599197,0.599265,2025-01-26 19:39:20.555
0.256000,0.399680,0.420140,0.151740,0.599405,0.599274,2025-01-26 19:39:20.555
0.266000,0.399270,0.419800,0.151630,0.598866,0.599229,2025-01-26 19:39:20.555
0.275000,0.399760,0.420270,0.151280,0.599434,0.599228,2025-01-26 19:39:20.583
0.284000,0.399380,0.419560,0.151750,0.598801,0.599181,2025-01-26 19:39:20.583
