Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
0.006000,-0.376400,0.407620,0.289110,0.625632,0.625632,2025-02-05 03:42:45.431
0.016000,-0.413500,0.448390,0.317610,0.687686,0.656659,2025-02-05 03:42:45.431
0.025000,-0.417750,0.452380,0.320960,0.694390,0.669236,2025-02-05 03:42:45.431
0.034000,-0.417960,0.452780,0.321550,0.695050,0.675690,2025-02-05 03:42:45.459
0.044000,-0.417550,0.452900,0.321440,0.694831,0.679518,2025-02-05 03:42:45.459
0.053000,-0.417830,0.452580,0.321430,0.694786,0.682063,2025-02-05 03:42:45.459
0.062000,-0.417860,0.452630,0.321430,0.694837,0.683888,2025-02-05 03:42:45.487
0.072000,-0.417970,0.453140,0.321430,0.695235,0.685306,2025-02-05 03:42:45.487
0.081000,-0.417230,0.452940,0.321260,0.694582,0.686337,2025-02-05 03:42:45.487
0.090000,-0.417800,0.452830,0.321240,0.694843,0.687187,2025-02-05 03:42:45.515
0.100000,-0.417750,0.453070,0.321660,0.695164,0.694140,2025-02-05 03:42:45.515
0.109000,-0.417530,0.452930,0.321620,0.694922,0.694864,2025-02-05 03:42:45.515
0.119000,-0.418040,0.452670,0.321610,0.695054,0.694930,2025-02-05 03:42:45.543
0.128000,-0.417880,0.452890,0.321110,0.694870,0.694912,2025-02-05 03:42:45.543
0.137000,-0.418290,0.453160,0.321060,0.695270,0.694956,2025-02-05 03:42:45.543
0.147000,-0.418120,0.452610,0.321390,0.694962,0.694974,2025-02-05 03:42:45.571
0.156000,-0.418320,0.452550,0.321000,0.694863,0.694976,2025-02-05 03:42:45.571
0.165000,-0.418340,0.452710,0.320790,0.694882,0.694941,2025-02-05 03:42:45.571
0.175000,-0.418130,0.452560,0.320940,0.694727,0.694956,2025-02-05 03:42:45.600
0.184000,-0.418100,0.452380,0.321040,0.694638,0.694935,2025-02-05 03:42:45.600
0.194000,-0.418100,0.452690,0.321050,0.694845,0.694903,2025-02-05 03:42:45.600
0.203000,-0.417780,0.452560,0.321390,0.694725,0.694883,2025-02-05 03:42:45.628
0.212000,-0.417420,0.453050,0.321250,0.694763,0.694854,2025-02-05 03:42:45.628
0.222000,-0.417600,0.453010,0.321490,0.694956,0.694863,2025-02-05 03:42:45.628
0.231000,-0.417400,0.452930,0.321680,0.694871,0.694823,2025-02-05 03:42:45.656
0.240000,-0.417600,0.452500,0.321620,0.694684,0.694795,2025-02-05 03:42:45.656
0.250000,-0.417730,0.452710,0.321530,0.694857,0.694795,2025-02-05 03:42:45.656
0.259000,-0.418060,0.452560,0.321440,0.694916,0.694798,2025-02-05 03:42:45.684
0.269000,-0.418100,0.452380,0.321430,0.694818,0.694807,2025-02-05 03:42:45.684
0.278000,-0.417890,0.452190,0.321760,0.694721,0.694816,2025-02-05 03:42:45.684
0.287000,-0.417760,0.452430,0.321630,0.694739,0.694805,2025-02-05 03:42:45.712
0.297000,-0.417960,0.452280,0.321700,0.694794,0.694812,2025-02-05 03:42:45.712
0.306000,-0.417980,0.452350,0.321540,0.694777,0.694813,2025-02-05 03:42:45.712
0.315000,-0.417230,0.452270,0.320930,0.693992,0.694717,2025-02-05 03:42:45.740
0.325000,-0.417040,0.452430,0.320960,0.693996,0.694629,2025-02-05 03:42:45.740
0.334000,-0.417780,0.452530,0.320790,0.694428,0.694604,2025-02-05 03:42:45.740
0.343000,-0.417640,0.452540,0.321530,0.694692,0.694587,2025-02-05 03:42:45.768
0.353000,-0.417520,0.452460,0.321100,0.694369,0.694533,2025-02-05 03:42:45.768
0.362000,-0.417720,0.452620,0.321060,0.694575,0.694508,2025-02-05 03:42:45.768
0.372000,-0.416880,0.452800,0.321220,0.694262,0.694462,2025-02-05 03:42:45.796
0.381000,-0.417440,0.452570,0.321320,0.694494,0.694438,2025-02-05 03:42:45.796
0.390000,-0.417500,0.452550,0.321250,0.694485,0.694407,2025-02-05 03:42:45.796
0.400000,-0.417610,0.452880,0.321070,0.694683,0.694398,2025-02-05 03:42:45.824
0.409000,-0.417840,0.452830,0.321220,0.694858,0.694484,2025-02-05 03:42:45.824
0.418000,-0.418070,0.452990,0.321400,0.695184,0.694603,2025-02-05 03:42:45.824
0.428000,-0.417990,0.452170,0.321420,0.694611,0.694621,2025-02-05 03:42:45.852
0.437000,-0.418310,0.451750,0.321590,0.694609,0.694613,2025-02-05 03:42:45.853
0.447000,-0.417800,0.451880,0.321440,0.694317,0.694608,2025-02-05 03:42:45.853
0.456000,-0.417420,0.451980,0.321090,0.693991,0.694549,2025-02-05 03:42:45.880
0.465000,-0.417490,0.452070,0.321220,0.694152,0.694538,2025-02-05 03:42:45.881
0.475000,-0.417290,0.452160,0.320900,0.693943,0.694483,2025-02-05 03:42:45.881
0.484000,-0.417480,0.452510,0.321370,0.694502,0.694485,2025-02-05 03:42:45.908
0.493000,-0.417500,0.452870,0.321590,0.694851,0.694502,2025-02-05 03:42:45.909
0.503000,-0.417500,0.452740,0.321950,0.694933,0.694509,2025-02-05 03:42:45.909
0.512000,-0.417830,0.452730,0.321810,0.695060,0.694497,2025-02-05 03:42:45.936
