Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 2:9:41.679,0.001,0.0005,1.0044,25.06,0.0,0.0
2024-12-14 2:9:41.689,0.0,0.0029,1.0044,25.06,0.0,0.0
2024-12-14 2:9:41.699,0.0024,0.002,1.0039,25.18,0.0,0.0
2024-12-14 2:9:41.709,0.0,0.0005,1.0054,25.31,0.0,0.0
2024-12-14 2:9:41.719,-0.001,0.0005,1.0068,25.0,0.0,0.0
2024-12-14 2:9:41.705,-0.001,0.002,1.0083,24.87,0.0,0.0
2024-12-14 2:9:41.715,-0.002,0.001,1.0044,25.18,0.0,0.0
2024-12-14 2:9:41.725,0.0005,0.0,1.0112,25.12,0.0,0.0
2024-12-14 2:9:41.750,-0.0005,0.0015,1.0083,25.0,0.0,0.0
2024-12-14 2:9:41.760,0.0015,0.0005,1.0054,25.25,0.0,0.0
2024-12-14 2:9:41.770,-0.0024,-0.0015,1.0059,25.12,0.0,0.0
2024-12-14 2:9:41.780,0.0005,-0.0015,1.0073,25.18,0.0,0.0
2024-12-14 2:9:41.804,0.0,-0.0005,1.0044,25.06,0.0,0.0
2024-12-14 2:9:41.814,0.0005,-0.0005,1.0068,25.06,0.0,0.0
2024-12-14 2:9:41.824,0.0015,-0.0005,1.0063,25.31,0.0,0.0
2024-12-14 2:9:41.834,0.0024,0.0,1.0068,25.06,0.0,0.0
2024-12-14 2:9:41.844,0.0024,-0.001,1.0059,25.12,0.0,0.0
2024-12-14 2:9:41.854,0.002,-0.0005,1.0059,25.25,0.0,0.0
2024-12-14 2:9:41.864,0.0005,0.0005,1.0049,25.12,0.0,0.0
2024-12-14 2:9:41.850,0.001,0.0029,1.002,25.12,0.0,0.0
2024-12-14 2:9:41.860,-0.0015,0.0,1.0044,25.25,0.0,0.0
2024-12-14 2:9:41.870,-0.001,0.0029,1.0078,25.25,0.0,0.0
2024-12-14 2:9:41.880,-0.0015,0.0,1.0059,25.31,0.0,0.0
2024-12-14 2:9:41.904,0.0,0.0,1.0122,25.25,0.0,0.0
2024-12-14 2:9:41.914,0.0,0.0015,1.0073,25.0,0.0,0.0
2024-12-14 2:9:41.924,-0.0005,0.0015,1.0059,25.06,0.0,0.0
2024-12-14 2:9:41.934,-0.002,-0.001,1.0044,25.25,0.0,0.0
2024-12-14 2:9:41.944,-0.0005,-0.001,1.0044,25.06,0.0,0.0
2024-12-14 2:9:41.954,-0.0024,0.0024,1.0063,25.18,0.0,0.0
2024-12-14 2:9:41.964,0.0005,-0.001,1.0034,25.06,0.0,0.0
2024-12-14 2:9:41.950,0.0,-0.002,1.0049,25.06,0.0,0.0
2024-12-14 2:9:41.960,0.001,0.0,1.0024,25.06,0.0,0.0
2024-12-14 2:9:41.970,0.001,0.0,1.0034,25.25,0.0,0.0
2024-12-14 2:9:41.980,0.0,0.0,1.0083,25.25,0.0,0.0
2024-12-14 2:9:42.5,0.0,0.001,1.0059,25.25,0.0,0.0
2024-12-14 2:9:42.15,0.001,0.0,1.0059,25.18,0.0,0.0
2024-12-14 2:9:42.25,0.0005,0.001,1.0073,25.12,0.0,0.0
2024-12-14 2:9:42.35,0.0,0.002,1.0088,25.25,0.0,0.0
2024-12-14 2:9:42.54,0.0,0.0024,1.0073,25.31,0.0,0.0
2024-12-14 2:9:42.64,-0.0024,0.002,1.0063,25.12,0.0,0.0
2024-12-14 2:9:42.74,-0.0044,0.0005,1.0029,25.18,0.0,0.0
2024-12-14 2:9:42.84,-0.0039,0.0,1.0054,25.12,0.0,0.0
2024-12-14 2:9:42.94,-0.0029,0.0005,1.0029,25.06,0.0,0.0
2024-12-14 2:9:42.104,0.0,0.0,1.0078,25.12,0.0,0.0
2024-12-14 2:9:42.114,-0.001,0.0,1.0068,25.18,0.0,0.0
2024-12-14 2:9:42.124,-0.0005,0.0005,1.0063,25.25,0.0,0.0
2024-12-14 2:9:42.134,0.001,0.0015,1.0078,25.06,0.0,0.0
2024-12-14 2:9:42.144,0.0015,0.0,1.0034,25.12,0.0,0.0
2024-12-14 2:9:42.154,0.0034,-0.0015,1.0044,25.06,0.0,0.0
2024-12-14 2:9:42.164,0.0,-0.0005,1.002,25.18,0.0,0.0
2024-12-14 2:9:42.174,-0.001,0.0024,1.0059,25.12,0.0,0.0
2024-12-14 2:9:42.184,0.0,0.0015,1.0054,25.18,0.0,0.0
2024-12-14 2:9:42.194,-0.001,0.001,1.0059,25.06,0.0,0.0
2024-12-14 2:9:42.204,0.001,0.001,1.002,25.31,0.0,0.0
2024-12-14 2:9:42.154,0.0,0.0,1.0044,25.12,0.0,0.0
2024-12-14 2:9:42.200,0.0,0.0,1.0073,25.25,0.0,0.0
2024-12-14 2:9:42.210,0.0,-0.001,1.0059,25.18,0.0,0.0
2024-12-14 2:9:42.220,-0.0029,-0.002,1.0044,25.25,0.0,0.0
2024-12-14 2:9:42.230,-0.0024,0.0,1.0083,25.25,0.0,0.0
2024-12-14 2:9:42.240,-0.0005,0.0,1.0063,25.18,0.0,0.0
2024-12-14 2:9:42.255,-0.0015,0.001,1.0078,25.25,0.0,0.0
2024-12-14 2:9:42.265,0.001,0.001,1.0039,25.25,0.0,0.0
2024-12-14 2:9:42.275,0.002,-0.001,1.0063,25.12,0.0,0.0
2024-12-14 2:9:42.299,0.0,0.0,1.0034,25.06,0.0,0.0
2024-12-14 2:9:42.309,0.0015,0.002,1.0034,25.06,0.0,0.0
2024-12-14 2:9:42.319,0.0015,0.001,1.0044,25.12,0.0,0.0
2024-12-14 2:9:42.329,0.0005,0.0005,1.0063,25.06,0.0,0.0
2024-12-14 2:9:42.355,0.0005,-0.001,1.0049,25.31,0.0,0.0
2024-12-14 2:9:42.365,-0.001,0.0015,1.0049,25.18,0.0,0.0
2024-12-14 2:9:42.375,0.0,0.0005,1.0,25.06,0.0,0.0
2024-12-14 2:9:42.385,0.001,0.0015,1.0083,25.06,0.0,0.0
2024-12-14 2:9:42.395,0.0,-0.001,1.0044,25.25,0.0,0.0
2024-12-14 2:9:42.405,-0.001,0.0005,1.0063,24.87,0.0,0.0
2024-12-14 2:9:42.415,-0.001,-0.002,1.0083,25.0,0.0,0.0
2024-12-14 2:9:42.399,-0.0005,0.0,1.0068,25.18,0.0,0.0
2024-12-14 2:9:42.409,-0.0015,0.0005,1.0034,25.0,0.0,0.0
2024-12-14 2:9:42.419,-0.0015,0.0,1.0078,25.12,0.0,0.0
2024-12-14 2:9:42.429,-0.001,0.001,1.0063,25.12,0.0,0.0
2024-12-14 2:9:42.455,-0.001,-0.001,1.0039,25.31,0.0,0.0
2024-12-14 2:9:42.465,0.0015,-0.0015,1.0034,24.87,0.0,0.0
2024-12-14 2:9:42.475,-0.0005,-0.0005,1.0063,25.18,0.0,0.0
2024-12-14 2:9:42.485,0.0,-0.0024,1.0068,25.12,0.0,0.0
2024-12-14 2:9:42.495,0.0,-0.002,1.0073,25.18,0.0,0.0
2024-12-14 2:9:42.505,0.001,-0.0005,1.0063,24.87,0.0,0.0
2024-12-14 2:9:42.515,0.0024,0.0029,1.0059,25.25,0.0,0.0
2024-12-14 2:9:42.500,0.0005,0.001,1.0049,25.18,0.0,0.0
2024-12-14 2:9:42.510,0.0,0.0,1.0068,25.25,0.0,0.0
2024-12-14 2:9:42.520,-0.0005,-0.001,1.0059,25.06,0.0,0.0
2024-12-14 2:9:42.530,-0.0015,-0.0029,1.0029,25.12,0.0,0.0
2024-12-14 2:9:42.554,0.0,0.0015,1.0088,25.25,0.0,0.0
2024-12-14 2:9:42.564,-0.001,0.0,1.0063,25.06,0.0,0.0
2024-12-14 2:9:42.574,-0.0015,0.0,1.0059,25.25,0.0,0.0
2024-12-14 2:9:42.584,0.0,0.0005,1.0068,25.12,0.0,0.0
2024-12-14 2:9:42.605,-0.0005,-0.0015,1.0024,25.18,0.0,0.0
2024-12-14 2:9:42.615,-0.001,0.0,1.0039,25.18,0.0,0.0
2024-12-14 2:9:42.625,0.0,0.0015,1.0078,25.25,0.0,0.0
2024-12-14 2:9:42.635,0.0005,0.0,1.0034,25.18,0.0,0.0
2024-12-14 2:9:42.645,0.002,-0.0015,1.0029,25.18,0.0,0.0
2024-12-14 2:9:42.655,0.0024,-0.0015,1.0024,25.12,0.0,0.0
2024-12-14 2:9:42.665,0.0,0.0005,1.0059,25.12,0.0,0.0
2024-12-14 2:9:42.654,0.0,0.001,1.0039,25.12,0.0,0.0
2024-12-14 2:9:42.664,0.0,-0.0005,1.0078,25.18,0.0,0.0
2024-12-14 2:9:42.674,0.0,-0.0024,1.0034,25.25,0.0,0.0
2024-12-14 2:9:42.684,0.0005,0.0005,1.0024,25.06,0.0,0.0
2024-12-14 2:9:42.705,-0.0015,-0.0005,1.0063,25.06,0.0,0.0
2024-12-14 2:9:42.715,-0.0034,-0.0024,1.0049,25.18,0.0,0.0
2024-12-14 2:9:42.725,-0.0039,-0.001,1.0015,25.06,0.0,0.0
2024-12-14 2:9:42.750,0.0,0.0,1.0068,25.18,0.0,0.0
2024-12-14 2:9:42.760,-0.0015,0.0005,1.0039,25.18,0.0,0.0
2024-12-14 2:9:42.770,-0.002,0.0005,1.0059,25.06,0.0,0.0
2024-12-14 2:9:42.780,-0.0015,0.0005,1.0039,25.06,0.0,0.0
2024-12-14 2:9:42.790,-0.0015,0.0,1.0054,24.87,0.0,0.0
2024-12-14 2:9:42.800,-0.0005,-0.0015,1.0083,24.81,0.0,0.0
2024-12-14 2:9:42.810,0.0,-0.0005,1.0044,25.0,0.0,0.0
2024-12-14 2:9:42.820,0.0005,0.0015,1.0073,25.12,0.0,0.0
2024-12-14 2:9:42.804,0.0015,-0.002,1.0049,25.18,0.0,0.0
2024-12-14 2:9:42.814,0.0044,-0.0015,1.0078,24.81,0.0,0.0
2024-12-14 2:9:42.824,0.0005,-0.0015,1.0068,25.25,0.0,0.0
2024-12-14 2:9:42.850,0.0,-0.0005,1.0024,25.12,0.0,0.0
2024-12-14 2:9:42.860,0.0024,0.0,1.0044,25.25,0.0,0.0
2024-12-14 2:9:42.870,0.0,0.0,1.0044,25.06,0.0,0.0
2024-12-14 2:9:42.880,0.002,0.0,1.0078,25.0,0.0,0.0
2024-12-14 2:9:42.890,0.0005,0.0,1.0068,25.06,0.0,0.0
2024-12-14 2:9:42.900,0.0,-0.0039,1.0063,25.12,0.0,0.0
2024-12-14 2:9:42.910,0.0005,0.0,1.0039,25.12,0.0,0.0
2024-12-14 2:9:42.920,0.0,0.0039,1.0068,25.06,0.0,0.0
2024-12-14 2:9:42.904,-0.0005,0.0015,1.0063,25.12,0.0,0.0
2024-12-14 2:9:42.914,-0.002,0.001,1.0083,25.12,0.0,0.0
2024-12-14 2:9:42.924,-0.002,0.002,1.0063,25.37,0.0,0.0
2024-12-14 2:9:42.950,-0.001,0.0005,1.0068,25.25,0.0,0.0
2024-12-14 2:9:42.960,-0.001,0.002,1.0083,25.12,0.0,0.0
2024-12-14 2:9:42.970,0.0,0.0,1.0063,25.25,0.0,0.0
2024-12-14 2:9:42.980,0.0015,-0.0015,1.0034,25.12,0.0,0.0
2024-12-14 2:9:43.0,0.0015,-0.0034,1.0034,25.18,0.0,0.0
2024-12-14 2:9:43.10,0.0,-0.0015,1.0024,25.06,0.0,0.0
2024-12-14 2:9:43.20,0.0,-0.0034,1.0068,25.0,0.0,0.0
2024-12-14 2:9:43.30,0.0005,-0.0015,1.0039,25.06,0.0,0.0
2024-12-14 2:9:43.40,-0.0005,-0.0024,1.0059,25.06,0.0,0.0
2024-12-14 2:9:43.50,0.001,0.0,1.0,25.18,0.0,0.0
2024-12-14 2:9:43.60,-0.001,0.0,1.0059,25.0,0.0,0.0
2024-12-14 2:9:43.49,0.0,0.0015,1.0034,25.06,0.0,0.0
2024-12-14 2:9:43.59,0.0024,0.0015,1.0049,25.31,0.0,0.0
2024-12-14 2:9:43.69,-0.0024,-0.0005,1.0093,25.18,0.0,0.0
2024-12-14 2:9:43.79,-0.0024,0.0015,1.0103,25.06,0.0,0.0
2024-12-14 2:9:43.89,0.0005,0.0,1.0078,25.12,0.0,0.0
2024-12-14 2:9:43.99,-0.0024,0.0024,1.0122,25.06,0.0,0.0
2024-12-14 2:9:43.109,0.0015,0.002,1.0039,25.0,0.0,0.0
2024-12-14 2:9:43.119,-0.001,-0.0005,1.0054,25.18,0.0,0.0
2024-12-14 2:9:43.129,0.001,-0.0005,1.0039,25.25,0.0,0.0
2024-12-14 2:9:43.139,-0.001,0.002,1.0083,25.06,0.0,0.0
2024-12-14 2:9:43.149,-0.0005,-0.001,1.0068,25.0,0.0,0.0
2024-12-14 2:9:43.149,-0.0005,-0.0005,1.0088,25.25,0.0,0.0
2024-12-14 2:9:43.159,0.0005,-0.0024,1.0068,25.0,0.0,0.0
2024-12-14 2:9:43.169,-0.001,-0.0029,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.179,0.0005,-0.001,1.0063,25.12,0.0,0.0
2024-12-14 2:9:43.200,0.0,-0.001,1.0039,25.25,0.0,0.0
2024-12-14 2:9:43.210,0.0005,0.0005,1.0029,25.18,0.0,0.0
2024-12-14 2:9:43.220,0.0,0.0,1.0088,25.25,0.0,0.0
2024-12-14 2:9:43.230,-0.0005,0.0015,1.0073,25.06,0.0,0.0
2024-12-14 2:9:43.255,-0.0015,0.0,1.0015,25.31,0.0,0.0
2024-12-14 2:9:43.265,-0.001,0.0015,1.0063,25.12,0.0,0.0
2024-12-14 2:9:43.275,-0.002,0.001,1.0034,25.06,0.0,0.0
2024-12-14 2:9:43.299,0.0,-0.0024,1.0029,25.18,0.0,0.0
2024-12-14 2:9:43.309,0.0,-0.0015,1.0049,25.31,0.0,0.0
2024-12-14 2:9:43.319,0.001,0.0,1.0054,25.25,0.0,0.0
2024-12-14 2:9:43.329,-0.0005,-0.001,1.0068,25.31,0.0,0.0
2024-12-14 2:9:43.339,0.0,-0.001,1.0059,25.06,0.0,0.0
2024-12-14 2:9:43.349,0.0005,-0.001,1.0044,25.18,0.0,0.0
2024-12-14 2:9:43.359,-0.0015,-0.0015,1.0024,25.12,0.0,0.0
2024-12-14 2:9:43.369,0.0,0.0005,1.0063,25.18,0.0,0.0
2024-12-14 2:9:43.355,0.0015,0.001,1.0078,25.12,0.0,0.0
2024-12-14 2:9:43.365,0.0024,-0.001,1.0068,25.18,0.0,0.0
2024-12-14 2:9:43.375,0.001,-0.002,1.0059,25.18,0.0,0.0
2024-12-14 2:9:43.399,0.0015,0.0,1.0083,25.18,0.0,0.0
2024-12-14 2:9:43.409,0.0,0.0024,1.0059,25.12,0.0,0.0
2024-12-14 2:9:43.419,-0.002,0.0029,1.0044,25.06,0.0,0.0
2024-12-14 2:9:43.429,0.001,0.0029,1.0044,25.06,0.0,0.0
2024-12-14 2:9:43.439,-0.0005,0.0,1.0059,25.12,0.0,0.0
2024-12-14 2:9:43.449,-0.0005,0.0024,1.0039,25.12,0.0,0.0
2024-12-14 2:9:43.459,-0.0005,0.0005,1.0059,25.25,0.0,0.0
2024-12-14 2:9:43.469,0.0,-0.0015,1.0088,25.25,0.0,0.0
2024-12-14 2:9:43.455,0.0015,-0.0005,1.0059,25.12,0.0,0.0
2024-12-14 2:9:43.465,0.0015,0.0,1.0044,25.12,0.0,0.0
2024-12-14 2:9:43.475,0.0,0.0024,1.0029,25.18,0.0,0.0
2024-12-14 2:9:43.500,-0.001,-0.0015,1.0054,25.12,0.0,0.0
2024-12-14 2:9:43.510,0.0,0.0,1.0068,25.12,0.0,0.0
2024-12-14 2:9:43.520,0.0,-0.002,1.0054,25.06,0.0,0.0
2024-12-14 2:9:43.530,0.0024,-0.001,1.0078,25.31,0.0,0.0
2024-12-14 2:9:43.549,0.0015,0.002,1.0044,25.06,0.0,0.0
2024-12-14 2:9:43.559,0.002,0.0,1.0112,25.25,0.0,0.0
2024-12-14 2:9:43.569,0.0005,-0.0005,1.0059,25.12,0.0,0.0
2024-12-14 2:9:43.579,0.0,0.0,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.589,0.001,0.0005,1.0078,25.18,0.0,0.0
2024-12-14 2:9:43.599,-0.0015,0.002,1.0068,25.18,0.0,0.0
2024-12-14 2:9:43.609,-0.001,0.0015,1.0059,25.18,0.0,0.0
2024-12-14 2:9:43.600,-0.0015,0.0029,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.610,-0.0005,-0.0005,1.0034,25.06,0.0,0.0
2024-12-14 2:9:43.620,-0.0005,0.001,1.0059,25.31,0.0,0.0
2024-12-14 2:9:43.630,-0.001,0.0,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.649,-0.0005,-0.0015,1.0024,25.25,0.0,0.0
2024-12-14 2:9:43.659,0.0,-0.0005,1.0068,25.06,0.0,0.0
2024-12-14 2:9:43.669,0.0015,0.0,1.0068,25.18,0.0,0.0
2024-12-14 2:9:43.679,-0.001,0.0005,1.0044,24.74,0.0,0.0
2024-12-14 2:9:43.705,-0.002,0.0024,1.0059,25.06,0.0,0.0
2024-12-14 2:9:43.715,0.0005,0.0,1.0059,25.06,0.0,0.0
2024-12-14 2:9:43.725,0.0015,0.0054,1.0093,25.0,0.0,0.0
2024-12-14 2:9:43.735,0.0,0.0015,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.745,0.0005,0.0,1.0034,25.12,0.0,0.0
2024-12-14 2:9:43.755,0.001,-0.001,1.0034,25.06,0.0,0.0
2024-12-14 2:9:43.765,-0.002,0.0005,1.0068,25.25,0.0,0.0
2024-12-14 2:9:43.750,-0.001,0.0029,1.0068,25.12,0.0,0.0
2024-12-14 2:9:43.760,0.0005,-0.0005,1.0059,25.37,0.0,0.0
2024-12-14 2:9:43.770,-0.002,0.0005,1.0059,25.18,0.0,0.0
2024-12-14 2:9:43.780,-0.0015,0.0,1.0073,25.25,0.0,0.0
2024-12-14 2:9:43.804,0.0,0.0,1.0054,25.25,0.0,0.0
2024-12-14 2:9:43.814,-0.001,0.0,1.0054,25.06,0.0,0.0
2024-12-14 2:9:43.824,0.0,-0.002,1.0049,25.12,0.0,0.0
2024-12-14 2:9:43.834,0.0015,-0.0005,1.0054,25.06,0.0,0.0
2024-12-14 2:9:43.844,0.0005,-0.0005,1.0059,25.31,0.0,0.0
2024-12-14 2:9:43.854,0.0,-0.002,1.0063,25.12,0.0,0.0
2024-12-14 2:9:43.864,0.001,0.0005,1.0083,25.06,0.0,0.0
2024-12-14 2:9:43.850,0.002,-0.0005,1.0054,25.12,0.0,0.0
2024-12-14 2:9:43.860,0.0,-0.002,1.0073,25.25,0.0,0.0
2024-12-14 2:9:43.870,0.002,0.0005,1.001,25.12,0.0,0.0
2024-12-14 2:9:43.880,0.0005,0.0,1.0044,25.31,0.0,0.0
2024-12-14 2:9:43.904,0.0,0.0,1.0049,25.06,0.0,0.0
2024-12-14 2:9:43.914,-0.001,0.002,1.0088,24.87,0.0,0.0
2024-12-14 2:9:43.924,0.0,-0.001,1.0029,25.06,0.0,0.0
2024-12-14 2:9:43.950,0.0,-0.0005,1.0078,25.25,0.0,0.0
2024-12-14 2:9:43.960,-0.0005,0.0005,1.0049,25.18,0.0,0.0
2024-12-14 2:9:43.970,0.0,-0.0015,1.0059,25.06,0.0,0.0
2024-12-14 2:9:43.980,-0.0005,0.0,1.0044,25.25,0.0,0.0
2024-12-14 2:9:43.990,-0.002,-0.001,1.0044,25.18,0.0,0.0
2024-12-14 2:9:44.0,0.0,0.0015,1.0049,25.12,0.0,0.0
2024-12-14 2:9:44.10,0.0,-0.0015,1.0059,25.12,0.0,0.0
2024-12-14 2:9:44.20,0.0,0.002,1.0054,25.18,0.0,0.0
2024-12-14 2:9:44.5,0.001,0.0015,1.0049,25.06,0.0,0.0
2024-12-14 2:9:44.15,0.0,0.0,1.0059,25.18,0.0,0.0
2024-12-14 2:9:44.25,0.0005,0.0015,1.0049,25.18,0.0,0.0
2024-12-14 2:9:44.35,0.0015,-0.0005,1.0034,25.25,0.0,0.0
2024-12-14 2:9:44.54,-0.002,0.0005,1.0063,25.18,0.0,0.0
2024-12-14 2:9:44.64,-0.001,0.001,1.0029,25.18,0.0,0.0
2024-12-14 2:9:44.74,-0.001,0.0005,1.0054,25.18,0.0,0.0
2024-12-14 2:9:44.84,0.0,0.0029,1.0029,25.12,0.0,0.0
2024-12-14 2:9:44.94,-0.0005,-0.001,1.0073,25.31,0.0,0.0
2024-12-14 2:9:44.104,0.0,0.0,1.0054,25.06,0.0,0.0
2024-12-14 2:9:44.114,0.0,0.001,1.0044,25.06,0.0,0.0
2024-12-14 2:9:44.105,0.0,0.0,1.0044,25.0,0.0,0.0
2024-12-14 2:9:44.115,-0.001,-0.0015,1.0068,25.0,0.0,0.0
2024-12-14 2:9:44.125,-0.0015,-0.001,1.0068,25.25,0.0,0.0
2024-12-14 2:9:44.135,-0.0015,0.0,1.0059,25.06,0.0,0.0
2024-12-14 2:9:44.154,0.0005,-0.002,1.0054,25.06,0.0,0.0
2024-12-14 2:9:44.164,0.0,0.0,1.002,25.06,0.0,0.0
2024-12-14 2:9:44.174,0.001,-0.0034,1.0044,24.87,0.0,0.0
2024-12-14 2:9:44.200,0.0,-0.001,1.0034,25.25,0.0,0.0
2024-12-14 2:9:44.210,0.002,-0.001,1.0068,25.25,0.0,0.0
2024-12-14 2:9:44.220,0.0,-0.0005,1.0044,25.18,0.0,0.0
2024-12-14 2:9:44.230,0.0,0.0,1.0068,25.06,0.0,0.0
2024-12-14 2:9:44.255,0.0,0.0,1.0068,25.06,0.0,0.0
2024-12-14 2:9:44.265,0.0,-0.001,1.0054,24.87,0.0,0.0
2024-12-14 2:9:44.275,0.0,0.0,1.0073,25.06,0.0,0.0
2024-12-14 2:9:44.285,-0.001,-0.0005,1.002,25.12,0.0,0.0
2024-12-14 2:9:44.295,0.0,0.001,1.0034,25.5,0.0,0.0
2024-12-14 2:9:44.305,-0.001,0.0,1.0063,25.06,0.0,0.0
2024-12-14 2:9:44.315,-0.0024,0.0,1.0068,25.25,0.0,0.0
2024-12-14 2:9:44.299,0.0005,0.0,1.0063,25.37,0.0,0.0
2024-12-14 2:9:44.309,0.0,0.002,1.0063,25.06,0.0,0.0
2024-12-14 2:9:44.319,0.0,-0.0015,1.0063,25.25,0.0,0.0
2024-12-14 2:9:44.329,-0.0005,0.0,1.0063,25.06,0.0,0.0
2024-12-14 2:9:44.355,0.0,-0.001,1.0063,25.06,0.0,0.0
2024-12-14 2:9:44.365,0.0,-0.001,1.0073,25.06,0.0,0.0
2024-12-14 2:9:44.375,0.0,-0.0005,1.0049,25.12,0.0,0.0
2024-12-14 2:9:44.385,0.0,-0.0005,1.0103,25.37,0.0,0.0
2024-12-14 2:9:44.395,-0.0005,0.0005,1.0063,25.18,0.0,0.0
2024-12-14 2:9:44.405,0.0,-0.0015,1.0044,25.0,0.0,0.0
2024-12-14 2:9:44.415,-0.0015,-0.002,1.0054,25.25,0.0,0.0
2024-12-14 2:9:44.399,-0.0005,0.001,1.0078,25.06,0.0,0.0
2024-12-14 2:9:44.409,0.001,0.0,1.0049,25.12,0.0,0.0
2024-12-14 2:9:44.419,0.0,0.0029,1.0068,25.06,0.0,0.0
2024-12-14 2:9:44.429,0.0,0.0015,1.0044,25.06,0.0,0.0
2024-12-14 2:9:44.455,-0.0005,0.0,1.0068,25.0,0.0,0.0
2024-12-14 2:9:44.465,-0.0005,0.0,1.0024,25.12,0.0,0.0
2024-12-14 2:9:44.475,0.0,0.0,1.0063,25.06,0.0,0.0
2024-12-14 2:9:44.485,0.0005,-0.001,1.002,25.18,0.0,0.0
