Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 9:25:47.734,-0.0005,-0.001,-0.0835,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.069
2076-28-187 9:25:47.744,0.0,0.0024,-0.0835,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.079
2076-28-187 9:25:47.754,-0.0024,-0.0005,-0.0811,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:41:29.089
2076-28-187 9:25:47.764,-0.0029,0.0015,-0.082,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.098
2076-28-187 9:25:47.774,0.0,0.0015,-0.082,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:41:29.109
2076-28-187 9:25:47.765,-0.0005,-0.0005,-0.084,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.119
2076-28-187 9:25:47.775,-0.0005,0.002,-0.0825,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.128
2076-28-187 9:25:47.785,0.0015,0.0005,-0.0815,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.138
2076-28-187 9:25:47.795,0.0,0.0,-0.0791,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:41:29.149
2076-28-187 9:25:47.814,0.0,0.001,-0.0859,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.159
2076-28-187 9:25:47.824,0.0005,-0.0024,-0.0806,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.168
2076-28-187 9:25:47.834,0.0,0.001,-0.0811,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.178
2076-28-187 9:25:47.860,-0.0005,0.0015,-0.082,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.190
2076-28-187 9:25:47.870,-0.001,-0.0005,-0.0801,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.198
2076-28-187 9:25:47.880,-0.0039,0.001,-0.0806,0.0,0.0,0.0,26.57,0.0,0.0,2025-02-05 03:41:29.208
2076-28-187 9:25:47.890,-0.0015,-0.001,-0.0815,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.218
2076-28-187 9:25:47.900,-0.001,-0.0005,-0.083,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.228
2076-28-187 9:25:47.910,-0.001,0.0005,-0.0825,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.238
2076-28-187 9:25:47.920,-0.0015,0.0,-0.082,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.248
2076-28-187 9:25:47.930,-0.0005,-0.0024,-0.085,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.258
2076-28-187 9:25:47.914,-0.0015,0.0,-0.0811,0.0,0.0,0.0,26.07,0.0,0.0,2025-02-05 03:41:29.268
2076-28-187 9:25:47.924,-0.001,-0.002,-0.0767,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.278
2076-28-187 9:25:47.934,-0.0015,-0.0005,-0.0835,0.0,0.0,0.0,26.07,0.0,0.0,2025-02-05 03:41:29.288
2076-28-187 9:25:47.959,0.0,0.001,-0.0806,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.299
2076-28-187 9:25:47.969,-0.0005,0.0015,-0.082,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.308
2076-28-187 9:25:47.979,-0.0005,0.0029,-0.0791,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.318
2076-28-187 9:25:47.989,0.0,0.0005,-0.0811,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.328
2076-28-187 9:25:47.999,-0.001,0.0,-0.0806,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.338
2076-28-187 9:25:48.9,-0.0024,-0.0005,-0.0801,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:41:29.348
2076-28-187 9:25:48.19,-0.001,0.0,-0.0796,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.358
2076-28-187 9:25:48.29,-0.0015,0.0,-0.0825,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:41:29.367
2076-28-187 9:25:48.39,-0.001,0.0024,-0.0825,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.377
2076-28-187 9:25:48.49,-0.002,0.0,-0.082,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.387
2076-28-187 9:25:48.59,0.0005,0.0005,-0.0845,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.397
2076-28-187 9:25:48.10,0.001,-0.0005,-0.085,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.409
2076-28-187 9:25:48.20,0.0,0.0,-0.082,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.417
2076-28-187 9:25:48.30,0.0,0.0,-0.084,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.427
2076-28-187 9:25:48.40,0.0,-0.001,-0.0786,0.0,0.0,0.0,26.07,0.0,0.0,2025-02-05 03:41:29.437
2076-28-187 9:25:48.59,-0.0015,0.0005,-0.084,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:41:29.449
2076-28-187 9:25:48.69,-0.0005,0.002,-0.0845,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.457
2076-28-187 9:25:48.79,-0.0005,0.001,-0.0835,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.467
2076-28-187 9:25:48.89,-0.0015,0.002,-0.0811,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:41:29.477
2076-28-187 9:25:48.99,0.0005,0.0,-0.0811,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.487
2076-28-187 9:25:48.109,-0.0015,0.0,-0.083,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.497
2076-28-187 9:25:48.119,-0.0005,0.0,-0.0806,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.507
2076-28-187 9:25:48.110,0.0,0.0024,-0.084,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.518
2076-28-187 9:25:48.120,0.001,0.0,-0.082,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:41:29.527
2076-28-187 9:25:48.130,-0.0005,0.0029,-0.084,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.537
2076-28-187 9:25:48.140,-0.0015,-0.001,-0.0801,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.547
2076-28-187 9:25:48.159,0.0005,0.0005,-0.0786,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.558
2076-28-187 9:25:48.169,-0.002,0.0,-0.0806,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.567
2076-28-187 9:25:48.179,-0.002,-0.0029,-0.0825,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.577
2076-28-187 9:25:48.189,-0.001,0.0024,-0.082,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.587
2076-28-187 9:25:48.214,-0.0029,0.0005,-0.0825,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:41:29.597
2076-28-187 9:25:48.224,-0.001,-0.002,-0.0815,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.607
2076-28-187 9:25:48.234,-0.0015,0.0,-0.082,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:41:29.616
2076-28-187 9:25:48.244,-0.0015,0.001,-0.083,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.626
2076-28-187 9:25:48.254,-0.002,-0.0015,-0.0815,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.636
2076-28-187 9:25:48.264,0.0,0.0,-0.082,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:41:29.646
2076-28-187 9:25:48.274,-0.001,0.0005,-0.0801,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:41:29.656
