Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 1:53:12.674,0.0005,0.0,1.0054,25.18,0.0,0.0
2024-12-14 1:53:12.705,0.002,-0.0039,1.0063,25.06,0.0,0.0
2024-12-14 1:53:12.715,-0.0005,-0.0029,1.0005,25.12,0.0,0.0
2024-12-14 1:53:12.725,0.0005,-0.0005,0.9941,25.06,0.0,0.0
2024-12-14 1:53:12.735,-0.0029,-0.001,1.0029,25.18,0.0,0.0
2024-12-14 1:53:12.745,-0.0034,-0.0005,1.0073,25.12,0.0,0.0
2024-12-14 1:53:12.750,0.0005,-0.001,1.0151,25.25,0.0,0.0
2024-12-14 1:53:12.760,0.0024,-0.001,1.0073,25.12,0.0,0.0
2024-12-14 1:53:12.770,0.0015,0.002,1.0049,25.06,0.0,0.0
2024-12-14 1:53:12.780,0.0,0.0054,1.0049,25.06,0.0,0.0
2024-12-14 1:53:12.804,-0.0054,0.002,1.0034,24.87,0.0,0.0
2024-12-14 1:53:12.814,-0.0005,-0.0005,0.9995,25.18,0.0,0.0
2024-12-14 1:53:12.824,-0.0005,0.0029,1.0044,25.12,0.0,0.0
2024-12-14 1:53:12.834,0.002,0.0,1.0093,25.18,0.0,0.0
2024-12-14 1:53:12.844,0.002,-0.0005,1.0088,25.12,0.0,0.0
2024-12-14 1:53:12.854,0.0044,0.0,1.0107,25.06,0.0,0.0
2024-12-14 1:53:12.864,0.0024,0.0015,1.0088,25.0,0.0,0.0
2024-12-14 1:53:12.850,-0.0005,-0.002,1.0039,25.12,0.0,0.0
2024-12-14 1:53:12.860,0.0005,0.0039,1.0044,25.12,0.0,0.0
2024-12-14 1:53:12.870,0.0015,0.0,1.001,25.06,0.0,0.0
2024-12-14 1:53:12.880,0.002,-0.0039,1.0088,25.12,0.0,0.0
2024-12-14 1:53:12.904,0.002,0.0,1.002,25.18,0.0,0.0
2024-12-14 1:53:12.914,0.0054,-0.0029,1.0068,25.25,0.0,0.0
2024-12-14 1:53:12.924,-0.0005,0.002,1.0073,25.25,0.0,0.0
2024-12-14 1:53:12.934,-0.0024,0.0029,1.002,25.0,0.0,0.0
2024-12-14 1:53:12.955,-0.0044,0.0005,1.0039,25.18,0.0,0.0
2024-12-14 1:53:12.965,-0.0005,0.0,1.0073,25.25,0.0,0.0
2024-12-14 1:53:12.975,0.0,0.001,1.0093,25.12,0.0,0.0
2024-12-14 1:53:12.985,0.001,-0.002,1.0083,25.25,0.0,0.0
2024-12-14 1:53:12.995,0.0024,-0.001,1.0049,25.12,0.0,0.0
2024-12-14 1:53:13.5,0.001,0.0005,1.0098,25.06,0.0,0.0
2024-12-14 1:53:13.15,-0.0029,0.0015,1.0068,25.12,0.0,0.0
2024-12-14 1:53:13.5,0.0005,0.002,1.0059,25.0,0.0,0.0
2024-12-14 1:53:13.15,-0.001,0.0015,1.0039,25.18,0.0,0.0
2024-12-14 1:53:13.25,0.0024,-0.0005,1.0107,25.0,0.0,0.0
2024-12-14 1:53:13.35,0.0015,-0.002,1.0132,25.18,0.0,0.0
2024-12-14 1:53:13.54,0.0034,-0.002,1.0083,25.06,0.0,0.0
2024-12-14 1:53:13.64,0.0044,0.0005,1.0039,25.25,0.0,0.0
2024-12-14 1:53:13.74,-0.002,-0.0015,1.0044,25.06,0.0,0.0
2024-12-14 1:53:13.84,-0.0015,0.001,1.0068,25.0,0.0,0.0
2024-12-14 1:53:13.94,-0.002,0.0015,1.0063,25.06,0.0,0.0
2024-12-14 1:53:13.104,0.0,0.0015,1.0112,25.06,0.0,0.0
2024-12-14 1:53:13.114,0.002,-0.0005,1.0078,25.12,0.0,0.0
2024-12-14 1:53:13.124,0.0034,0.0,1.0083,25.12,0.0,0.0
2024-12-14 1:53:13.134,0.0029,0.0,1.0049,25.12,0.0,0.0
2024-12-14 1:53:13.144,-0.0015,-0.0024,1.0044,24.87,0.0,0.0
2024-12-14 1:53:13.154,-0.0049,0.0015,0.9985,25.06,0.0,0.0
2024-12-14 1:53:13.164,-0.0034,-0.0029,1.0063,25.06,0.0,0.0
2024-12-14 1:53:13.174,0.0,-0.002,1.0098,25.06,0.0,0.0
2024-12-14 1:53:13.184,0.001,-0.0029,1.0122,24.87,0.0,0.0
2024-12-14 1:53:13.194,0.002,-0.0034,1.0098,25.12,0.0,0.0
2024-12-14 1:53:13.204,0.0,-0.001,1.0039,25.06,0.0,0.0
2024-12-14 1:53:13.154,-0.0015,0.0015,1.0054,25.12,0.0,0.0
2024-12-14 1:53:13.164,-0.0039,0.0005,1.0059,25.25,0.0,0.0
2024-12-14 1:53:13.174,-0.002,0.0029,1.0039,25.31,0.0,0.0
2024-12-14 1:53:13.184,0.001,0.0034,1.0093,25.06,0.0,0.0
2024-12-14 1:53:13.194,0.001,0.0,1.0098,25.06,0.0,0.0
2024-12-14 1:53:13.255,0.0,0.0034,1.0078,24.87,0.0,0.0
2024-12-14 1:53:13.265,0.0005,-0.0005,1.0068,25.06,0.0,0.0
2024-12-14 1:53:13.275,0.0,0.0015,1.0029,25.06,0.0,0.0
2024-12-14 1:53:13.285,-0.0039,-0.0005,1.0015,25.18,0.0,0.0
2024-12-14 1:53:13.299,0.0005,0.0024,1.002,25.18,0.0,0.0
2024-12-14 1:53:13.309,0.0029,-0.001,1.0107,25.12,0.0,0.0
2024-12-14 1:53:13.319,0.0024,-0.0015,1.0078,25.06,0.0,0.0
2024-12-14 1:53:13.329,0.0049,-0.0044,1.0093,25.06,0.0,0.0
2024-12-14 1:53:13.350,0.002,-0.002,1.0093,25.06,0.0,0.0
2024-12-14 1:53:13.360,-0.0005,-0.002,1.0063,25.12,0.0,0.0
2024-12-14 1:53:13.370,-0.002,0.0005,0.999,25.12,0.0,0.0
2024-12-14 1:53:13.380,-0.0039,-0.001,1.0044,25.18,0.0,0.0
2024-12-14 1:53:13.390,-0.0005,-0.0005,1.0059,24.87,0.0,0.0
2024-12-14 1:53:13.400,0.001,-0.0005,1.0078,25.06,0.0,0.0
2024-12-14 1:53:13.410,0.0049,0.0,1.0112,25.0,0.0,0.0
2024-12-14 1:53:13.399,0.0039,0.0005,1.0063,24.87,0.0,0.0
2024-12-14 1:53:13.409,0.0,0.0034,1.0054,25.06,0.0,0.0
2024-12-14 1:53:13.419,0.0,0.0044,1.0015,25.12,0.0,0.0
2024-12-14 1:53:13.429,-0.0024,0.0,1.0034,25.06,0.0,0.0
2024-12-14 1:53:13.450,-0.001,0.0029,1.0078,25.12,0.0,0.0
2024-12-14 1:53:13.460,-0.002,-0.001,1.0093,25.12,0.0,0.0
2024-12-14 1:53:13.470,0.0,-0.002,1.0063,25.06,0.0,0.0
2024-12-14 1:53:13.480,0.0,-0.0039,1.0073,25.06,0.0,0.0
2024-12-14 1:53:13.505,0.001,-0.002,1.0024,25.18,0.0,0.0
2024-12-14 1:53:13.515,-0.0015,0.0,1.0034,25.12,0.0,0.0
2024-12-14 1:53:13.525,0.0005,0.0,1.0034,25.12,0.0,0.0
2024-12-14 1:53:13.535,0.0024,-0.001,1.0054,25.18,0.0,0.0
2024-12-14 1:53:13.545,0.0015,-0.0024,1.0073,25.18,0.0,0.0
2024-12-14 1:53:13.555,0.0044,-0.0029,1.0078,25.06,0.0,0.0
2024-12-14 1:53:13.565,0.0005,-0.0015,1.0093,25.06,0.0,0.0
2024-12-14 1:53:13.549,0.0,-0.001,1.0049,25.0,0.0,0.0
2024-12-14 1:53:13.559,-0.0044,0.0015,1.0044,25.06,0.0,0.0
2024-12-14 1:53:13.569,-0.0034,0.0005,1.0024,25.06,0.0,0.0
2024-12-14 1:53:13.579,-0.0015,0.001,1.0088,25.06,0.0,0.0
2024-12-14 1:53:13.605,0.0,-0.002,1.0137,25.06,0.0,0.0
2024-12-14 1:53:13.615,0.0029,0.001,1.0112,25.25,0.0,0.0
2024-12-14 1:53:13.625,0.0015,0.0,1.0049,25.18,0.0,0.0
2024-12-14 1:53:13.649,-0.0005,0.002,1.0054,25.0,0.0,0.0
2024-12-14 1:53:13.659,-0.0024,0.0024,1.0034,25.06,0.0,0.0
2024-12-14 1:53:13.669,-0.001,0.002,1.0029,25.06,0.0,0.0
2024-12-14 1:53:13.679,0.002,-0.0005,1.0063,25.18,0.0,0.0
