Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 1:55:19.640,0.0015,-0.002,1.0078,25.0,0.0,0.0
2024-12-14 1:55:19.649,-0.001,-0.002,1.0049,25.06,0.0,0.0
2024-12-14 1:55:19.659,-0.0034,0.0005,1.0068,25.12,0.0,0.0
2024-12-14 1:55:19.669,-0.0005,0.0005,1.0083,25.06,0.0,0.0
2024-12-14 1:55:19.679,-0.0005,-0.001,1.0078,25.31,0.0,0.0
2024-12-14 1:55:19.705,0.0,0.0,1.0078,25.18,0.0,0.0
2024-12-14 1:55:19.715,0.0,-0.001,1.0054,25.12,0.0,0.0
2024-12-14 1:55:19.725,0.0034,0.0005,1.0073,25.0,0.0,0.0
2024-12-14 1:55:19.735,0.001,-0.0005,1.0063,25.12,0.0,0.0
2024-12-14 1:55:19.745,0.001,-0.0015,1.0044,25.06,0.0,0.0
2024-12-14 1:55:19.755,0.001,-0.0005,1.0029,25.0,0.0,0.0
2024-12-14 1:55:19.765,0.001,0.0,1.0073,25.06,0.0,0.0
2024-12-14 1:55:19.750,0.0,-0.001,1.0068,25.06,0.0,0.0
2024-12-14 1:55:19.760,0.001,0.0015,1.0083,25.12,0.0,0.0
2024-12-14 1:55:19.770,0.0,0.0,1.0039,25.06,0.0,0.0
2024-12-14 1:55:19.780,0.001,0.0024,1.0073,25.06,0.0,0.0
2024-12-14 1:55:19.804,0.0005,-0.001,1.0039,25.06,0.0,0.0
2024-12-14 1:55:19.814,-0.001,-0.0005,1.0063,25.12,0.0,0.0
2024-12-14 1:55:19.824,-0.001,0.0,1.0098,25.31,0.0,0.0
2024-12-14 1:55:19.850,-0.0024,0.001,1.0093,25.06,0.0,0.0
2024-12-14 1:55:19.860,-0.0039,0.0005,1.0059,25.18,0.0,0.0
2024-12-14 1:55:19.870,-0.0005,-0.0015,1.0054,25.12,0.0,0.0
2024-12-14 1:55:19.880,-0.001,-0.0005,1.0088,25.25,0.0,0.0
2024-12-14 1:55:19.890,-0.001,-0.002,1.0029,25.12,0.0,0.0
2024-12-14 1:55:19.900,0.001,-0.0005,1.0039,25.12,0.0,0.0
2024-12-14 1:55:19.910,0.0,0.0015,1.0078,25.25,0.0,0.0
2024-12-14 1:55:19.920,0.0015,0.001,1.0049,25.06,0.0,0.0
2024-12-14 1:55:19.904,0.0044,-0.0005,1.0034,25.18,0.0,0.0
2024-12-14 1:55:19.914,0.0005,-0.002,1.001,25.18,0.0,0.0
2024-12-14 1:55:19.924,0.0015,0.002,1.0078,25.18,0.0,0.0
2024-12-14 1:55:19.950,0.0,0.0,1.0044,25.18,0.0,0.0
2024-12-14 1:55:19.960,0.0,0.0015,1.0073,25.06,0.0,0.0
2024-12-14 1:55:19.970,0.0,-0.0015,1.0039,25.12,0.0,0.0
2024-12-14 1:55:19.980,0.0,-0.0005,1.0068,25.25,0.0,0.0
2024-12-14 1:55:20.0,0.0,-0.0005,1.0063,25.06,0.0,0.0
2024-12-14 1:55:20.10,-0.0005,-0.002,1.0078,25.06,0.0,0.0
2024-12-14 1:55:20.20,0.0,-0.0015,1.0073,25.18,0.0,0.0
2024-12-14 1:55:20.30,0.0005,0.002,1.0054,25.18,0.0,0.0
2024-12-14 1:55:20.40,-0.0005,-0.001,1.0059,25.12,0.0,0.0
2024-12-14 1:55:20.50,-0.0034,0.0015,1.0098,25.18,0.0,0.0
2024-12-14 1:55:20.60,-0.002,-0.002,1.0054,25.06,0.0,0.0
2024-12-14 1:55:20.49,-0.001,0.0,1.0063,25.06,0.0,0.0
2024-12-14 1:55:20.59,0.0005,0.0,1.0059,25.06,0.0,0.0
2024-12-14 1:55:20.69,0.001,0.0024,1.0049,25.06,0.0,0.0
2024-12-14 1:55:20.79,0.0029,0.0005,1.0044,25.12,0.0,0.0
2024-12-14 1:55:20.89,0.001,-0.0015,1.0054,25.06,0.0,0.0
2024-12-14 1:55:20.99,0.0049,0.001,1.002,25.06,0.0,0.0
2024-12-14 1:55:20.109,0.0015,0.0005,1.0049,25.0,0.0,0.0
