Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 8:0:48.15,0.001,-0.001,-0.0498,0.0,0.0,0.0,24.68,0.0,0.0,2025-02-07 17:03:47.645
2076-28-187 8:0:48.14,0.0005,-0.002,-0.0464,0.0,0.0,0.0,25.0,0.0,0.0,2025-02-07 17:03:47.681
2076-28-187 8:0:48.24,0.0034,0.0,-0.0439,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:47.691
2076-28-187 8:0:48.60,0.0,0.0,-0.0488,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:47.702
2076-28-187 8:0:48.70,0.002,0.001,-0.0479,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:47.710
2076-28-187 8:0:48.80,0.0015,-0.0024,-0.0488,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.720
2076-28-187 8:0:48.90,0.0024,0.001,-0.0454,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.731
2076-28-187 8:0:48.114,0.002,0.0015,-0.0459,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:47.741
2076-28-187 8:0:48.124,0.0015,-0.002,-0.0498,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.750
2076-28-187 8:0:48.134,0.0,-0.0024,-0.0483,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.760
2076-28-187 8:0:48.159,0.0024,-0.001,-0.0459,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.772
2076-28-187 8:0:48.169,0.002,-0.0015,-0.0522,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.780
2076-28-187 8:0:48.179,0.0,-0.002,-0.0454,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:47.790
2076-28-187 8:0:48.189,0.001,-0.001,-0.0459,0.0,0.0,0.0,24.68,0.0,0.0,2025-02-07 17:03:47.800
2076-28-187 8:0:48.199,0.002,-0.001,-0.0479,0.0,0.0,0.0,25.06,0.0,0.0,2025-02-07 17:03:47.810
2076-28-187 8:0:48.209,0.0034,-0.0005,-0.0483,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.820
2076-28-187 8:0:48.219,0.0024,0.0005,-0.0474,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:47.830
2076-28-187 8:0:48.229,0.001,0.0,-0.0444,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.840
2076-28-187 8:0:48.215,0.0015,0.0,-0.0459,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.850
2076-28-187 8:0:48.225,0.0015,0.0,-0.0449,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.860
2076-28-187 8:0:48.235,0.0015,-0.001,-0.0469,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.870
2076-28-187 8:0:48.259,0.0029,-0.0015,-0.0459,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.882
2076-28-187 8:0:48.269,0.0015,-0.001,-0.0479,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.890
2076-28-187 8:0:48.279,0.001,-0.0024,-0.0459,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:47.900
2076-28-187 8:0:48.289,0.0024,0.0005,-0.0469,0.0,0.0,0.0,25.06,0.0,0.0,2025-02-07 17:03:47.910
2076-28-187 8:0:48.299,0.0005,-0.0015,-0.0439,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:47.920
2076-28-187 8:0:48.309,0.0024,-0.0039,-0.042,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.929
2076-28-187 8:0:48.319,0.0015,0.0,-0.0464,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:47.940
2076-28-187 8:0:48.329,0.0044,0.0,-0.0454,0.0,0.0,0.0,24.68,0.0,0.0,2025-02-07 17:03:47.950
2076-28-187 8:0:48.315,0.0,-0.0005,-0.0479,0.0,0.0,0.0,25.06,0.0,0.0,2025-02-07 17:03:47.960
2076-28-187 8:0:48.325,0.0,0.0,-0.0464,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:47.969
2076-28-187 8:0:48.335,0.0015,-0.002,-0.0474,0.0,0.0,0.0,25.0,0.0,0.0,2025-02-07 17:03:47.979
2076-28-187 8:0:48.345,0.001,-0.002,-0.0479,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:47.990
2076-28-187 8:0:48.364,-0.0005,-0.002,-0.0493,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:48.000
2076-28-187 8:0:48.374,0.002,-0.0044,-0.0493,0.0,0.0,0.0,25.0,0.0,0.0,2025-02-07 17:03:48.009
2076-28-187 8:0:48.384,0.0029,0.0,-0.0459,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:48.019
2076-28-187 8:0:48.409,0.0024,-0.0005,-0.0479,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:48.031
2076-28-187 8:0:48.419,0.0005,-0.0015,-0.0488,0.0,0.0,0.0,24.68,0.0,0.0,2025-02-07 17:03:48.039
2076-28-187 8:0:48.429,0.0015,-0.0024,-0.0464,0.0,0.0,0.0,24.62,0.0,0.0,2025-02-07 17:03:48.049
2076-28-187 8:0:48.439,0.0005,0.0,-0.0479,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:48.059
2076-28-187 8:0:48.449,0.0015,-0.0015,-0.0483,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:48.069
2076-28-187 8:0:48.459,-0.0005,-0.002,-0.0459,0.0,0.0,0.0,24.68,0.0,0.0,2025-02-07 17:03:48.079
2076-28-187 8:0:48.469,0.0015,-0.002,-0.0493,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:48.089
2076-28-187 8:0:48.460,0.0,0.0,-0.0474,0.0,0.0,0.0,24.87,0.0,0.0,2025-02-07 17:03:48.101
2076-28-187 8:0:48.470,0.0,0.0,-0.0464,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:48.109
2076-28-187 8:0:48.480,0.0005,-0.0005,-0.0469,0.0,0.0,0.0,24.81,0.0,0.0,2025-02-07 17:03:48.119
2076-28-187 8:0:48.490,0.0005,0.0,-0.0488,0.0,0.0,0.0,24.74,0.0,0.0,2025-02-07 17:03:48.129
