Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 1:54:41.124,0.001,-0.002,1.0044,25.06,0.0,0.0
2024-12-14 1:54:41.134,-0.0005,0.001,1.0044,25.06,0.0,0.0
2024-12-14 1:54:41.144,0.001,0.0005,1.0063,25.06,0.0,0.0
2024-12-14 1:54:41.154,0.0,0.0005,1.0059,25.25,0.0,0.0
2024-12-14 1:54:41.164,0.0005,0.001,1.0078,25.06,0.0,0.0
2024-12-14 1:54:41.174,0.0,-0.0005,1.0054,25.12,0.0,0.0
2024-12-14 1:54:41.184,0.0005,0.0,1.0078,25.25,0.0,0.0
2024-12-14 1:54:41.154,-0.001,0.0,1.002,25.12,0.0,0.0
2024-12-14 1:54:41.164,-0.001,-0.001,1.0054,25.06,0.0,0.0
2024-12-14 1:54:41.174,-0.0005,-0.001,1.0029,25.0,0.0,0.0
2024-12-14 1:54:41.184,0.001,-0.001,1.0078,25.12,0.0,0.0
2024-12-14 1:54:41.194,0.0,-0.0034,1.0107,25.06,0.0,0.0
2024-12-14 1:54:41.255,0.002,0.0005,1.0059,25.06,0.0,0.0
2024-12-14 1:54:41.265,0.0,-0.0005,1.0059,25.0,0.0,0.0
2024-12-14 1:54:41.275,0.0,-0.0015,1.0063,25.31,0.0,0.0
2024-12-14 1:54:41.285,0.0024,-0.0024,1.002,25.25,0.0,0.0
2024-12-14 1:54:41.299,0.0,0.0,1.0054,25.12,0.0,0.0
2024-12-14 1:54:41.309,0.002,0.0015,1.0063,24.87,0.0,0.0
2024-12-14 1:54:41.319,0.001,0.0,1.0059,25.25,0.0,0.0
2024-12-14 1:54:41.329,0.0,0.001,1.0029,25.06,0.0,0.0
2024-12-14 1:54:41.355,0.0005,0.0015,1.0078,25.06,0.0,0.0
2024-12-14 1:54:41.365,0.0,-0.0005,1.0059,25.25,0.0,0.0
2024-12-14 1:54:41.375,-0.0029,0.0005,1.0039,25.06,0.0,0.0
2024-12-14 1:54:41.385,0.0,0.0,1.0049,25.06,0.0,0.0
2024-12-14 1:54:41.395,0.0,0.001,1.0049,25.18,0.0,0.0
2024-12-14 1:54:41.405,-0.0005,-0.0005,1.0059,25.25,0.0,0.0
2024-12-14 1:54:41.415,0.0015,-0.0029,1.0093,25.12,0.0,0.0
2024-12-14 1:54:41.399,0.0015,0.0,1.0054,25.06,0.0,0.0
2024-12-14 1:54:41.409,0.0,0.001,1.0039,25.25,0.0,0.0
2024-12-14 1:54:41.419,0.0005,-0.0005,1.0059,25.06,0.0,0.0
2024-12-14 1:54:41.429,0.0005,-0.0005,1.0034,25.18,0.0,0.0
2024-12-14 1:54:41.455,0.0,0.0005,1.0083,25.06,0.0,0.0
2024-12-14 1:54:41.465,0.0005,0.0015,1.0059,25.18,0.0,0.0
2024-12-14 1:54:41.475,0.0005,-0.0005,1.0068,25.25,0.0,0.0
2024-12-14 1:54:41.485,0.0,0.0005,1.0063,25.18,0.0,0.0
2024-12-14 1:54:41.505,-0.0005,-0.0005,1.0015,25.18,0.0,0.0
2024-12-14 1:54:41.515,0.0,0.002,1.0029,25.18,0.0,0.0
2024-12-14 1:54:41.525,-0.0024,0.0,1.0049,25.18,0.0,0.0
2024-12-14 1:54:41.535,-0.001,0.001,1.0029,25.18,0.0,0.0
2024-12-14 1:54:41.545,0.0005,0.001,1.0078,25.06,0.0,0.0
2024-12-14 1:54:41.555,0.0,0.0005,1.0063,25.18,0.0,0.0
2024-12-14 1:54:41.565,0.0,-0.0015,1.0073,25.12,0.0,0.0
2024-12-14 1:54:41.554,0.001,-0.001,1.0068,25.12,0.0,0.0
2024-12-14 1:54:41.564,-0.002,-0.0005,1.0054,25.06,0.0,0.0
2024-12-14 1:54:41.574,0.0,0.0,1.0073,25.12,0.0,0.0
