Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2025-2-5 4:0:27.685,0.5845,0.0117,0.0142,0.0,0.1831,0.6714,28.09,106.60250233,35.20429067,2025-02-05 04:00:24.584
2025-2-5 4:0:27.695,0.5859,0.0137,0.0132,-0.2441,0.0,0.1831,27.96,0.0,0.0,2025-02-05 04:00:24.621
2025-2-5 4:0:27.705,0.5859,0.0127,0.0176,-0.3662,0.061,0.2441,27.77,0.0,0.0,2025-02-05 04:00:24.630
2025-2-5 4:0:27.715,0.583,0.0117,0.0166,0.0,0.2441,0.1221,27.83,0.0,0.0,2025-02-05 04:00:24.640
2025-2-5 4:0:27.725,0.583,0.0117,0.0156,0.0,0.1221,0.1831,28.02,0.0,0.0,2025-02-05 04:00:24.649
2025-2-5 4:0:27.735,0.5854,0.0117,0.0112,-0.061,0.0,0.2441,27.77,0.0,0.0,2025-02-05 04:00:24.659
2025-2-5 4:0:27.745,0.5869,0.0122,0.0142,-0.4272,0.061,0.0,27.71,0.0,0.0,2025-02-05 04:00:24.669
2025-2-5 4:0:27.755,0.583,0.0146,0.0161,-0.3662,0.0,0.0,27.71,0.0,0.0,2025-02-05 04:00:24.679
2025-2-5 4:0:27.765,0.584,0.0161,0.0156,-0.3052,-0.061,-0.061,27.96,0.0,0.0,2025-02-05 04:00:24.689
2025-2-5 4:0:27.775,0.5854,0.0103,0.0127,-0.8545,0.0,0.061,27.96,0.0,0.0,2025-02-05 04:00:24.699
2025-2-5 4:0:27.785,0.585,0.0166,0.0132,-1.2207,-0.1831,0.0,28.02,0.0,0.0,2025-02-05 04:00:24.709
2025-2-5 4:0:27.795,0.5825,0.0142,0.0107,-1.4648,-0.061,0.0,28.02,0.0,0.0,2025-02-05 04:00:24.719
2025-2-5 4:0:27.805,0.5854,0.0127,0.0112,-1.5259,0.0,0.061,28.02,0.0,0.0,2025-02-05 04:00:24.729
2025-2-5 4:0:27.815,0.5845,0.0103,0.0181,-1.2817,-0.061,-0.1831,27.77,0.0,0.0,2025-02-05 04:00:24.739
2025-2-5 4:0:27.825,0.5869,0.0117,0.0171,-1.0986,0.0,-0.061,27.71,0.0,0.0,2025-02-05 04:00:24.749
2025-2-5 4:0:27.835,0.5884,0.0107,0.0156,-1.709,-0.1831,0.0,27.96,0.0,0.0,2025-02-05 04:00:24.759
2025-2-5 4:0:27.845,0.584,0.0107,0.0151,-2.0752,0.0,-0.061,27.83,0.0,0.0,2025-02-05 04:00:24.769
2025-2-5 4:0:27.855,0.5854,0.0112,0.0176,-1.6479,0.0,-0.061,27.71,0.0,0.0,2025-02-05 04:00:24.779
2025-2-5 4:0:27.865,0.5835,0.0093,0.0156,-1.2817,-0.1831,-0.2441,27.83,0.0,0.0,2025-02-05 04:00:24.789
2025-2-5 4:0:27.875,0.5845,0.0083,0.0137,-1.8921,-0.2441,-0.4883,27.77,0.0,0.0,2025-02-05 04:00:24.799
2025-2-5 4:0:27.885,0.5869,0.0088,0.0181,-1.8311,-0.4272,-0.3662,27.96,0.0,0.0,2025-02-05 04:00:24.809
2025-2-5 4:0:27.895,0.5835,0.0137,0.0176,-1.0986,-0.3662,-0.4883,27.83,0.0,0.0,2025-02-05 04:00:24.819
2025-2-5 4:0:27.905,0.5835,0.0132,0.0166,-0.5493,-0.3052,-0.7324,28.02,0.0,0.0,2025-02-05 04:00:24.828
2025-2-5 4:0:27.915,0.585,0.0093,0.0181,-0.4883,-0.4272,-0.7324,27.83,0.0,0.0,2025-02-05 04:00:24.838
2025-2-5 4:0:27.925,0.5874,0.0093,0.0151,-0.3052,-0.5493,-0.6104,27.77,0.0,0.0,2025-02-05 04:00:24.848
2025-2-5 4:0:27.935,0.5825,0.0117,0.0127,0.1221,-0.2441,-0.4272,27.71,0.0,0.0,2025-02-05 04:00:24.858
2025-2-5 4:0:27.945,0.5864,0.0093,0.0161,0.4272,-0.3052,-0.5493,27.83,0.0,0.0,2025-02-05 04:00:24.868
2025-2-5 4:0:27.955,0.5854,0.0137,0.0171,0.3662,-0.4272,-0.6714,27.96,0.0,0.0,2025-02-05 04:00:24.878
2025-2-5 4:0:27.965,0.585,0.0112,0.0166,0.3662,-0.5493,-0.7324,28.02,0.0,0.0,2025-02-05 04:00:24.888
2025-2-5 4:0:27.975,0.584,0.0127,0.0161,0.4272,-0.3662,-0.7935,28.09,0.0,0.0,2025-02-05 04:00:24.898
2025-2-5 4:0:27.985,0.5801,0.0171,0.0103,0.5493,-0.4883,-0.6104,27.83,0.0,0.0,2025-02-05 04:00:24.908
2025-2-5 4:0:27.995,0.5859,0.0156,0.0107,-0.7935,-0.4883,-0.6104,27.83,0.0,0.0,2025-02-05 04:00:24.918
2025-2-5 4:0:28.5,0.5835,0.0122,0.0132,-1.2817,-0.4883,-0.3662,27.96,0.0,0.0,2025-02-05 04:00:24.928
2025-2-5 4:0:28.15,0.5835,0.0112,0.0137,-1.5869,-0.1831,-0.3662,28.09,0.0,0.0,2025-02-05 04:00:24.938
2025-2-5 4:0:28.25,0.584,0.0098,0.0166,-0.9766,-0.1221,-0.2441,27.77,0.0,0.0,2025-02-05 04:00:24.948
2025-2-5 4:0:28.35,0.582,0.0146,0.0103,-0.9766,-0.3052,-0.3662,27.96,0.0,0.0,2025-02-05 04:00:24.958
2025-2-5 4:0:28.45,0.5845,0.0156,0.0146,-2.0142,-0.2441,-0.061,28.09,0.0,0.0,2025-02-05 04:00:24.968
2025-2-5 4:0:28.55,0.584,0.0103,0.0156,-2.3804,-0.061,0.061,28.02,0.0,0.0,2025-02-05 04:00:24.978
2025-2-5 4:0:28.65,0.5859,0.0088,0.0127,-2.2583,0.0,0.1831,28.09,0.0,0.0,2025-02-05 04:00:24.988
2025-2-5 4:0:28.75,0.5864,0.0137,0.0151,-1.8921,0.061,0.1831,27.71,0.0,0.0,2025-02-05 04:00:24.998
2025-2-5 4:0:28.85,0.582,0.0127,0.0146,-1.9531,0.0,0.0,27.96,0.0,0.0,2025-02-05 04:00:25.008
2025-2-5 4:0:28.95,0.5845,0.0132,0.0161,-1.4038,0.061,0.3052,27.96,0.0,0.0,2025-02-05 04:00:25.018
2025-2-5 4:0:28.105,0.5854,0.0146,0.0156,-1.2207,0.0,0.1221,27.83,0.0,0.0,2025-02-05 04:00:25.028
2025-2-5 4:0:28.115,0.5825,0.0156,0.0127,-1.0986,-0.061,0.061,27.71,0.0,0.0,2025-02-05 04:00:25.038
2025-2-5 4:0:28.125,0.5845,0.0151,0.0166,-0.6714,-0.061,0.061,27.77,0.0,0.0,2025-02-05 04:00:25.048
2025-2-5 4:0:28.135,0.585,0.0127,0.0146,-0.7935,0.0,0.0,27.71,0.0,0.0,2025-02-05 04:00:25.057
2025-2-5 4:0:28.145,0.5815,0.0127,0.0132,-0.7324,0.061,0.0,27.71,0.0,0.0,2025-02-05 04:00:25.067
2025-2-5 4:0:28.155,0.585,0.0112,0.0122,-0.9766,0.0,-0.1221,28.02,0.0,0.0,2025-02-05 04:00:25.077
2025-2-5 4:0:28.165,0.585,0.0112,0.0132,-1.1597,-0.4272,-0.3662,27.77,0.0,0.0,2025-02-05 04:00:25.087
2025-2-5 4:0:28.175,0.5854,0.0122,0.0132,-1.4648,-0.5493,-0.7935,27.71,0.0,0.0,2025-02-05 04:00:25.098
2025-2-5 4:0:28.185,0.5845,0.0127,0.0127,-1.77,-0.8545,-0.7324,27.96,0.0,0.0,2025-02-05 04:00:25.108
2025-2-5 4:0:28.195,0.5854,0.0137,0.0142,-2.0142,-0.7324,-1.0376,27.71,0.0,0.0,2025-02-05 04:00:25.118
2025-2-5 4:0:28.205,0.5845,0.0146,0.0117,-2.1973,-0.7324,-0.9766,27.96,0.0,0.0,2025-02-05 04:00:25.128
2025-2-5 4:0:28.215,0.582,0.0117,0.0146,-2.1362,-0.5493,-0.8545,27.71,0.0,0.0,2025-02-05 04:00:25.138
2025-2-5 4:0:28.225,0.5845,0.0127,0.0151,-2.2583,-0.4272,-0.5493,27.46,0.0,0.0,2025-02-05 04:00:25.148
2025-2-5 4:0:28.235,0.585,0.0122,0.0127,-1.8311,-0.1221,-0.1221,27.58,0.0,0.0,2025-02-05 04:00:25.157
2025-2-5 4:0:28.245,0.583,0.0127,0.0132,-0.9155,0.1221,0.5493,28.09,0.0,0.0,2025-02-05 04:00:25.167
2025-2-5 4:0:28.255,0.5864,0.0132,0.0137,-0.6714,0.3662,0.6714,27.96,0.0,0.0,2025-02-05 04:00:25.177
2025-2-5 4:0:28.265,0.5825,0.0156,0.0156,-0.2441,0.9155,1.2817,27.83,0.0,0.0,2025-02-05 04:00:25.187
2025-2-5 4:0:28.275,0.584,0.0132,0.0122,-0.3052,1.2207,1.8921,27.96,0.0,0.0,2025-02-05 04:00:25.197
2025-2-5 4:0:28.285,0.583,0.0239,0.0127,0.4883,1.8311,2.6855,28.02,0.0,0.0,2025-02-05 04:00:25.207
2025-2-5 4:0:28.295,0.5854,0.0293,0.0112,1.8921,2.0752,2.8076,27.83,0.0,0.0,2025-02-05 04:00:25.217
2025-2-5 4:0:28.305,0.5854,0.0063,0.0122,-1.9531,1.1597,2.0142,28.15,0.0,0.0,2025-02-05 04:00:25.227
2025-2-5 4:0:28.315,0.5874,0.0132,0.0137,-2.9297,0.9155,1.6479,27.96,0.0,0.0,2025-02-05 04:00:25.236
2025-2-5 4:0:28.325,0.5825,0.0137,0.0156,-3.1738,0.8545,1.5259,28.09,0.0,0.0,2025-02-05 04:00:25.246
2025-2-5 4:0:28.335,0.5845,0.0181,0.0103,-3.2959,0.8545,1.4648,27.71,0.0,0.0,2025-02-05 04:00:25.256
2025-2-5 4:0:28.345,0.5835,0.0132,0.0122,-5.0049,0.8545,1.709,27.96,0.0,0.0,2025-02-05 04:00:25.266
2025-2-5 4:0:28.355,0.5854,0.0088,0.0132,-7.019,0.7935,1.6479,27.77,0.0,0.0,2025-02-05 04:00:25.276
