Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2025-2-5 5:50:11.679,0.0005,0.0005,0.0229,0.0,0.0,0.0,28.21,106.60255367,35.2044525,2025-02-05 05:50:11.749
2025-2-5 5:50:11.649,-0.001,0.002,0.0225,0.8545,0.0,0.0,28.28,106.60255383,35.2044525,2025-02-05 05:50:11.785
2025-2-5 5:50:11.659,0.0,-0.0024,0.0181,0.7324,-0.1221,0.0,28.09,106.60255383,35.2044525,2025-02-05 05:50:11.793
2025-2-5 5:50:11.669,0.0,-0.002,0.022,0.7935,-0.2441,-0.3662,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.803
2025-2-5 5:50:11.679,-0.0005,0.0,0.0205,0.6104,-0.1831,-0.3052,28.34,106.60255383,35.2044525,2025-02-05 05:50:11.813
2025-2-5 5:50:11.689,-0.0034,-0.0005,0.0225,1.4038,0.0,0.0,28.34,106.60255383,35.2044525,2025-02-05 05:50:11.823
2025-2-5 5:50:11.750,-0.0005,0.0005,0.0234,1.5869,-0.061,-0.1221,28.34,106.60255383,35.2044525,2025-02-05 05:50:11.835
2025-2-5 5:50:11.760,-0.0005,0.0015,0.0244,1.2817,-0.061,0.0,28.15,106.60255383,35.2044525,2025-02-05 05:50:11.843
2025-2-5 5:50:11.770,-0.001,0.0005,0.0186,1.2817,0.0,0.0,28.28,106.60255383,35.2044525,2025-02-05 05:50:11.853
2025-2-5 5:50:11.780,-0.0015,-0.001,0.021,1.2817,-0.1831,-0.1831,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.863
2025-2-5 5:50:11.790,-0.0024,-0.0005,0.0229,0.9766,0.0,-0.1221,28.28,106.60255383,35.2044525,2025-02-05 05:50:11.873
2025-2-5 5:50:11.800,0.0,-0.0005,0.0186,0.7935,0.0,0.1221,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.883
2025-2-5 5:50:11.810,-0.001,0.0,0.0229,0.2441,-0.061,-0.1831,28.09,106.60255383,35.2044525,2025-02-05 05:50:11.893
2025-2-5 5:50:11.820,0.0,0.0,0.0205,0.061,-0.061,-0.1221,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.903
2025-2-5 5:50:11.830,-0.0034,0.0015,0.0239,0.061,0.1221,0.1221,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.913
2025-2-5 5:50:11.840,-0.0015,0.0039,0.019,-0.2441,0.1221,0.0,28.15,106.60255383,35.2044525,2025-02-05 05:50:11.923
2025-2-5 5:50:11.850,-0.0034,-0.001,0.0195,-0.2441,0.1221,0.4272,28.15,106.60255383,35.2044525,2025-02-05 05:50:11.933
2025-2-5 5:50:11.860,0.0,0.001,0.0225,-0.5493,0.1831,0.1221,28.34,106.60255383,35.2044525,2025-02-05 05:50:11.943
2025-2-5 5:50:11.870,-0.0015,0.0005,0.021,-0.6104,0.1831,0.1831,28.21,106.60255383,35.2044525,2025-02-05 05:50:11.953
