Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 8:0:43.174,0.1777,-0.1699,0.7705,-7.8125,14.5264,-9.0942,5.25,0.0,0.0,2025-02-05 06:43:54.499
2076-28-187 8:0:43.184,0.1885,-0.1733,0.7798,-7.0801,13.4277,-9.3384,5.0,0.0,0.0,2025-02-05 06:43:54.509
2076-28-187 8:0:43.210,0.1846,-0.167,0.772,-6.2866,9.9487,-9.3994,4.87,0.0,0.0,2025-02-05 06:43:54.521
2076-28-187 8:0:43.220,0.1821,-0.1611,0.771,-5.249,8.728,-7.8735,4.87,0.0,0.0,2025-02-05 06:43:54.530
2076-28-187 8:0:43.230,0.1807,-0.1694,0.769,-4.5776,9.1553,-7.3853,4.87,0.0,0.0,2025-02-05 06:43:54.540
2076-28-187 8:0:43.240,0.1851,-0.1675,0.7651,-3.6011,10.5591,-6.6528,5.0,0.0,0.0,2025-02-05 06:43:54.550
2076-28-187 8:0:43.250,0.1807,-0.1665,0.7637,-2.4414,10.6201,-6.4697,4.87,0.0,0.0,2025-02-05 06:43:54.560
2076-28-187 8:0:43.260,0.1816,-0.167,0.751,-2.0752,10.8032,-6.5918,5.0,0.0,0.0,2025-02-05 06:43:54.570
2076-28-187 8:0:43.270,0.1826,-0.1743,0.7451,-1.5259,10.1318,-5.3711,4.81,0.0,0.0,2025-02-05 06:43:54.580
2076-28-187 8:0:43.280,0.1841,-0.1733,0.7407,-1.2817,9.7046,-5.7373,4.81,0.0,0.0,2025-02-05 06:43:54.591
2076-28-187 8:0:43.264,0.1777,-0.1685,0.7285,-1.4648,8.3008,-4.9438,5.12,0.0,0.0,2025-02-05 06:43:54.601
2076-28-187 8:0:43.274,0.1807,-0.1719,0.7256,-1.77,3.7842,-4.5166,5.06,0.0,0.0,2025-02-05 06:43:54.611
2076-28-187 8:0:43.284,0.1875,-0.1709,0.7417,-1.5869,2.8076,-2.9907,5.06,0.0,0.0,2025-02-05 06:43:54.621
2076-28-187 8:0:43.310,0.186,-0.1675,0.7349,-1.9531,3.8452,-2.9297,5.25,0.0,0.0,2025-02-05 06:43:54.633
2076-28-187 8:0:43.320,0.1885,-0.1616,0.7407,-2.0752,3.9062,-3.54,5.0,0.0,0.0,2025-02-05 06:43:54.641
2076-28-187 8:0:43.330,0.1953,-0.1646,0.7446,-1.9531,4.0283,-5.3101,5.18,0.0,0.0,2025-02-05 06:43:54.651
2076-28-187 8:0:43.340,0.1797,-0.1704,0.7393,-1.8311,2.1362,-4.5166,4.81,0.0,0.0,2025-02-05 06:43:54.661
2076-28-187 8:0:43.350,0.1807,-0.1704,0.7456,-1.6479,1.2817,-3.1128,4.81,0.0,0.0,2025-02-05 06:43:54.671
2076-28-187 8:0:43.360,0.1841,-0.1743,0.7388,-1.4648,0.061,-2.1362,5.06,0.0,0.0,2025-02-05 06:43:54.681
2076-28-187 8:0:43.370,0.1943,-0.1709,0.7456,-1.5869,0.6104,-2.3193,5.06,0.0,0.0,2025-02-05 06:43:54.692
2076-28-187 8:0:43.380,0.1943,-0.1743,0.7466,-1.4648,1.4038,-2.0752,5.0,0.0,0.0,2025-02-05 06:43:54.702
2076-28-187 8:0:43.364,0.1919,-0.1704,0.7441,-1.0376,1.2817,-1.709,4.81,0.0,0.0,2025-02-05 06:43:54.712
2076-28-187 8:0:43.374,0.188,-0.1729,0.7402,-0.8545,1.1597,-1.5259,4.81,0.0,0.0,2025-02-05 06:43:54.722
2076-28-187 8:0:43.384,0.1934,-0.1714,0.7427,-0.9155,1.4648,-1.4038,5.0,0.0,0.0,2025-02-05 06:43:54.732
2076-28-187 8:0:43.409,0.186,-0.1724,0.7383,-0.7324,1.0376,-1.0986,5.12,0.0,0.0,2025-02-05 06:43:54.744
2076-28-187 8:0:43.419,0.1895,-0.1753,0.7466,-0.7324,0.6714,-0.9155,5.0,0.0,0.0,2025-02-05 06:43:54.752
2076-28-187 8:0:43.429,0.187,-0.1748,0.7373,-0.6714,-1.1597,-0.3662,5.06,0.0,0.0,2025-02-05 06:43:54.762
2076-28-187 8:0:43.439,0.188,-0.1743,0.7388,-0.4272,-1.5259,-0.1221,5.0,0.0,0.0,2025-02-05 06:43:54.773
2076-28-187 8:0:43.460,0.1899,-0.1729,0.7417,-0.1831,-1.5869,0.1221,4.87,0.0,0.0,2025-02-05 06:43:54.784
2076-28-187 8:0:43.470,0.1943,-0.1763,0.7437,-0.1221,-0.7935,0.3052,5.0,0.0,0.0,2025-02-05 06:43:54.793
2076-28-187 8:0:43.480,0.1943,-0.1738,0.7383,-0.2441,-1.3428,0.4883,5.06,0.0,0.0,2025-02-05 06:43:54.803
2076-28-187 8:0:43.490,0.1899,-0.1753,0.7432,-0.1831,-1.0986,0.4272,5.0,0.0,0.0,2025-02-05 06:43:54.813
2076-28-187 8:0:43.500,0.1924,-0.1729,0.7437,0.1221,-1.2817,0.9155,5.12,0.0,0.0,2025-02-05 06:43:54.823
2076-28-187 8:0:43.510,0.1919,-0.1743,0.7334,0.1221,-1.5259,0.7324,5.12,0.0,0.0,2025-02-05 06:43:54.833
2076-28-187 8:0:43.520,0.1919,-0.1763,0.7388,-0.061,-2.9297,0.7935,5.06,0.0,0.0,2025-02-05 06:43:54.843
2076-28-187 8:0:43.509,0.1934,-0.168,0.7441,0.1831,-2.0752,0.7935,5.18,0.0,0.0,2025-02-05 06:43:54.855
2076-28-187 8:0:43.519,0.1958,-0.1655,0.7417,0.0,-1.9531,0.7324,5.12,0.0,0.0,2025-02-05 06:43:54.864
2076-28-187 8:0:43.529,0.1938,-0.1772,0.7417,0.061,-1.3428,0.9155,5.12,0.0,0.0,2025-02-05 06:43:54.874
2076-28-187 8:0:43.539,0.1934,-0.1738,0.7437,0.3662,-1.0376,0.9155,5.12,0.0,0.0,2025-02-05 06:43:54.884
2076-28-187 8:0:43.560,0.2012,-0.1611,0.7456,0.2441,0.3052,0.9766,4.87,0.0,0.0,2025-02-05 06:43:54.896
2076-28-187 8:0:43.570,0.2061,-0.1528,0.748,-0.1221,0.5493,1.5259,5.18,0.0,0.0,2025-02-05 06:43:54.904
2076-28-187 8:0:43.580,0.1943,-0.1802,0.7412,-0.1831,-0.4883,0.8545,5.0,0.0,0.0,2025-02-05 06:43:54.914
2076-28-187 8:0:43.590,0.1841,-0.1851,0.7412,-0.1831,-1.0376,1.2207,5.18,0.0,0.0,2025-02-05 06:43:54.925
2076-28-187 8:0:43.614,0.1797,-0.1909,0.7339,0.061,0.9155,0.4883,5.06,0.0,0.0,2025-02-05 06:43:54.935
2076-28-187 8:0:43.624,0.1914,-0.1782,0.7456,-0.061,-0.2441,0.7324,5.0,0.0,0.0,2025-02-05 06:43:54.945
2076-28-187 8:0:43.634,0.1953,-0.1738,0.7441,0.061,-0.6104,0.8545,5.0,0.0,0.0,2025-02-05 06:43:54.955
2076-28-187 8:0:43.644,0.1982,-0.1772,0.7466,0.0,-0.9766,0.6714,5.12,0.0,0.0,2025-02-05 06:43:54.965
2076-28-187 8:0:43.654,0.1973,-0.1763,0.7466,0.0,0.4883,0.7935,5.12,0.0,0.0,2025-02-05 06:43:54.975
2076-28-187 8:0:43.664,0.1968,-0.1753,0.7466,0.1831,1.6479,0.5493,5.25,0.0,0.0,2025-02-05 06:43:54.985
2076-28-187 8:0:43.674,0.1987,-0.1772,0.7422,0.1831,2.7466,0.3662,4.87,0.0,0.0,2025-02-05 06:43:54.995
2076-28-187 8:0:43.659,0.1953,-0.1758,0.7407,0.6714,2.3193,0.3052,5.12,0.0,0.0,2025-02-05 06:43:55.007
2076-28-187 8:0:43.669,0.1938,-0.1748,0.7451,0.4272,1.77,0.061,5.06,0.0,0.0,2025-02-05 06:43:55.015
2076-28-187 8:0:43.679,0.2578,-0.1333,0.7446,0.061,2.3193,-5.5542,5.0,0.0,0.0,2025-02-05 06:43:55.026
2076-28-187 8:0:43.689,0.2178,-0.167,0.7437,0.9766,-1.8311,-4.5166,5.06,0.0,0.0,2025-02-05 06:43:55.036
2076-28-187 8:0:43.715,0.1992,-0.1675,0.7583,0.5493,6.0425,-5.3711,4.87,0.0,0.0,2025-02-05 06:43:55.046
2076-28-187 8:0:43.725,0.1948,-0.1821,0.7305,0.2441,6.958,-6.1646,5.0,0.0,0.0,2025-02-05 06:43:55.056
2076-28-187 8:0:43.735,0.2129,-0.1758,0.7256,-0.6104,-2.3804,-8.9111,5.0,0.0,0.0,2025-02-05 06:43:55.066
2076-28-187 8:0:43.745,0.2002,-0.1836,0.7261,-1.77,-9.4604,-9.7046,5.0,0.0,0.0,2025-02-05 06:43:55.076
2076-28-187 8:0:43.755,0.1841,-0.1797,0.7217,-2.5635,-19.3481,-9.4604,5.12,0.0,0.0,2025-02-05 06:43:55.086
2076-28-187 8:0:43.765,0.1572,-0.1802,0.7261,-2.8076,-29.0527,-6.5918,5.12,0.0,0.0,2025-02-05 06:43:55.096
2076-28-187 8:0:43.775,0.1709,-0.1763,0.7559,-3.2959,-36.7432,-4.6997,5.31,0.0,0.0,2025-02-05 06:43:55.106
2076-28-187 8:0:43.759,0.1802,-0.1782,0.7549,-4.2725,-42.9688,-1.3428,5.12,0.0,0.0,2025-02-05 06:43:55.118
2076-28-187 8:0:43.769,0.1802,-0.1738,0.7676,-4.6387,-44.6777,0.1831,5.18,0.0,0.0,2025-02-05 06:43:55.127
2076-28-187 8:0:43.779,0.2119,-0.1826,0.7783,-5.249,-32.5928,1.0376,4.87,0.0,0.0,2025-02-05 06:43:55.137
2076-28-187 8:0:43.789,0.2241,-0.1724,0.772,-3.479,-16.7236,-0.6714,5.25,0.0,0.0,2025-02-05 06:43:55.147
2076-28-187 8:0:43.815,0.2217,-0.1689,0.7739,-2.8687,-4.5166,-1.5869,5.12,0.0,0.0,2025-02-05 06:43:55.157
2076-28-187 8:0:43.825,0.2085,-0.1724,0.7515,-2.5635,-3.54,-2.1362,4.81,0.0,0.0,2025-02-05 06:43:55.167
2076-28-187 8:0:43.835,0.2119,-0.1694,0.7637,-2.6245,-8.3618,-2.8076,5.12,0.0,0.0,2025-02-05 06:43:55.177
2076-28-187 8:0:43.859,0.2119,-0.1714,0.7612,-3.479,-9.8267,-3.0518,5.18,0.0,0.0,2025-02-05 06:43:55.189
