Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 8:0:46.804,0.0073,-0.0029,-0.0874,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.814,0.0083,-0.0005,-0.0796,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.824,0.0078,-0.0044,-0.0815,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.810,0.0068,-0.0015,-0.0815,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.820,0.0088,-0.0015,-0.0835,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.830,0.0083,-0.0024,-0.0825,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.840,0.0054,-0.0015,-0.084,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.864,0.0068,-0.0005,-0.083,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.874,0.0073,-0.0015,-0.0845,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.884,0.0088,-0.0005,-0.0825,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.894,0.0078,-0.0024,-0.082,0.0,0.0,0.0,25.82,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.904,0.0083,-0.0029,-0.082,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.914,0.0088,-0.0015,-0.0815,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.924,0.0073,-0.0039,-0.0825,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.909,0.0088,-0.002,-0.0771,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.919,0.0054,-0.0029,-0.0791,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.929,0.0083,-0.0005,-0.0801,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.939,0.0073,-0.001,-0.0864,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.949,0.0068,-0.0049,-0.0806,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.959,0.0103,0.0,-0.0815,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.969,0.0068,0.0,-0.0801,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.979,0.0068,-0.002,-0.082,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.989,0.0098,0.0,-0.084,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:46.999,0.0083,-0.001,-0.082,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.9,0.0068,-0.002,-0.0791,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.60,0.0078,-0.0029,-0.0825,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.70,0.0083,-0.002,-0.0786,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.80,0.0078,-0.0034,-0.0815,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.90,0.0073,-0.0024,-0.0825,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.114,0.0068,-0.0005,-0.0811,0.0,0.0,0.0,25.88,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.124,0.0073,-0.002,-0.0801,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.134,0.0073,-0.0015,-0.0796,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.144,0.0088,-0.0029,-0.0815,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.164,0.0083,-0.002,-0.0796,0.0,0.0,0.0,25.75,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.174,0.0088,-0.002,-0.0806,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.184,0.0083,-0.0015,-0.084,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.210,0.0088,0.0,-0.0801,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.220,0.0049,-0.0044,-0.0786,0.0,0.0,0.0,25.75,0.0,0.0,2025-01-26 14:27:18
2076-28-187 8:0:47.230,0.0083,-0.0034,-0.0806,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.240,0.0083,-0.0015,-0.0815,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.250,0.0088,-0.0015,-0.0835,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.260,0.0063,-0.0024,-0.0854,0.0,0.0,0.0,25.56,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.270,0.0073,-0.001,-0.083,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.280,0.0088,-0.001,-0.0815,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.264,0.0078,-0.0024,-0.0815,0.0,0.0,0.0,25.5,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.274,0.0083,-0.0005,-0.0815,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.284,0.0083,-0.0029,-0.0815,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.310,0.0073,-0.0015,-0.0835,0.0,0.0,0.0,25.75,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.320,0.0078,-0.0034,-0.0835,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.330,0.0083,-0.002,-0.0854,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.340,0.0083,-0.002,-0.083,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.350,0.0059,-0.0029,-0.0825,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.360,0.0078,-0.002,-0.0811,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.370,0.0068,-0.0024,-0.084,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.380,0.0073,-0.0024,-0.084,0.0,0.0,0.0,25.37,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.364,0.0088,0.0,-0.0835,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.374,0.0078,-0.0044,-0.084,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.384,0.0078,-0.002,-0.0801,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.409,0.0078,-0.0029,-0.084,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.419,0.0063,-0.0024,-0.0825,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.429,0.0059,-0.001,-0.0806,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.439,0.0083,-0.0015,-0.082,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.465,0.0068,0.0,-0.084,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.475,0.0073,-0.0024,-0.083,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.485,0.0078,-0.0024,-0.082,0.0,0.0,0.0,25.69,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.495,0.0078,-0.0015,-0.0815,0.0,0.0,0.0,25.88,0.0,0.0,2025-01-26 14:27:19
2076-28-187 8:0:47.505,0.0083,0.0,-0.082,0.0,0.0,0.0,25.63,0.0,0.0,2025-01-26 14:27:19
