Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 1:50:11.964,-0.0005,0.0029,1.002,25.06,0.0,0.0
2024-12-14 1:50:11.955,-0.001,0.0029,1.0049,25.06,0.0,0.0
2024-12-14 1:50:12.0,0.0015,0.0,1.0049,24.87,0.0,0.0
2024-12-14 1:50:12.10,0.0015,0.0015,1.0029,25.06,0.0,0.0
2024-12-14 1:50:12.20,0.0034,0.0,1.001,25.06,0.0,0.0
2024-12-14 1:50:12.30,0.001,0.0015,1.0024,25.06,0.0,0.0
2024-12-14 1:50:12.49,0.002,-0.0015,1.0063,25.18,0.0,0.0
2024-12-14 1:50:12.59,0.0,0.001,1.0049,25.12,0.0,0.0
2024-12-14 1:50:12.69,-0.0005,-0.0024,1.0029,25.12,0.0,0.0
2024-12-14 1:50:12.79,-0.001,-0.0005,1.0059,25.06,0.0,0.0
2024-12-14 1:50:12.89,-0.0029,0.0,1.0059,25.37,0.0,0.0
2024-12-14 1:50:12.99,-0.001,0.0,1.0049,25.06,0.0,0.0
2024-12-14 1:50:12.109,-0.0024,-0.002,1.0039,25.12,0.0,0.0
2024-12-14 1:50:12.119,0.0,-0.0005,1.0054,25.06,0.0,0.0
2024-12-14 1:50:12.129,-0.001,0.0,1.0034,25.06,0.0,0.0
2024-12-14 1:50:12.139,0.0,0.0029,1.0054,25.12,0.0,0.0
2024-12-14 1:50:12.149,0.0005,0.001,1.0049,25.06,0.0,0.0
2024-12-14 1:50:12.159,0.0,0.001,1.0049,25.0,0.0,0.0
2024-12-14 1:50:12.169,0.002,0.0015,1.0068,25.06,0.0,0.0
2024-12-14 1:50:12.179,0.001,0.0,1.0073,24.87,0.0,0.0
2024-12-14 1:50:12.189,0.002,0.0005,1.0024,25.06,0.0,0.0
2024-12-14 1:50:12.199,0.001,0.0015,1.0088,25.06,0.0,0.0
2024-12-14 1:50:12.149,-0.0005,-0.0005,1.0049,25.0,0.0,0.0
2024-12-14 1:50:12.159,0.0,0.0,1.0073,25.12,0.0,0.0
2024-12-14 1:50:12.205,0.0,0.0,1.0063,25.06,0.0,0.0
2024-12-14 1:50:12.215,0.0,0.0,1.0078,25.12,0.0,0.0
2024-12-14 1:50:12.225,-0.0015,-0.0039,1.0029,25.06,0.0,0.0
2024-12-14 1:50:12.235,-0.0005,-0.0015,1.0073,25.12,0.0,0.0
2024-12-14 1:50:12.250,0.0005,-0.0015,1.0078,25.06,0.0,0.0
2024-12-14 1:50:12.260,0.001,0.001,1.0059,25.18,0.0,0.0
2024-12-14 1:50:12.270,0.0005,0.0,1.0059,25.31,0.0,0.0
2024-12-14 1:50:12.280,0.0,-0.0005,1.0059,25.12,0.0,0.0
2024-12-14 1:50:12.304,-0.002,0.0015,1.0059,25.18,0.0,0.0
2024-12-14 1:50:12.314,0.0005,0.0024,1.0029,25.06,0.0,0.0
2024-12-14 1:50:12.324,0.0,-0.0015,1.0063,25.25,0.0,0.0
2024-12-14 1:50:12.350,0.0005,0.0029,1.0063,25.12,0.0,0.0
2024-12-14 1:50:12.360,0.001,0.001,1.0024,25.25,0.0,0.0
2024-12-14 1:50:12.370,0.0,0.0,1.0059,25.06,0.0,0.0
2024-12-14 1:50:12.380,0.0,0.0024,1.0054,25.0,0.0,0.0
2024-12-14 1:50:12.390,0.0005,0.0,1.0054,25.06,0.0,0.0
2024-12-14 1:50:12.400,-0.001,-0.0015,1.0063,25.0,0.0,0.0
2024-12-14 1:50:12.410,0.002,-0.001,1.0068,25.06,0.0,0.0
2024-12-14 1:50:12.420,0.0015,-0.0005,1.0054,25.06,0.0,0.0
2024-12-14 1:50:12.404,-0.0005,-0.001,1.0063,25.12,0.0,0.0
2024-12-14 1:50:12.414,0.0024,-0.002,1.0073,25.25,0.0,0.0
2024-12-14 1:50:12.424,0.0015,-0.001,1.0039,25.12,0.0,0.0
2024-12-14 1:50:12.450,-0.001,0.0005,1.0088,25.06,0.0,0.0
2024-12-14 1:50:12.460,-0.001,0.0015,1.0063,25.06,0.0,0.0
2024-12-14 1:50:12.470,-0.001,0.0015,1.002,25.06,0.0,0.0
2024-12-14 1:50:12.480,0.0,0.0029,1.0044,25.18,0.0,0.0
2024-12-14 1:50:12.490,0.0,0.0039,1.0059,25.0,0.0,0.0
2024-12-14 1:50:12.500,0.0,0.0015,1.0059,25.0,0.0,0.0
2024-12-14 1:50:12.510,-0.0015,0.001,1.0083,25.06,0.0,0.0
2024-12-14 1:50:12.520,0.0,0.0,1.0059,25.12,0.0,0.0
2024-12-14 1:50:12.505,0.0,0.0,1.0039,25.18,0.0,0.0
