Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 9:27:1.959,-0.0005,0.001,-0.082,0.0,0.0,0.0,26.32,0.0,0.0,2025-02-05 03:42:43.303
2076-28-187 9:27:1.969,-0.0005,0.0015,-0.0859,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:42:43.337
2076-28-187 9:27:1.979,-0.0005,0.0005,-0.083,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.345
2076-28-187 9:27:1.989,-0.002,-0.0015,-0.0806,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:42:43.355
2076-28-187 9:27:1.999,-0.001,-0.0005,-0.0835,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.365
2076-28-187 9:27:2.9,-0.0005,-0.001,-0.0845,0.0,0.0,0.0,26.7,0.0,0.0,2025-02-05 03:42:43.375
2076-28-187 9:27:2.19,-0.0005,-0.001,-0.0815,0.0,0.0,0.0,26.51,0.0,0.0,2025-02-05 03:42:43.385
2076-28-187 9:27:2.29,-0.0005,0.0029,-0.0786,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.395
2076-28-187 9:27:2.39,0.0,-0.001,-0.0825,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.405
2076-28-187 9:27:2.15,-0.0005,0.0015,-0.0845,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.415
2076-28-187 9:27:2.25,0.0005,-0.001,-0.0825,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.425
2076-28-187 9:27:2.35,0.0005,-0.0005,-0.0835,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.435
2076-28-187 9:27:2.59,0.0,-0.0005,-0.082,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.447
2076-28-187 9:27:2.69,-0.0024,0.0,-0.085,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:42:43.455
2076-28-187 9:27:2.79,0.0,0.001,-0.0806,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.465
2076-28-187 9:27:2.89,-0.0024,0.0,-0.0811,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.475
2076-28-187 9:27:2.99,0.0,0.0,-0.0835,0.0,0.0,0.0,26.38,0.0,0.0,2025-02-05 03:42:43.485
