Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2025-2-5 5:0:29.274,0.0005,0.0,0.0229,0.0,0.0,0.0,28.34,106.6025,35.204469,2025-02-05 05:00:29.389
2025-2-5 5:0:29.250,0.001,0.0024,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.401
2025-2-5 5:0:29.260,0.001,0.0005,0.0254,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.409
2025-2-5 5:0:29.270,0.0,0.0029,0.0259,0.0,0.0,0.0,28.28,106.6025,35.20446883,2025-02-05 05:00:29.419
2025-2-5 5:0:29.280,0.0,-0.001,0.0264,0.0,0.0,0.0,28.47,106.6025,35.20446883,2025-02-05 05:00:29.429
2025-2-5 5:0:29.290,0.0005,0.001,0.0215,0.0,0.0,0.0,28.21,106.6025,35.20446883,2025-02-05 05:00:29.439
2025-2-5 5:0:29.350,0.002,0.001,0.0229,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.451
2025-2-5 5:0:29.360,0.001,0.0,0.022,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.459
2025-2-5 5:0:29.370,0.001,0.0005,0.022,0.0,0.0,0.0,28.21,106.6025,35.20446883,2025-02-05 05:00:29.469
2025-2-5 5:0:29.380,0.0034,0.0,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.479
2025-2-5 5:0:29.390,0.0024,0.0,0.0254,0.0,0.0,0.0,28.21,106.6025,35.20446883,2025-02-05 05:00:29.489
2025-2-5 5:0:29.400,0.0015,0.0005,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.499
2025-2-5 5:0:29.410,0.002,-0.001,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446883,2025-02-05 05:00:29.509
2025-2-5 5:0:29.420,0.002,0.002,0.0234,0.0,0.0,0.0,28.21,106.6025,35.20446883,2025-02-05 05:00:29.519
2025-2-5 5:0:29.430,0.0015,0.0015,0.0234,0.0,0.0,0.0,28.28,106.6025,35.20446883,2025-02-05 05:00:29.529
2025-2-5 5:0:29.440,0.002,-0.001,0.0244,0.0,0.0,0.0,28.15,106.6025,35.20446883,2025-02-05 05:00:29.539
2025-2-5 5:0:29.450,-0.0005,-0.001,0.0264,0.0,0.0,0.0,28.15,106.6025,35.20446883,2025-02-05 05:00:29.549
2025-2-5 5:0:29.460,0.001,-0.0029,0.021,0.0,0.0,0.0,28.47,106.6025,35.20446883,2025-02-05 05:00:29.559
2025-2-5 5:0:29.470,0.0005,-0.002,0.0249,0.0,0.0,0.0,28.59,106.6025,35.20446883,2025-02-05 05:00:29.568
2025-2-5 5:0:29.450,0.001,0.0015,0.0273,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.581
2025-2-5 5:0:29.460,0.001,0.001,0.0249,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.588
2025-2-5 5:0:29.470,0.001,-0.0029,0.0239,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.598
2025-2-5 5:0:29.480,0.001,0.0015,0.02,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.608
2025-2-5 5:0:29.490,0.002,-0.0024,0.0215,0.0,0.0,0.0,28.09,106.6025,35.20446867,2025-02-05 05:00:29.618
2025-2-5 5:0:29.549,0.0,-0.001,0.0229,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.630
2025-2-5 5:0:29.559,0.0034,-0.002,0.0249,0.0,0.0,0.0,28.15,106.6025,35.20446867,2025-02-05 05:00:29.638
2025-2-5 5:0:29.569,0.0005,-0.002,0.0225,0.0,0.0,0.0,28.53,106.6025,35.20446867,2025-02-05 05:00:29.648
2025-2-5 5:0:29.579,0.0005,0.001,0.0244,0.0,0.0,0.0,28.15,106.6025,35.20446867,2025-02-05 05:00:29.658
2025-2-5 5:0:29.589,0.0024,0.0,0.0264,0.0,0.0,0.0,28.09,106.6025,35.20446867,2025-02-05 05:00:29.668
2025-2-5 5:0:29.599,0.0005,-0.0005,0.0259,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.678
2025-2-5 5:0:29.609,0.0,0.0,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.688
2025-2-5 5:0:29.619,0.0024,0.0,0.0249,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.698
2025-2-5 5:0:29.629,0.001,-0.0005,0.0244,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.708
2025-2-5 5:0:29.639,0.0005,-0.0005,0.0234,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.718
2025-2-5 5:0:29.649,0.0024,-0.002,0.0229,0.0,0.0,0.0,28.15,106.6025,35.20446867,2025-02-05 05:00:29.728
2025-2-5 5:0:29.659,0.0024,0.0,0.0249,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.738
2025-2-5 5:0:29.669,0.002,-0.0005,0.0269,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.748
2025-2-5 5:0:29.679,-0.0005,0.0034,0.0259,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.758
2025-2-5 5:0:29.689,0.0015,0.0,0.0244,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.768
2025-2-5 5:0:29.699,0.0,-0.0005,0.0269,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.778
2025-2-5 5:0:29.709,0.002,-0.0005,0.0234,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.788
2025-2-5 5:0:29.649,0.002,0.0,0.0254,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.800
2025-2-5 5:0:29.659,0.0029,-0.001,0.0225,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.808
2025-2-5 5:0:29.669,0.0015,-0.001,0.0239,0.0,0.0,0.0,28.15,106.6025,35.20446867,2025-02-05 05:00:29.817
2025-2-5 5:0:29.679,0.0,0.0005,0.0234,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.828
2025-2-5 5:0:29.689,0.001,0.0,0.0225,0.0,0.0,0.0,28.09,106.6025,35.20446867,2025-02-05 05:00:29.837
2025-2-5 5:0:29.750,0.0,0.0,0.0239,0.0,0.0,0.0,28.09,106.6025,35.20446867,2025-02-05 05:00:29.849
2025-2-5 5:0:29.760,0.0034,0.0,0.022,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.857
2025-2-5 5:0:29.770,0.0,-0.0015,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.867
2025-2-5 5:0:29.780,0.0005,0.0015,0.0259,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.877
2025-2-5 5:0:29.790,-0.0005,0.0,0.0239,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.887
2025-2-5 5:0:29.800,0.001,0.0,0.0234,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.897
2025-2-5 5:0:29.810,0.0,0.0,0.022,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.907
2025-2-5 5:0:29.820,0.0024,-0.002,0.0215,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.917
2025-2-5 5:0:29.830,0.001,0.0,0.0244,0.0,0.0,0.0,28.15,106.6025,35.20446867,2025-02-05 05:00:29.927
2025-2-5 5:0:29.840,0.0,0.0,0.0249,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.937
2025-2-5 5:0:29.850,0.0,-0.001,0.0269,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.947
2025-2-5 5:0:29.860,0.002,0.0024,0.0244,0.0,0.0,0.0,28.53,106.6025,35.20446867,2025-02-05 05:00:29.957
2025-2-5 5:0:29.870,0.0005,-0.001,0.0229,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:29.967
2025-2-5 5:0:29.880,0.0,-0.001,0.0244,0.0,0.0,0.0,28.47,106.6025,35.20446867,2025-02-05 05:00:29.977
2025-2-5 5:0:29.890,0.001,0.001,0.022,0.0,0.0,0.0,28.28,106.6025,35.20446867,2025-02-05 05:00:29.987
2025-2-5 5:0:29.900,0.0024,0.001,0.0225,0.0,0.0,0.0,28.34,106.6025,35.20446867,2025-02-05 05:00:29.997
2025-2-5 5:0:29.910,0.0039,0.0005,0.0239,0.0,0.0,0.0,28.21,106.6025,35.20446867,2025-02-05 05:00:30.007
2025-2-5 5:0:29.850,0.0015,0.002,0.0234,0.0,0.0,0.0,28.47,106.60249983,35.2044685,2025-02-05 05:00:30.019
2025-2-5 5:0:29.860,0.0005,0.001,0.0225,0.0,0.0,0.0,28.47,106.60249983,35.2044685,2025-02-05 05:00:30.027
2025-2-5 5:0:29.870,0.0024,0.0005,0.0229,0.0,0.0,0.0,28.28,106.60249983,35.2044685,2025-02-05 05:00:30.037
2025-2-5 5:0:29.880,-0.0005,-0.001,0.022,0.0,0.0,0.0,28.47,106.60249983,35.2044685,2025-02-05 05:00:30.047
2025-2-5 5:0:29.890,0.0,0.0024,0.021,0.0,0.0,0.0,28.28,106.60249983,35.2044685,2025-02-05 05:00:30.057
2025-2-5 5:0:29.950,0.002,-0.0005,0.021,0.0,0.0,0.0,28.15,106.60249983,35.2044685,2025-02-05 05:00:30.069
2025-2-5 5:0:29.960,0.0015,0.0024,0.0205,0.0,0.0,0.0,28.53,106.60249983,35.2044685,2025-02-05 05:00:30.077
2025-2-5 5:0:29.970,0.001,0.0015,0.0229,0.0,0.0,0.0,28.59,106.60249983,35.2044685,2025-02-05 05:00:30.086
2025-2-5 5:0:29.980,0.0,-0.002,0.0264,0.0,0.0,0.0,28.21,106.60249983,35.2044685,2025-02-05 05:00:30.096
2025-2-5 5:0:29.990,0.0015,-0.0005,0.021,0.0,0.0,0.0,28.28,106.60249983,35.2044685,2025-02-05 05:00:30.107
2025-2-5 5:0:30.0,0.0024,0.0,0.0181,0.0,0.0,0.0,28.47,106.60249983,35.2044685,2025-02-05 05:00:30.116
2025-2-5 5:0:30.10,0.0024,-0.0024,0.0234,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.126
2025-2-5 5:0:30.20,0.001,0.0,0.0234,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.136
2025-2-5 5:0:30.30,0.0015,0.0005,0.0264,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.146
2025-2-5 5:0:30.40,0.0029,0.0,0.0229,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.156
2025-2-5 5:0:30.50,0.0005,-0.0015,0.0234,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.166
2025-2-5 5:0:30.60,0.0034,0.0005,0.0229,0.0,0.0,0.0,28.09,106.60249983,35.2044685,2025-02-05 05:00:30.176
2025-2-5 5:0:30.70,0.0015,-0.0015,0.022,0.0,0.0,0.0,28.34,106.60249983,35.2044685,2025-02-05 05:00:30.186
2025-2-5 5:0:30.80,0.001,-0.001,0.0234,0.0,0.0,0.0,28.21,106.60249983,35.2044685,2025-02-05 05:00:30.197
2025-2-5 5:0:30.54,0.0024,-0.001,0.0244,0.0,0.0,0.0,28.21,106.60249967,35.2044685,2025-02-05 05:00:30.206
2025-2-5 5:0:30.64,0.0,0.0,0.0239,0.0,0.0,0.0,28.28,106.60249967,35.2044685,2025-02-05 05:00:30.216
2025-2-5 5:0:30.74,0.0,0.0015,0.0244,0.0,0.0,0.0,28.28,106.60249967,35.2044685,2025-02-05 05:00:30.226
2025-2-5 5:0:30.84,0.0024,0.002,0.0225,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.236
2025-2-5 5:0:30.94,0.0024,0.0015,0.0234,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.246
2025-2-5 5:0:30.154,0.0,0.0015,0.0215,0.0,0.0,0.0,28.21,106.60249967,35.2044685,2025-02-05 05:00:30.256
2025-2-5 5:0:30.164,0.0029,0.0024,0.0225,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.266
2025-2-5 5:0:30.174,0.002,-0.001,0.0249,0.0,0.0,0.0,28.21,106.60249967,35.2044685,2025-02-05 05:00:30.276
2025-2-5 5:0:30.184,0.0005,-0.0005,0.0254,0.0,0.0,0.0,28.28,106.60249967,35.2044685,2025-02-05 05:00:30.286
2025-2-5 5:0:30.194,0.0015,0.001,0.0234,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.296
2025-2-5 5:0:30.204,0.002,-0.0015,0.0229,0.0,0.0,0.0,28.21,106.60249967,35.2044685,2025-02-05 05:00:30.306
2025-2-5 5:0:30.214,0.0029,0.002,0.022,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.316
2025-2-5 5:0:30.224,0.002,-0.0005,0.0244,0.0,0.0,0.0,28.28,106.60249967,35.2044685,2025-02-05 05:00:30.326
2025-2-5 5:0:30.234,0.0005,-0.001,0.022,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.336
2025-2-5 5:0:30.244,0.0024,-0.0029,0.0234,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.345
2025-2-5 5:0:30.254,0.001,0.0,0.0239,0.0,0.0,0.0,28.15,106.60249967,35.2044685,2025-02-05 05:00:30.356
2025-2-5 5:0:30.264,0.001,0.001,0.0249,0.0,0.0,0.0,28.34,106.60249967,35.2044685,2025-02-05 05:00:30.365
2025-2-5 5:0:30.274,0.0039,-0.001,0.0234,0.0,0.0,0.0,28.28,106.60249967,35.2044685,2025-02-05 05:00:30.375
2025-2-5 5:0:30.250,-0.001,0.0015,0.0225,0.0,0.0,0.0,28.21,106.6024995,35.20446817,2025-02-05 05:00:30.387
2025-2-5 5:0:30.260,0.0,0.0,0.0244,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.395
2025-2-5 5:0:30.270,-0.0005,-0.0015,0.0229,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.405
2025-2-5 5:0:30.280,0.002,0.0,0.0244,0.0,0.0,0.0,28.02,106.6024995,35.20446817,2025-02-05 05:00:30.415
2025-2-5 5:0:30.290,0.0024,0.002,0.0269,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.425
2025-2-5 5:0:30.350,-0.0005,0.0,0.02,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.437
2025-2-5 5:0:30.360,0.002,-0.001,0.0259,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.445
2025-2-5 5:0:30.370,0.0024,0.0,0.0225,0.0,0.0,0.0,28.15,106.6024995,35.20446817,2025-02-05 05:00:30.455
2025-2-5 5:0:30.380,0.001,0.001,0.0273,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.465
2025-2-5 5:0:30.390,0.0,0.0,0.0249,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.475
2025-2-5 5:0:30.400,0.0015,-0.001,0.0273,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.485
2025-2-5 5:0:30.410,0.002,-0.001,0.021,0.0,0.0,0.0,28.15,106.6024995,35.20446817,2025-02-05 05:00:30.495
2025-2-5 5:0:30.420,0.002,0.0,0.0244,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.505
2025-2-5 5:0:30.430,0.0005,0.0,0.0234,0.0,0.0,0.0,28.28,106.6024995,35.20446817,2025-02-05 05:00:30.515
2025-2-5 5:0:30.440,0.0024,-0.0015,0.022,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.525
2025-2-5 5:0:30.450,0.0,0.0015,0.0234,0.0,0.0,0.0,28.28,106.6024995,35.20446817,2025-02-05 05:00:30.535
2025-2-5 5:0:30.460,0.0024,-0.0005,0.0234,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.545
2025-2-5 5:0:30.470,0.0015,0.0005,0.0244,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.555
2025-2-5 5:0:30.480,0.0015,-0.001,0.0229,0.0,0.0,0.0,28.34,106.6024995,35.20446817,2025-02-05 05:00:30.565
2025-2-5 5:0:30.490,0.0,0.0,0.0225,0.0,0.0,0.0,28.47,106.6024995,35.20446817,2025-02-05 05:00:30.575
2025-2-5 5:0:30.500,0.002,0.0015,0.0239,0.0,0.0,0.0,28.21,106.6024995,35.20446817,2025-02-05 05:00:30.585
2025-2-5 5:0:30.510,0.001,0.0,0.0244,0.0,0.0,0.0,28.28,106.6024995,35.20446817,2025-02-05 05:00:30.594
2025-2-5 5:0:30.450,0.0015,0.002,0.0229,0.0,0.0,0.0,28.34,106.6024995,35.204468,2025-02-05 05:00:30.606
2025-2-5 5:0:30.460,0.0,-0.001,0.0249,0.0,0.0,0.0,28.28,106.6024995,35.204468,2025-02-05 05:00:30.614
2025-2-5 5:0:30.470,0.0024,0.0,0.0249,0.0,0.0,0.0,28.28,106.6024995,35.204468,2025-02-05 05:00:30.624
2025-2-5 5:0:30.480,-0.0005,-0.0005,0.0229,0.0,0.0,0.0,28.47,106.6024995,35.204468,2025-02-05 05:00:30.634
2025-2-5 5:0:30.490,0.002,0.0005,0.0249,0.0,0.0,0.0,28.15,106.6024995,35.204468,2025-02-05 05:00:30.644
2025-2-5 5:0:30.549,0.001,-0.0015,0.0234,0.0,0.0,0.0,28.34,106.6024995,35.204468,2025-02-05 05:00:30.656
2025-2-5 5:0:30.559,0.001,0.0,0.0225,0.0,0.0,0.0,28.21,106.6024995,35.204468,2025-02-05 05:00:30.664
2025-2-5 5:0:30.569,0.0024,0.002,0.022,0.0,0.0,0.0,28.09,106.6024995,35.204468,2025-02-05 05:00:30.674
2025-2-5 5:0:30.579,0.001,-0.002,0.0259,0.0,0.0,0.0,28.47,106.6024995,35.204468,2025-02-05 05:00:30.684
2025-2-5 5:0:30.589,0.001,0.0015,0.0215,0.0,0.0,0.0,28.28,106.6024995,35.204468,2025-02-05 05:00:30.694
2025-2-5 5:0:30.599,0.0015,0.0,0.0254,0.0,0.0,0.0,28.34,106.6024995,35.204468,2025-02-05 05:00:30.704
2025-2-5 5:0:30.609,0.0,0.0005,0.0225,0.0,0.0,0.0,28.34,106.6024995,35.204468,2025-02-05 05:00:30.714
2025-2-5 5:0:30.619,-0.0005,0.0,0.0225,0.0,0.0,0.0,28.53,106.6024995,35.204468,2025-02-05 05:00:30.724
