Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Record Time
2076-28-187 9:23:45.819,0.0,-0.001,-0.084,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:39:27.158
2076-28-187 9:23:45.829,0.001,-0.002,-0.0835,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:39:27.168
2076-28-187 9:23:45.839,-0.001,-0.0005,-0.084,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:39:27.202
2076-28-187 9:23:45.849,0.0,0.0005,-0.0806,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:39:27.211
2076-28-187 9:23:45.860,-0.0024,-0.002,-0.084,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:39:27.223
2076-28-187 9:23:45.870,-0.0005,-0.0005,-0.0825,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:39:27.231
2076-28-187 9:23:45.880,-0.0005,0.0015,-0.0825,0.0,0.0,0.0,26.07,0.0,0.0,2025-02-05 03:39:27.241
2076-28-187 9:23:45.890,0.0,0.0,-0.0825,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:39:27.252
2076-28-187 9:23:45.914,-0.0005,-0.0005,-0.0815,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:39:27.262
2076-28-187 9:23:45.924,-0.001,0.0,-0.0791,0.0,0.0,0.0,26.19,0.0,0.0,2025-02-05 03:39:27.271
2076-28-187 9:23:45.934,0.0,0.0005,-0.083,0.0,0.0,0.0,26.07,0.0,0.0,2025-02-05 03:39:27.281
2076-28-187 9:23:45.959,-0.001,-0.0015,-0.0845,0.0,0.0,0.0,26.26,0.0,0.0,2025-02-05 03:39:27.293
2076-28-187 9:23:45.969,0.0005,0.0005,-0.0835,0.0,0.0,0.0,26.13,0.0,0.0,2025-02-05 03:39:27.301
