Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-14 1:46:36.525,0.0024,-0.0015,1.0059,25.18,0.0,0.0
2024-12-14 1:46:36.549,0.0039,-0.0005,1.0063,25.06,0.0,0.0
2024-12-14 1:46:36.559,0.0039,-0.0024,1.0073,25.18,0.0,0.0
2024-12-14 1:46:36.569,-0.0029,0.001,1.0029,25.18,0.0,0.0
2024-12-14 1:46:36.579,-0.0015,0.0,1.0039,24.87,0.0,0.0
2024-12-14 1:46:36.589,-0.0034,0.0029,1.0107,25.06,0.0,0.0
2024-12-14 1:46:36.600,-0.0034,0.0015,1.0049,25.25,0.0,0.0
2024-12-14 1:46:36.610,-0.0039,0.0015,1.0078,25.25,0.0,0.0
2024-12-14 1:46:36.620,-0.0005,0.0,1.0049,25.12,0.0,0.0
2024-12-14 1:46:36.630,0.0005,0.0,1.0078,25.12,0.0,0.0
2024-12-14 1:46:36.649,-0.0005,0.0005,1.0049,25.12,0.0,0.0
2024-12-14 1:46:36.659,-0.002,-0.0005,1.0034,25.12,0.0,0.0
2024-12-14 1:46:36.669,0.001,-0.001,1.0063,25.12,0.0,0.0
2024-12-14 1:46:36.679,0.0,0.001,1.0034,25.12,0.0,0.0
2024-12-14 1:46:36.705,0.0015,-0.0039,1.0029,25.31,0.0,0.0
2024-12-14 1:46:36.715,0.001,-0.0024,1.0044,25.25,0.0,0.0
2024-12-14 1:46:36.725,0.0029,-0.0034,1.0054,25.0,0.0,0.0
2024-12-14 1:46:36.735,0.0015,-0.002,1.0029,25.06,0.0,0.0
2024-12-14 1:46:36.745,0.0,-0.002,1.0034,25.06,0.0,0.0
2024-12-14 1:46:36.755,0.0,-0.0005,1.0083,25.0,0.0,0.0
2024-12-14 1:46:36.765,-0.0015,0.001,1.0073,25.12,0.0,0.0
2024-12-14 1:46:36.750,0.0005,0.0029,1.0024,25.12,0.0,0.0
2024-12-14 1:46:36.760,-0.0015,0.0029,1.0068,25.06,0.0,0.0
2024-12-14 1:46:36.770,0.001,0.0034,1.0054,25.12,0.0,0.0
2024-12-14 1:46:36.780,-0.0005,0.0029,1.0068,25.06,0.0,0.0
2024-12-14 1:46:36.804,-0.0015,0.0,1.0063,25.12,0.0,0.0
