Time,X,Y,Z,Magnitude,Filtered Magnitude
4.934,-0.38297,-0.19816,-0.4233,0.604249,0.604042
4.944,-0.3829,-0.19776,-0.42362,0.604297,0.604063
4.953,-0.38322,-0.19797,-0.42382,0.604709,0.604111
4.963,-0.3825,-0.19849,-0.42384,0.604438,0.60413
4.972,-0.38232,-0.19838,-0.42393,0.604351,0.604182
4.982,-0.38208,-0.19845,-0.42444,0.60458,0.604269
4.991,-0.38184,-0.19862,-0.42399,0.604168,0.604256
5.001,-0.38225,-0.19872,-0.42403,0.604488,0.604314
5.011,-0.3824,-0.19865,-0.42386,0.604441,0.60438
5.02,-0.38241,-0.19823,-0.42401,0.604415,0.604414
5.03,-0.38252,-0.19818,-0.42319,0.603893,0.604378
5.039,-0.38264,-0.19826,-0.42361,0.60429,0.604377
5.049,-0.38255,-0.19819,-0.42416,0.604595,0.604366
5.059,-0.38232,-0.19826,-0.42455,0.604746,0.604397
5.068,-0.38241,-0.19844,-0.42425,0.604652,0.604427
5.078,-0.38241,-0.19854,-0.42372,0.604313,0.6044
5.087,-0.38242,-0.19863,-0.424,0.604545,0.604438
5.097,-0.38317,-0.19856,-0.42386,0.604899,0.604479
5.107,-0.38238,-0.1983,-0.42401,0.604419,0.604477
5.116,-0.38274,-0.19811,-0.42437,0.604837,0.604519
5.126,-0.38234,-0.19775,-0.42457,0.604606,0.60459
5.135,-0.38198,-0.19788,-0.42442,0.604316,0.604593
5.145,-0.38172,-0.19823,-0.42407,0.60402,0.604535
5.154,-0.38148,-0.1981,-0.42378,0.603622,0.604423
5.164,-0.38189,-0.19859,-0.42451,0.604555,0.604413
5.174,-0.38236,-0.19847,-0.42475,0.604981,0.60448
5.183,-0.38219,-0.19863,-0.42368,0.604175,0.604443
5.193,-0.38142,-0.19822,-0.42383,0.603659,0.604319
5.202,-0.38135,-0.19802,-0.42401,0.603676,0.604245
5.212,-0.38155,-0.19841,-0.42394,0.603881,0.604149
5.221,-0.38179,-0.19812,-0.42411,0.604057,0.604094
5.231,-0.38181,-0.19809,-0.42421,0.60413,0.604076
5.241,-0.38192,-0.19775,-0.42472,0.604446,0.604118
5.25,-0.38226,-0.1978,-0.42427,0.604361,0.604192
5.26,-0.38229,-0.19789,-0.42414,0.604318,0.604168
5.269,-0.38186,-0.19748,-0.42446,0.604137,0.604084
5.279,-0.38193,-0.19786,-0.42407,0.604032,0.60407
5.289,-0.38215,-0.19764,-0.4242,0.60419,0.604123
5.298,-0.38228,-0.19796,-0.42354,0.603914,0.604147
5.308,-0.38154,-0.19832,-0.42398,0.603873,0.604146
5.317,-0.38168,-0.19836,-0.42386,0.60389,0.604129
5.327,-0.38126,-0.19811,-0.42359,0.603353,0.604052
5.336,-0.38176,-0.19851,-0.42365,0.603843,0.603991
5.346,-0.38138,-0.19779,-0.42357,0.60331,0.603886
5.356,-0.38134,-0.19755,-0.42399,0.603501,0.603804
5.365,-0.38123,-0.19812,-0.42377,0.603464,0.603737
5.375,-0.38176,-0.198,-0.42375,0.603746,0.603709
5.384,-0.38181,-0.19816,-0.424,0.604005,0.60369
5.394,-0.38257,-0.19759,-0.42352,0.603963,0.603695
5.404,-0.38243,-0.19745,-0.42339,0.603737,0.603681
5.413,-0.38199,-0.19777,-0.42329,0.603493,0.603641
5.423,-0.38183,-0.19755,-0.42345,0.603432,0.603649
5.432,-0.38149,-0.19736,-0.42347,0.603169,0.603582
5.442,-0.38114,-0.19751,-0.42339,0.60294,0.603545
5.451,-0.38175,-0.19753,-0.42329,0.603262,0.603521
5.461,-0.38235,-0.19753,-0.42362,0.603874,0.603562
5.471,-0.3823,-0.19778,-0.42332,0.603714,0.603559
5.48,-0.38176,-0.19772,-0.42329,0.603331,0.603491
5.49,-0.38203,-0.19788,-0.42253,0.603022,0.603397
5.499,-0.38205,-0.1979,-0.42312,0.603454,0.603369
5.509,-0.38173,-0.19815,-0.42293,0.603201,0.60334
5.519,-0.38192,-0.19826,-0.42283,0.603287,0.603325
5.528,-0.38183,-0.19852,-0.42273,0.603245,0.603333
5.538,-0.38203,-0.19805,-0.42298,0.603393,0.603378
5.547,-0.38173,-0.19825,-0.42308,0.603339,0.603386
5.557,-0.38213,-0.19802,-0.42318,0.603586,0.603357
5.567,-0.38217,-0.19733,-0.4231,0.60333,0.603319
5.576,-0.38261,-0.19734,-0.42327,0.603731,0.603359
5.586,-0.38222,-0.19726,-0.42353,0.60364,0.603421
5.595,-0.38207,-0.19717,-0.42356,0.603537,0.603429
5.605,-0.38227,-0.19766,-0.42398,0.604118,0.603521
5.614,-0.38251,-0.19771,-0.42335,0.603845,0.603576
5.624,-0.38232,-0.19763,-0.42354,0.603831,0.603635
5.634,-0.38284,-0.19796,-0.42331,0.604108,0.603706
5.643,-0.38224,-0.19857,-0.42295,0.603676,0.60374
5.653,-0.38218,-0.19855,-0.42325,0.603841,0.603766
5.662,-0.38261,-0.1983,-0.42328,0.604052,0.603838
5.672,-0.38243,-0.19903,-0.42311,0.604059,0.603871
5.682,-0.38209,-0.19851,-0.42276,0.603428,0.603849
5.691,-0.38195,-0.19863,-0.42306,0.603589,0.603855
5.701,-0.38226,-0.19831,-0.42343,0.603939,0.603837
5.71,-0.38186,-0.19827,-0.4233,0.603582,0.60381
5.72,-0.38236,-0.19777,-0.42345,0.603839,0.603811
5.729,-0.38219,-0.19755,-0.42347,0.603674,0.603768
5.739,-0.38218,-0.19753,-0.4233,0.603542,0.603755
5.749,-0.38185,-0.19744,-0.42337,0.603352,0.603706
5.758,-0.3815,-0.19727,-0.42304,0.602844,0.603585
5.768,-0.38168,-0.19742,-0.42301,0.602986,0.603477
5.777,-0.38202,-0.19743,-0.42292,0.603141,0.603449
5.787,-0.38184,-0.19769,-0.42308,0.603225,0.603412
5.797,-0.38193,-0.19788,-0.42326,0.60347,0.603365
5.806,-0.38269,-0.19781,-0.42345,0.604062,0.603413
5.816,-0.38201,-0.19806,-0.4233,0.603608,0.60339
5.825,-0.38173,-0.19825,-0.42328,0.603479,0.603371
5.835,-0.38202,-0.19844,-0.42295,0.603494,0.603366
5.845,-0.38151,-0.19787,-0.42325,0.603194,0.60335
5.854,-0.3806,-0.19798,-0.42269,0.602262,0.603292
5.864,-0.38105,-0.19766,-0.42339,0.602933,0.603287
5.873,-0.38185,-0.19754,-0.42329,0.603329,0.603305
5.883,-0.38128,-0.19669,-0.42328,0.602683,0.603251
5.892,-0.38166,-0.19711,-0.42328,0.603061,0.60321
5.902,-0.38255,-0.1969,-0.42354,0.603739,0.603178
5.912,-0.38275,-0.1963,-0.42398,0.603979,0.603215
5.921,-0.38256,-0.1964,-0.42394,0.603863,0.603254
5.931,-0.38232,-0.19708,-0.4236,0.603694,0.603274
5.94,-0.38208,-0.19698,-0.42331,0.603306,0.603285
5.95,-0.38141,-0.19722,-0.42362,0.603178,0.603376
5.96,-0.38145,-0.198,-0.42315,0.603129,0.603396
5.969,-0.38146,-0.19841,-0.4231,0.603235,0.603386
5.979,-0.382,-0.1982,-0.42352,0.603802,0.603498
5.988,-0.38216,-0.1981,-0.42347,0.603835,0.603576
5.998,-0.38271,-0.19834,-0.42313,0.604024,0.603604
6.008,-0.38201,-0.19778,-0.4236,0.603726,0.603579
6.017,-0.38227,-0.1978,-0.42374,0.603996,0.603592
6.027,-0.38197,-0.19714,-0.42383,0.603653,0.603588
6.036,-0.38183,-0.19665,-0.42384,0.603412,0.603599
6.046,-0.38139,-0.19677,-0.42435,0.603531,0.603634
6.055,-0.38134,-0.1967,-0.42373,0.603041,0.603625
6.065,-0.38155,-0.19678,-0.424,0.603389,0.603641
6.075,-0.38168,-0.19662,-0.42411,0.603497,0.60361
6.084,-0.38202,-0.19627,-0.42404,0.603549,0.603582
6.094,-0.38119,-0.19657,-0.42403,0.603114,0.603491
6.103,-0.38111,-0.19676,-0.42437,0.603365,0.603455
6.113,-0.38099,-0.19662,-0.42406,0.603025,0.603358
6.123,-0.38066,-0.19694,-0.42361,0.602605,0.603253
6.132,-0.38127,-0.1973,-0.42323,0.602841,0.603196
6.142,-0.38122,-0.19759,-0.42353,0.603115,0.603154
6.151,-0.38197,-0.19845,-0.4239,0.604131,0.603263
6.161,-0.38172,-0.19796,-0.42351,0.603539,0.603278
6.17,-0.38213,-0.19757,-0.42331,0.60353,0.603282
6.18,-0.38206,-0.19762,-0.42337,0.603544,0.603281
6.19,-0.38141,-0.19729,-0.42312,0.602849,0.603255
6.199,-0.38199,-0.19734,-0.4236,0.60357,0.603275
6.209,-0.38151,-0.19709,-0.42365,0.603219,0.603294
6.218,-0.38157,-0.19682,-0.42315,0.602818,0.603316
6.228,-0.38136,-0.1967,-0.42344,0.60285,0.603317
6.237,-0.38166,-0.19678,-0.42355,0.603143,0.603319
6.247,-0.38137,-0.19678,-0.42365,0.60303,0.603209
6.257,-0.38102,-0.19662,-0.42382,0.602876,0.603143
6.266,-0.38066,-0.19677,-0.42384,0.602711,0.603061
6.276,-0.38138,-0.19703,-0.42342,0.602956,0.603002
6.285,-0.38123,-0.19681,-0.42338,0.602761,0.602993
6.295,-0.38176,-0.19729,-0.42329,0.60319,0.602955
6.305,-0.3817,-0.1975,-0.42337,0.603277,0.602961
6.314,-0.38181,-0.19753,-0.42295,0.603062,0.602986
6.324,-0.38128,-0.19795,-0.42308,0.602955,0.602996
6.333,-0.38155,-0.19774,-0.42301,0.603008,0.602983
6.343,-0.38147,-0.19772,-0.42326,0.603127,0.602992
6.353,-0.38178,-0.19755,-0.42362,0.60352,0.603057
6.362,-0.38192,-0.1977,-0.42332,0.603447,0.60313
6.372,-0.3815,-0.19713,-0.42362,0.603205,0.603155
6.381,-0.38189,-0.1969,-0.4234,0.603222,0.603201
6.391,-0.38215,-0.1968,-0.42388,0.603691,0.603251
6.4,-0.38217,-0.1962,-0.42376,0.603424,0.603266
6.41,-0.38174,-0.19631,-0.42316,0.602766,0.603237
6.42,-0.38202,-0.19632,-0.4231,0.602905,0.603232
6.429,-0.38173,-0.19649,-0.4231,0.602777,0.603208
6.439,-0.38159,-0.19684,-0.42318,0.602858,0.603182
6.448,-0.38082,-0.19712,-0.42327,0.602526,0.603082
6.458,-0.38086,-0.19766,-0.42278,0.602384,0.602976
6.468,-0.38097,-0.19821,-0.42273,0.602599,0.602915
6.477,-0.38152,-0.19776,-0.42264,0.602736,0.602867
6.487,-0.38082,-0.1978,-0.42271,0.602356,0.602733
6.496,-0.38053,-0.19772,-0.42289,0.602273,0.602618
6.506,-0.38018,-0.19721,-0.42274,0.601779,0.602519
6.515,-0.38079,-0.19691,-0.42281,0.602115,0.60244
6.525,-0.38107,-0.19688,-0.42256,0.602107,0.602373
6.535,-0.3811,-0.19713,-0.42296,0.602489,0.602336
6.544,-0.38088,-0.1969,-0.423,0.602302,0.602314
6.554,-0.3814,-0.19663,-0.42292,0.602487,0.602324
6.563,-0.38188,-0.19694,-0.42308,0.603004,0.602365
6.573,-0.38182,-0.19672,-0.42352,0.603203,0.602412
6.583,-0.38203,-0.1972,-0.42314,0.603227,0.602499
6.592,-0.38227,-0.19649,-0.42327,0.603238,0.602595
6.602,-0.38186,-0.19692,-0.42328,0.603126,0.60273
6.611,-0.38161,-0.1973,-0.42278,0.602741,0.602792
6.621,-0.38158,-0.19767,-0.4229,0.602927,0.602874
6.63,-0.38125,-0.19788,-0.42232,0.60238,0.602864
6.64,-0.38111,-0.1979,-0.4226,0.602495,0.602883
6.65,-0.38153,-0.1979,-0.42254,0.602719,0.602906
6.659,-0.3819,-0.19782,-0.4227,0.603039,0.602909
6.669,-0.38107,-0.19756,-0.4228,0.602498,0.602839
6.678,-0.38153,-0.19753,-0.42239,0.602492,0.602765
6.688,-0.38136,-0.19711,-0.42286,0.602576,0.602699
6.698,-0.38123,-0.19698,-0.42332,0.602775,0.602664
6.707,-0.381,-0.19672,-0.42362,0.602755,0.602666
6.717,-0.38098,-0.1967,-0.42349,0.602645,0.602637
6.726,-0.38109,-0.19636,-0.4233,0.60247,0.602646
6.736,-0.38088,-0.19607,-0.42329,0.602235,0.60262
6.746,-0.38011,-0.19638,-0.42328,0.601843,0.602533
6.755,-0.3796,-0.19666,-0.42311,0.601493,0.602378
6.765,-0.37944,-0.19669,-0.42318,0.601451,0.602273
6.774,-0.37985,-0.19678,-0.42327,0.601802,0.602204
6.784,-0.3799,-0.19687,-0.42328,0.60187,0.602134
6.794,-0.38033,-0.19721,-0.42269,0.601838,0.60204
6.803,-0.38048,-0.19725,-0.42255,0.601848,0.601949
6.813,-0.38028,-0.1975,-0.42296,0.602092,0.601894
6.822,-0.38048,-0.19769,-0.42308,0.602365,0.601884
6.832,-0.38082,-0.19738,-0.42293,0.602372,0.601897
6.841,-0.38021,-0.19726,-0.42325,0.602172,0.60193
6.851,-0.38015,-0.19675,-0.42277,0.60163,0.601944
6.861,-0.38036,-0.19678,-0.42256,0.601625,0.601962
6.87,-0.38081,-0.19628,-0.42254,0.601733,0.601955
6.88,-0.38053,-0.1959,-0.42279,0.601607,0.601928
6.889,-0.38039,-0.19569,-0.42281,0.601464,0.601891
6.899,-0.38027,-0.19592,-0.42366,0.602061,0.601912
6.909,-0.38069,-0.19578,-0.42332,0.602042,0.601907
6.918,-0.38052,-0.19593,-0.4232,0.601899,0.601861
6.928,-0.38072,-0.19628,-0.42378,0.602547,0.601878
6.937,-0.38128,-0.1969,-0.42359,0.60297,0.601958
6.947,-0.3809,-0.19696,-0.42365,0.602791,0.602074
6.956,-0.38065,-0.19714,-0.42307,0.602285,0.60214
6.966,-0.38084,-0.19741,-0.42335,0.60269,0.602236
6.976,-0.38096,-0.19701,-0.42312,0.602473,0.602322
6.985,-0.38055,-0.19714,-0.42344,0.602481,0.602424
6.995,-0.38018,-0.1964,-0.42338,0.601964,0.602414
7.004,-0.37982,-0.19691,-0.42321,0.601784,0.602388
7.014,-0.37957,-0.19646,-0.42302,0.601345,0.602333
7.024,-0.38008,-0.19625,-0.42317,0.601704,0.602249
7.033,-0.38057,-0.19623,-0.42352,0.602253,0.602177
7.043,-0.3804,-0.19581,-0.42339,0.601918,0.60209
7.052,-0.38038,-0.19552,-0.42329,0.60174,0.602035
7.062,-0.38038,-0.19582,-0.42354,0.602014,0.601968
7.072,-0.38049,-0.19585,-0.42339,0.601988,0.601919
7.081,-0.38093,-0.19602,-0.42329,0.602251,0.601896
7.091,-0.38097,-0.19646,-0.42328,0.602412,0.601941
7.1,-0.38141,-0.19667,-0.42379,0.603117,0.602074
7.11,-0.38124,-0.19728,-0.4235,0.603005,0.60224
7.119,-0.38111,-0.19708,-0.42364,0.602956,0.602365
7.129,-0.38067,-0.19715,-0.42366,0.602715,0.602412
7.139,-0.38159,-0.19716,-0.42307,0.602886,0.602508
7.148,-0.38072,-0.19732,-0.42318,0.602465,0.602581
7.158,-0.38084,-0.19701,-0.42352,0.602678,0.602647
7.167,-0.38086,-0.19681,-0.42356,0.602654,0.602714
7.177,-0.38118,-0.19654,-0.42339,0.602649,0.602754
7.187,-0.38035,-0.19634,-0.42363,0.602227,0.602735
7.196,-0.38081,-0.19607,-0.42315,0.602093,0.602633
7.206,-0.38042,-0.19621,-0.42285,0.601681,0.6025
7.215,-0.38125,-0.19623,-0.4229,0.602248,0.60243
7.225,-0.38036,-0.19581,-0.42333,0.60185,0.602343
7.234,-0.38102,-0.19568,-0.42295,0.601958,0.60225
7.244,-0.38077,-0.19584,-0.42291,0.601824,0.602186
7.254,-0.3802,-0.19619,-0.42266,0.601402,0.602058
7.263,-0.38036,-0.19664,-0.42297,0.601868,0.60198
7.273,-0.37995,-0.1961,-0.42266,0.601214,0.601836
7.282,-0.38001,-0.19663,-0.42263,0.601404,0.601754
7.292,-0.38034,-0.19727,-0.42271,0.601878,0.601733
7.302,-0.37951,-0.19725,-0.42281,0.601418,0.601706
7.311,-0.37943,-0.19717,-0.42273,0.601285,0.60161
7.321,-0.37975,-0.19716,-0.42255,0.601357,0.601561
7.33,-0.37956,-0.19699,-0.42237,0.601055,0.601471
7.34,-0.37987,-0.19714,-0.42285,0.601637,0.601452
7.349,-0.37947,-0.19707,-0.42307,0.601517,0.601463
7.359,-0.37932,-0.19648,-0.42309,0.601243,0.601401
7.369,-0.37941,-0.19642,-0.42326,0.6014,0.60142
7.378,-0.37888,-0.19641,-0.42311,0.600957,0.601375
7.388,-0.3784,-0.19625,-0.42327,0.600715,0.601258
7.397,-0.3791,-0.19606,-0.42286,0.600805,0.601197
7.407,-0.37831,-0.19588,-0.42274,0.600164,0.601085
7.417,-0.37856,-0.19636,-0.42306,0.600703,0.60102
7.426,-0.37837,-0.19624,-0.42326,0.600685,0.600983
7.436,-0.37867,-0.19656,-0.42278,0.600641,0.600883
7.445,-0.37827,-0.19643,-0.42239,0.600072,0.600739
7.455,-0.37844,-0.19675,-0.42277,0.600551,0.600669
7.464,-0.37825,-0.19687,-0.42273,0.600443,0.600574
7.474,-0.37855,-0.19704,-0.42255,0.600561,0.600534
7.484,-0.37815,-0.19681,-0.42271,0.600346,0.600497
7.493,-0.37843,-0.19654,-0.42255,0.600321,0.600449
7.503,-0.37792,-0.19668,-0.42304,0.600391,0.600472
7.512,-0.37798,-0.19677,-0.42309,0.600494,0.600451
7.522,-0.3782,-0.19637,-0.42301,0.600445,0.600426
7.532,-0.37865,-0.19641,-0.42292,0.600678,0.60043
7.541,-0.37859,-0.19633,-0.42274,0.600487,0.600472
7.551,-0.37858,-0.19582,-0.42264,0.600244,0.600441
7.56,-0.37858,-0.19619,-0.42271,0.600414,0.600438
7.57,-0.37891,-0.19656,-0.42264,0.600694,0.600451
7.58,-0.37851,-0.19618,-0.4228,0.60043,0.60046
7.589,-0.37804,-0.19672,-0.42298,0.600437,0.600471
7.599,-0.37842,-0.19661,-0.42283,0.600535,0.600486
7.608,-0.37835,-0.1966,-0.4229,0.600537,0.60049
7.618,-0.37856,-0.1971,-0.42308,0.60096,0.600542
7.628,-0.37858,-0.1969,-0.42309,0.600914,0.600565
7.637,-0.37912,-0.19696,-0.42293,0.601161,0.600633
7.647,-0.37821,-0.1968,-0.423,0.600585,0.600667
7.656,-0.37887,-0.19645,-0.42325,0.601062,0.600732
7.666,-0.37915,-0.19617,-0.42303,0.600992,0.600761
7.675,-0.37886,-0.19597,-0.42292,0.600667,0.600785
7.685,-0.37861,-0.19562,-0.42308,0.600508,0.600792
7.695,-0.37869,-0.19541,-0.42326,0.600617,0.6008
7.704,-0.37849,-0.19548,-0.42362,0.600767,0.600823
7.714,-0.37847,-0.19582,-0.4234,0.60071,0.600798
7.723,-0.37857,-0.19569,-0.42313,0.60054,0.600761
7.733,-0.37891,-0.19576,-0.42344,0.600996,0.600744
7.743,-0.37905,-0.19618,-0.42338,0.601179,0.600804
7.752,-0.3782,-0.19614,-0.42397,0.601046,0.600802
7.762,-0.37801,-0.19614,-0.42369,0.600729,0.600776
7.771,-0.37842,-0.1968,-0.42341,0.601006,0.60081
7.781,-0.37857,-0.19679,-0.42372,0.601315,0.600891
7.791,-0.37912,-0.19637,-0.42349,0.601363,0.600965
7.8,-0.37896,-0.19674,-0.42347,0.601369,0.601025
7.81,-0.37851,-0.19661,-0.42297,0.60069,0.601023
7.819,-0.37847,-0.19602,-0.42291,0.60043,0.601012
7.829,-0.37933,-0.19579,-0.42299,0.600954,0.601008
7.839,-0.37877,-0.19568,-0.42325,0.600748,0.600965
7.848,-0.37882,-0.19559,-0.42362,0.601011,0.600961
7.858,-0.37936,-0.19591,-0.42348,0.601357,0.601024
7.867,-0.37931,-0.19628,-0.42347,0.601439,0.601068
7.877,-0.37941,-0.19548,-0.42364,0.601361,0.601072
7.887,-0.37845,-0.19599,-0.42332,0.600697,0.601005
7.896,-0.37846,-0.19612,-0.42337,0.60078,0.600947
7.906,-0.37825,-0.19638,-0.42329,0.600677,0.600945
7.915,-0.37866,-0.19616,-0.42328,0.600856,0.600988
7.925,-0.37794,-0.19647,-0.42354,0.600687,0.600961
7.934,-0.3782,-0.19642,-0.42314,0.600553,0.600942
7.944,-0.37811,-0.19658,-0.42327,0.60064,0.600905
7.954,-0.37875,-0.19601,-0.42345,0.600984,0.600867
7.963,-0.37806,-0.19604,-0.42338,0.60051,0.600774
7.973,-0.37832,-0.19571,-0.42346,0.600622,0.600701
7.982,-0.37823,-0.19593,-0.4233,0.600524,0.600683
7.992,-0.37822,-0.19586,-0.42345,0.600601,0.600665
8.002,-0.37812,-0.19561,-0.4233,0.600351,0.600633
8.011,-0.378,-0.19583,-0.42337,0.600396,0.600587
8.021,-0.37777,-0.19569,-0.42329,0.600149,0.600533
8.03,-0.37807,-0.19551,-0.4232,0.600216,0.600499
8.04,-0.37821,-0.19532,-0.42361,0.600532,0.600488
8.05,-0.37865,-0.19555,-0.42323,0.600616,0.600452
8.059,-0.37891,-0.19583,-0.42311,0.600786,0.600479
8.069,-0.37872,-0.19602,-0.42318,0.600778,0.600495
8.078,-0.37881,-0.19587,-0.4231,0.600729,0.600515
8.088,-0.37807,-0.19603,-0.42293,0.600195,0.600475
8.097,-0.37821,-0.19629,-0.42342,0.600714,0.600511
8.107,-0.37801,-0.19615,-0.42346,0.60057,0.600529
8.117,-0.37863,-0.19639,-0.42313,0.600807,0.600594
8.126,-0.37848,-0.19616,-0.4236,0.600968,0.60067
8.136,-0.37782,-0.19597,-0.42298,0.600054,0.600622
8.145,-0.37808,-0.19578,-0.42258,0.599873,0.600547
8.155,-0.37767,-0.19568,-0.42262,0.599611,0.60043
8.165,-0.37817,-0.19584,-0.42339,0.600521,0.600404
8.174,-0.37833,-0.19569,-0.4227,0.600086,0.60034
8.184,-0.37823,-0.19609,-0.42213,0.599752,0.600296
8.193,-0.37833,-0.19529,-0.42258,0.599871,0.600211
8.203,-0.37759,-0.19572,-0.42279,0.599693,0.600124
8.212,-0.37794,-0.19584,-0.4229,0.60003,0.600046
8.222,-0.3783,-0.19569,-0.42299,0.600272,0.599976
8.232,-0.37845,-0.19601,-0.42309,0.600541,0.600025
8.241,-0.37868,-0.19621,-0.42326,0.600871,0.600125
8.251,-0.37924,-0.19623,-0.42278,0.600893,0.600253
8.26,-0.37919,-0.19681,-0.42281,0.601072,0.600308
8.27,-0.37886,-0.19629,-0.42256,0.600518,0.600351
8.28,-0.3785,-0.1964,-0.42262,0.600369,0.600413
8.289,-0.37847,-0.19625,-0.4228,0.600428,0.600469
8.299,-0.37825,-0.19631,-0.42298,0.600435,0.600543
8.308,-0.37833,-0.19649,-0.42266,0.600319,0.600572
8.318,-0.3778,-0.19592,-0.42255,0.599722,0.600517
8.328,-0.37764,-0.19561,-0.42287,0.599745,0.600437
8.337,-0.37817,-0.1955,-0.42316,0.600248,0.600375
8.347,-0.37822,-0.19557,-0.42293,0.60014,0.6003
8.356,-0.37844,-0.19549,-0.42308,0.600358,0.600228
8.366,-0.37835,-0.19582,-0.42293,0.600303,0.600207
8.375,-0.37824,-0.19552,-0.42274,0.600002,0.60017
8.385,-0.37801,-0.19549,-0.42306,0.600073,0.600135
8.395,-0.37853,-0.19599,-0.42326,0.600705,0.600161
8.404,-0.37869,-0.19637,-0.42328,0.600944,0.600224
8.414,-0.37849,-0.19624,-0.42311,0.600655,0.600317
8.423,-0.37879,-0.19665,-0.42293,0.600852,0.600428
8.433,-0.37882,-0.19669,-0.42308,0.600989,0.600502
8.443,-0.37871,-0.19669,-0.42284,0.600751,0.600563
8.452,-0.37806,-0.19694,-0.42257,0.600233,0.600551
8.462,-0.37788,-0.1968,-0.42271,0.600173,0.600538
8.471,-0.37787,-0.19629,-0.42297,0.600183,0.600556
8.481,-0.37808,-0.19674,-0.42275,0.600307,0.600579
8.491,-0.37778,-0.19628,-0.42306,0.600186,0.600527
8.5,-0.37786,-0.19582,-0.42259,0.599755,0.600408
8.51,-0.37819,-0.1951,-0.42271,0.599813,0.600324
8.519,-0.378,-0.19478,-0.42306,0.599836,0.600223
8.529,-0.37809,-0.19508,-0.42259,0.599659,0.60009
8.538,-0.378,-0.19511,-0.42254,0.599576,0.599972
8.548,-0.37809,-0.19561,-0.42287,0.600029,0.599952
8.558,-0.37832,-0.19541,-0.42307,0.600249,0.599959
8.567,-0.37866,-0.19556,-0.42293,0.600414,0.599982
8.577,-0.37859,-0.19566,-0.42333,0.600684,0.60002
8.586,-0.37815,-0.19592,-0.42295,0.600224,0.600024
8.596,-0.37779,-0.19611,-0.42274,0.599911,0.60004
8.606,-0.37796,-0.19655,-0.42306,0.600388,0.600097
8.615,-0.37831,-0.19584,-0.42292,0.600278,0.600141
8.625,-0.37791,-0.19619,-0.42274,0.600013,0.600177
8.634,-0.37852,-0.19589,-0.42256,0.600173,0.600236
8.644,-0.37847,-0.19594,-0.42287,0.600376,0.600271
8.654,-0.37825,-0.19536,-0.42299,0.600133,0.600259
8.663,-0.37866,-0.19531,-0.42317,0.600502,0.600268
8.673,-0.37935,-0.19522,-0.42294,0.600746,0.600274
8.682,-0.37898,-0.19496,-0.42308,0.600526,0.600304
8.692,-0.37905,-0.19543,-0.42259,0.600378,0.600351
8.702,-0.37874,-0.19498,-0.42288,0.600241,0.600336
8.711,-0.37881,-0.19468,-0.42248,0.599906,0.600299
8.721,-0.37839,-0.19465,-0.42312,0.600082,0.600306
8.73,-0.37824,-0.19498,-0.42327,0.6002,0.600309
8.74,-0.37844,-0.1951,-0.42311,0.600252,0.600297
8.749,-0.37878,-0.19561,-0.4231,0.600626,0.600346
8.759,-0.37839,-0.19608,-0.42293,0.600413,0.600337
8.769,-0.37802,-0.19663,-0.42257,0.600107,0.600273
8.778,-0.37842,-0.19652,-0.42271,0.600421,0.600263
8.788,-0.37792,-0.19659,-0.42238,0.599897,0.600214
8.797,-0.37755,-0.1966,-0.42252,0.599766,0.600167
8.807,-0.37805,-0.19627,-0.42262,0.600043,0.600181
8.817,-0.37853,-0.19632,-0.42229,0.600129,0.600185
8.826,-0.37815,-0.1959,-0.42243,0.599851,0.60015
8.836,-0.37822,-0.19561,-0.42286,0.600104,0.600136
8.845,-0.37768,-0.19566,-0.42274,0.599695,0.600043
8.855,-0.37817,-0.19492,-0.42289,0.599869,0.599988
8.865,-0.37746,-0.19476,-0.42274,0.599263,0.599904
8.874,-0.37815,-0.19483,-0.42289,0.599827,0.599844
8.884,-0.37811,-0.19509,-0.42274,0.59978,0.599833
8.893,-0.37821,-0.19536,-0.42247,0.599741,0.59983
8.903,-0.37865,-0.19539,-0.42244,0.600007,0.599827
8.913,-0.37784,-0.19614,-0.42236,0.599685,0.599782
8.922,-0.37786,-0.1963,-0.4226,0.599919,0.599789
8.932,-0.3783,-0.19665,-0.42263,0.600332,0.599812
8.941,-0.37823,-0.19652,-0.42254,0.600182,0.59986
8.951,-0.37812,-0.19609,-0.4222,0.599732,0.599847
8.96,-0.37778,-0.19638,-0.42267,0.599944,0.599915
8.97,-0.37861,-0.19608,-0.42289,0.600524,0.599985
8.98,-0.37848,-0.19613,-0.42265,0.600289,0.600035
8.989,-0.37846,-0.19572,-0.42288,0.600305,0.600092
8.999,-0.37889,-0.19559,-0.42307,0.600667,0.600158
9.008,-0.37883,-0.19541,-0.42301,0.600529,0.600242
9.018,-0.37904,-0.19531,-0.42326,0.600805,0.600331
9.028,-0.37884,-0.19522,-0.42278,0.600311,0.600329
9.037,-0.37893,-0.19529,-0.42298,0.600532,0.600364
9.047,-0.3784,-0.19513,-0.42334,0.600399,0.60043
9.056,-0.3791,-0.1952,-0.42329,0.600828,0.600519
9.066,-0.37885,-0.19546,-0.42286,0.600452,0.600512
9.076,-0.37872,-0.19582,-0.42274,0.600403,0.600523
9.085,-0.3787,-0.19602,-0.42289,0.600561,0.600549
9.095,-0.37827,-0.19637,-0.42299,0.600475,0.600529
9.104,-0.37769,-0.19674,-0.42258,0.599942,0.600471
9.114,-0.37763,-0.19645,-0.42254,0.599781,0.600368
