Time,X,Y,Z,Magnitude,Filtered Magnitude
0.632,-0.04142,0.83794,0.34566,0.907381,0.734101
0.642,-0.03813,0.83489,0.35381,0.907566,0.775608
0.651,-0.0337,0.82614,0.35858,0.901234,0.811596
0.66,-0.02647,0.81157,0.36141,0.888799,0.840816
0.67,-0.01788,0.79005,0.36271,0.869516,0.86169
0.679,-0.00657,0.76517,0.36208,0.84654,0.873572
0.688,0.00459,0.73695,0.35991,0.820153,0.876212
0.698,0.0167,0.70947,0.35599,0.793949,0.871235
0.707,0.02836,0.68082,0.35148,0.766719,0.860032
0.716,0.03945,0.65372,0.34656,0.740952,0.844281
0.726,0.0509,0.62644,0.34195,0.715505,0.825093
0.735,0.06121,0.59789,0.33736,0.689225,0.803259
0.744,0.07258,0.57013,0.33202,0.663742,0.77951
0.753,0.08385,0.54186,0.32787,0.63886,0.754516
0.763,0.09651,0.51655,0.32342,0.61704,0.729269
0.772,0.11017,0.49288,0.31952,0.59763,0.704378
0.781,0.12318,0.47196,0.31585,0.581103,0.680473
0.79,0.13192,0.45256,0.31186,0.565217,0.657599
0.8,0.13883,0.435,0.30768,0.550605,0.635988
0.809,0.14426,0.41719,0.30364,0.535776,0.61547
0.818,0.1489,0.40079,0.30021,0.522427,0.596162
0.828,0.15292,0.38544,0.2965,0.509765,0.578216
0.837,0.15623,0.37003,0.29225,0.496729,0.561515
0.846,0.15937,0.35762,0.28813,0.486117,0.546241
0.855,0.16237,0.34543,0.28342,0.475408,0.532078
0.865,0.16494,0.33552,0.27883,0.466396,0.518954
0.874,0.16703,0.32584,0.27307,0.456769,0.506521
0.883,0.17004,0.3176,0.26702,0.448423,0.494842
0.892,0.17314,0.31209,0.26078,0.442022,0.483983
0.902,0.17636,0.3092,0.25359,0.437053,0.474111
0.911,0.17905,0.3085,0.24647,0.433565,0.465225
0.92,0.18256,0.3091,0.2381,0.43077,0.457325
0.929,0.18592,0.31108,0.22978,0.429111,0.450563
0.939,0.1896,0.31295,0.21918,0.426528,0.444604
0.948,0.19266,0.31606,0.20668,0.423944,0.439458
0.957,0.1962,0.31946,0.19154,0.420995,0.434918
0.966,0.19904,0.32432,0.17395,0.418401,0.431081
0.976,0.20126,0.32957,0.15536,0.416244,0.427863
0.985,0.20224,0.33419,0.13347,0.412793,0.42494
0.994,0.20395,0.33674,0.10721,0.408024,0.422037
1.004,0.2038,0.33566,0.07412,0.39962,0.418643
1.013,0.20411,0.33045,0.03563,0.390035,0.414569
1.022,0.2036,0.31998,-0.0055,0.379303,0.409588
1.031,0.20172,0.30615,-0.04395,0.369257,0.403861
1.041,0.1983,0.29315,-0.07935,0.362707,0.397738
1.05,0.1944,0.28056,-0.10966,0.358512,0.391489
1.059,0.19045,0.26953,-0.13591,0.356916,0.385341
1.069,0.18661,0.25965,-0.16008,0.357585,0.379475
1.078,0.1832,0.24938,-0.18245,0.359222,0.374118
1.088,0.17995,0.23966,-0.20429,0.362703,0.369586
1.097,0.17769,0.23,-0.22533,0.36776,0.3664
1.106,0.17541,0.21992,-0.24696,0.37433,0.364829
1.116,0.17389,0.20897,-0.26949,0.382794,0.365178
1.125,0.17083,0.19584,-0.2948,0.392993,0.367552
1.134,0.16859,0.1804,-0.32375,0.407162,0.371998
1.144,0.1661,0.15971,-0.35804,0.425781,0.378724
1.153,0.16606,0.13349,-0.3974,0.450913,0.388124
1.162,0.17016,0.10187,-0.44746,0.489441,0.40131
1.172,0.17876,0.06393,-0.50329,0.537906,0.419178
1.181,0.19395,0.02186,-0.56702,0.599672,0.442875
1.19,0.21821,-0.03133,-0.63785,0.67487,0.473586
1.2,0.25276,-0.09816,-0.72033,0.769674,0.51312
1.209,0.30094,-0.1667,-0.81381,0.883539,0.563195
1.219,0.36881,-0.2349,-0.91824,1.017037,0.625599
1.228,0.45923,-0.30206,-1.0342,1.171197,0.702003
1.238,0.58617,-0.3601,-1.1514,1.341264,0.793551
1.247,0.75944,-0.40092,-1.2675,1.531027,0.901563
1.257,0.95361,-0.40717,-1.3707,1.718714,1.02449
1.266,1.1532,-0.3681,-1.4579,1.894951,1.160194
1.275,1.3244,-0.27669,-1.5185,2.033823,1.30361
1.285,1.4381,-0.14175,-1.5492,2.118548,1.447977
1.294,1.4791,0.02185,-1.5426,2.137248,1.584735
1.303,1.4499,0.18741,-1.4906,2.087875,1.705168
1.312,1.3641,0.32248,-1.3938,1.976725,1.801137
1.321,1.2451,0.42876,-1.2718,1.830733,1.867091
1.331,1.1132,0.49588,-1.142,1.670112,1.899976
1.34,0.9726,0.52006,-1.014,1.498202,1.896693
1.349,0.83861,0.50844,-0.89888,1.330324,1.857854
1.359,0.71194,0.46749,-0.80676,1.173144,1.785673
1.368,0.60369,0.40598,-0.7336,1.033165,1.685608
1.377,0.50136,0.32511,-0.67757,0.903415,1.564094
1.387,0.40803,0.24306,-0.63494,0.792916,1.429661
1.396,0.33296,0.16999,-0.60661,0.712555,1.292129
1.405,0.26574,0.10677,-0.59637,0.66157,1.160614
1.415,0.18864,0.05531,-0.61428,0.644968,1.042037
1.424,0.09686,0.02693,-0.67582,0.683257,0.943352
1.433,0.00825,0.0154,-0.73852,0.738727,0.867404
1.443,-0.04987,0.01709,-0.77323,0.775025,0.811874
1.452,-0.08424,0.02787,-0.79563,0.800562,0.774616
1.462,-0.12303,0.03321,-0.82841,0.838154,0.755115
1.471,-0.17422,0.03107,-0.87965,0.897275,0.754501
1.481,-0.24261,0.02016,-0.95191,0.982547,0.773464
1.49,-0.32985,-0.00141,-1.0369,1.088101,0.811019
1.5,-0.42889,-0.04076,-1.1382,1.217007,0.866562
1.509,-0.53741,-0.09585,-1.2622,1.375189,0.939584
1.519,-0.65625,-0.1607,-1.4045,1.55856,1.027115
1.528,-0.77655,-0.2231,-1.5616,1.758237,1.129066
1.538,-0.8888,-0.2896,-1.7104,1.94918,1.246481
1.547,-0.98752,-0.35843,-1.8343,2.113841,1.377809
1.556,-1.069,-0.42499,-1.9223,2.240227,1.518016
1.566,-1.1316,-0.4858,-1.9638,2.31798,1.660087
1.575,-1.1786,-0.54663,-1.958,2.349823,1.796815
1.585,-1.2144,-0.60452,-1.9074,2.340595,1.922064
1.594,-1.2348,-0.66246,-1.8225,2.298932,2.030256
1.603,-1.2476,-0.70761,-1.7291,2.246554,2.117393
1.613,-1.2711,-0.74581,-1.6482,2.210993,2.182636
1.622,-1.3437,-0.83494,-1.5572,2.219803,2.228793
1.632,-1.488,-0.98758,-1.4241,2.284189,2.262294
1.641,-1.673,-1.1421,-1.2722,2.392031,2.290113
1.65,-1.8165,-1.2237,-1.1741,2.48508,2.314598
1.66,-1.8605,-1.2125,-1.1268,2.49024,2.331824
1.669,-1.812,-1.1402,-1.0722,2.394371,2.336279
1.678,-1.7174,-1.0453,-1.0049,2.247652,2.326985
1.687,-1.608,-0.94937,-0.94054,2.090833,2.306175
1.697,-1.5025,-0.86098,-0.88262,1.943659,2.275885
1.706,-1.4071,-0.78638,-0.83231,1.814129,2.236199
1.716,-1.3303,-0.72769,-0.78732,1.708538,2.185072
1.725,-1.2712,-0.68104,-0.7516,1.626243,2.119278
1.735,-1.2254,-0.65089,-0.72371,1.564934,2.036568
1.744,-1.1891,-0.62865,-0.70376,1.518037,1.939864
1.754,-1.1545,-0.60779,-0.69225,1.476986,1.838538
1.763,-1.1141,-0.58465,-0.68883,1.434406,1.742542
1.773,-1.0677,-0.55559,-0.69051,1.387612,1.656538
1.782,-1.0183,-0.52017,-0.69219,1.336652,1.58112
1.792,-0.96632,-0.48019,-0.6911,1.281396,1.514894
1.801,-0.91327,-0.43942,-0.6867,1.224218,1.455902
1.811,-0.85861,-0.40133,-0.67936,1.166108,1.401659
1.82,-0.80659,-0.36476,-0.67071,1.110626,1.350098
1.83,-0.75494,-0.33051,-0.66194,1.057041,1.299308
1.84,-0.70624,-0.30009,-0.65551,1.009219,1.248426
1.849,-0.66214,-0.27181,-0.64981,0.966728,1.197401
1.859,-0.61742,-0.24441,-0.64546,0.926047,1.146565
1.868,-0.5706,-0.22002,-0.6409,0.885859,1.096389
1.878,-0.52517,-0.19978,-0.63556,0.848323,1.047556
1.887,-0.47989,-0.18363,-0.62872,0.811975,1.000614
1.897,-0.43808,-0.17157,-0.62147,0.779471,0.95614
1.907,-0.40285,-0.16033,-0.61486,0.752361,0.914765
1.916,-0.37002,-0.14968,-0.60881,0.727989,0.876501
1.926,-0.33936,-0.13933,-0.60391,0.706601,0.841457
1.935,-0.31237,-0.12952,-0.59905,0.687904,0.809326
1.945,-0.28768,-0.12052,-0.59477,0.671592,0.779812
1.954,-0.26301,-0.11168,-0.59073,0.656208,0.752828
1.964,-0.23931,-0.1011,-0.58654,0.641498,0.728392
1.974,-0.21506,-0.08859,-0.58183,0.626598,0.70622
1.983,-0.19162,-0.07514,-0.57833,0.613865,0.686409
1.993,-0.173,-0.06309,-0.57419,0.602995,0.668761
2.002,-0.1568,-0.05278,-0.57049,0.593996,0.652925
2.012,-0.14376,-0.0433,-0.56718,0.586715,0.638797
2.021,-0.13351,-0.03467,-0.56399,0.580613,0.626198
2.031,-0.12494,-0.02745,-0.56064,0.575048,0.614913
2.041,-0.11578,-0.02121,-0.55685,0.569154,0.604669
2.05,-0.10711,-0.01315,-0.55243,0.562872,0.595335
2.06,-0.0987,-0.00432,-0.54837,0.557198,0.586906
2.069,-0.08999,0.00835,-0.54443,0.55188,0.579434
2.079,-0.08233,0.01981,-0.54025,0.546846,0.572732
2.088,-0.07617,0.0304,-0.53613,0.542366,0.566669
2.098,-0.07006,0.03999,-0.53286,0.538932,0.561163
2.107,-0.066,0.04889,-0.53001,0.536336,0.556125
2.117,-0.0629,0.0573,-0.52753,0.534348,0.551498
2.126,-0.06,0.06499,-0.52527,0.532665,0.54726
2.136,-0.05777,0.07211,-0.52294,0.53104,0.543448
2.145,-0.05539,0.07868,-0.52228,0.53107,0.540268
2.154,-0.05343,0.08527,-0.52171,0.531326,0.537681
2.164,-0.05291,0.09203,-0.52182,0.532508,0.535744
2.173,-0.05232,0.09872,-0.52301,0.534811,0.53454
2.183,-0.05183,0.10683,-0.52406,0.537343,0.534038
2.192,-0.0521,0.11541,-0.52441,0.539481,0.534093
2.202,-0.05299,0.12463,-0.52563,0.542796,0.534739
2.211,-0.05373,0.13349,-0.52659,0.545897,0.535894
2.221,-0.0552,0.14307,-0.52829,0.550097,0.537637
2.23,-0.05761,0.15281,-0.53098,0.555526,0.540085
2.24,-0.05947,0.16281,-0.53361,0.561056,0.543084
2.249,-0.06171,0.17183,-0.53774,0.567889,0.54674
2.259,-0.06408,0.17875,-0.54287,0.575122,0.551002
2.268,-0.06669,0.18446,-0.54868,0.582686,0.555789
2.278,-0.06976,0.18996,-0.5554,0.591118,0.561167
2.287,-0.07319,0.19544,-0.56188,0.599385,0.567157
2.297,-0.07666,0.20075,-0.56825,0.607524,0.57363
2.306,-0.08024,0.20429,-0.57562,0.616045,0.580645
2.316,-0.0834,0.20799,-0.58259,0.624201,0.588055
2.325,-0.08716,0.21053,-0.59119,0.633581,0.595861
2.335,-0.09002,0.21204,-0.60122,0.64384,0.604139
2.344,-0.09214,0.21395,-0.61241,0.655218,0.612872
2.353,-0.09386,0.21489,-0.62464,0.667205,0.62208
2.363,-0.09726,0.21465,-0.63915,0.68121,0.631933
2.372,-0.10105,0.21346,-0.65441,0.695722,0.642393
2.382,-0.10574,0.21183,-0.67057,0.711138,0.653568
2.391,-0.11235,0.2095,-0.68675,0.726731,0.665489
2.401,-0.12002,0.20659,-0.70275,0.742255,0.67811
2.41,-0.12973,0.20387,-0.71799,0.757564,0.691446
2.42,-0.14019,0.20176,-0.73213,0.772253,0.705313
2.429,-0.1518,0.19913,-0.74532,0.786256,0.719555
2.439,-0.16449,0.19669,-0.75632,0.798601,0.733893
2.448,-0.1788,0.1957,-0.76525,0.809861,0.748159
2.458,-0.19349,0.19693,-0.77186,0.819749,0.762013
2.467,-0.20951,0.19998,-0.7742,0.826603,0.775101
2.477,-0.22825,0.2053,-0.77284,0.831582,0.787145
2.486,-0.25081,0.21194,-0.76866,0.83586,0.798058
2.496,-0.27366,0.2182,-0.76202,0.838556,0.807688
2.505,-0.2975,0.22342,-0.75328,0.840151,0.815947
2.514,-0.32133,0.22837,-0.74391,0.841907,0.822913
2.524,-0.34559,0.23347,-0.7343,0.844474,0.828734
2.533,-0.36688,0.23832,-0.72501,0.84678,0.833552
2.543,-0.3869,0.24407,-0.71634,0.849944,0.837561
2.552,-0.40496,0.25376,-0.70496,0.851678,0.840754
2.562,-0.42099,0.26751,-0.69204,0.853061,0.843399
2.571,-0.43434,0.28569,-0.67543,0.852335,0.845475
2.581,-0.44548,0.30681,-0.65383,0.848574,0.846746
2.59,-0.45511,0.33082,-0.62651,0.84207,0.847098
2.6,-0.46362,0.3629,-0.59516,0.837171,0.8468
2.609,-0.46997,0.39845,-0.56014,0.832701,0.845879
2.619,-0.47427,0.43518,-0.52188,0.828657,0.844297
2.628,-0.47491,0.46769,-0.47766,0.82002,0.841621
2.638,-0.47422,0.49693,-0.42737,0.808993,0.837526
2.647,-0.47372,0.51758,-0.37556,0.79583,0.831941
2.657,-0.47292,0.52641,-0.32973,0.780694,0.824704
2.666,-0.471,0.52412,-0.28744,0.761029,0.815574
2.676,-0.46747,0.51461,-0.25005,0.738835,0.8046
2.685,-0.46248,0.4992,-0.21492,0.713638,0.791757
2.695,-0.45552,0.48228,-0.17901,0.687122,0.776752
2.704,-0.44814,0.46463,-0.14319,0.661222,0.759604
2.714,-0.43867,0.44673,-0.10796,0.635338,0.740272
2.723,-0.42889,0.43124,-0.07464,0.612769,0.719547
2.733,-0.4181,0.41799,-0.04405,0.592844,0.697932
2.742,-0.40635,0.4078,-0.01641,0.575926,0.675941
2.752,-0.39451,0.39934,0.00975,0.561432,0.654015
2.761,-0.38233,0.39273,0.03349,0.549122,0.632825
2.771,-0.36893,0.38589,0.05581,0.536782,0.612619
2.78,-0.35649,0.38019,0.07858,0.527072,0.593963
2.789,-0.34695,0.37494,0.10189,0.520899,0.57734
2.799,-0.3391,0.37182,0.12619,0.518809,0.563099
2.808,-0.33411,0.37,0.14621,0.519526,0.551518
2.817,-0.33189,0.36966,0.16151,0.522384,0.542479
2.827,-0.3321,0.37096,0.17314,0.527142,0.535909
2.836,-0.33449,0.37276,0.18086,0.532488,0.531566
2.846,-0.33872,0.37678,0.18517,0.539428,0.529365
2.855,-0.34334,0.38187,0.18543,0.545977,0.529051
2.864,-0.34995,0.38806,0.18336,0.553784,0.530751
2.874,-0.35912,0.39553,0.17894,0.56341,0.534385
2.883,-0.36888,0.4023,0.1732,0.572639,0.539559
2.893,-0.37998,0.40916,0.16547,0.582389,0.545917
2.902,-0.3922,0.41444,0.15872,0.592261,0.55319
2.911,-0.40473,0.41806,0.15216,0.601443,0.561096
2.921,-0.41741,0.42068,0.14695,0.610571,0.569439
2.93,-0.43107,0.42178,0.14399,0.620043,0.578194
2.94,-0.44494,0.41996,0.14176,0.62804,0.587056
2.949,-0.45872,0.41694,0.14188,0.635919,0.59605
2.958,-0.47174,0.41129,0.14273,0.641927,0.604864
2.968,-0.48414,0.40337,0.14416,0.646437,0.613167
2.977,-0.49638,0.39364,0.14489,0.649876,0.620891
2.987,-0.50816,0.38196,0.14497,0.652025,0.627854
2.996,-0.52012,0.36876,0.14455,0.653761,0.634004
3.005,-0.53144,0.35499,0.14426,0.655177,0.639378
3.015,-0.54238,0.33907,0.1444,0.655741,0.643894
3.024,-0.55458,0.31809,0.14281,0.655084,0.647399
3.033,-0.56981,0.29434,0.13946,0.65633,0.650228
3.043,-0.58696,0.27024,0.13298,0.659724,0.652608
3.052,-0.60527,0.24392,0.12206,0.663888,0.654804
3.062,-0.62424,0.2158,0.10565,0.668885,0.657049
3.071,-0.64305,0.18131,0.08238,0.673181,0.65938
3.08,-0.66207,0.14167,0.05186,0.679041,0.662081
3.09,-0.67927,0.09382,0.01759,0.685944,0.665299
3.099,-0.68994,0.03797,-0.01513,0.69115,0.668897
3.109,-0.69122,-0.03749,-0.04297,0.693568,0.672679
3.118,-0.67917,-0.14316,-0.05922,0.696616,0.676833
3.128,-0.64596,-0.26631,-0.05496,0.700861,0.681286
3.137,-0.57992,-0.39254,-0.01548,0.700453,0.685359
3.147,-0.48849,-0.4915,0.06791,0.69628,0.688598
3.156,-0.39917,-0.54201,0.16925,0.694087,0.691118
3.166,-0.33117,-0.55701,0.24486,0.692741,0.693074
3.175,-0.28202,-0.55642,0.29105,0.688367,0.694007
3.185,-0.24735,-0.55185,0.31527,0.681994,0.693612
3.194,-0.21737,-0.54939,0.32434,0.674,0.691897
3.204,-0.19056,-0.55307,0.32045,0.666999,0.68924
3.213,-0.17246,-0.55895,0.30904,0.661569,0.685735
3.223,-0.16074,-0.56706,0.29216,0.657839,0.681433
3.232,-0.15267,-0.57506,0.27247,0.654402,0.676828
3.242,-0.14787,-0.57995,0.25013,0.64867,0.672067
3.251,-0.14761,-0.5817,0.2266,0.641491,0.666807
3.261,-0.15092,-0.57978,0.20111,0.631955,0.660728
3.27,-0.15815,-0.57357,0.17609,0.620485,0.65394
3.28,-0.16836,-0.56317,0.15162,0.607037,0.646445
3.289,-0.17843,-0.5501,0.12822,0.592358,0.63828
3.299,-0.18752,-0.53601,0.1045,0.5774,0.629321
3.308,-0.1963,-0.52181,0.0789,0.563067,0.61947
3.318,-0.20418,-0.5076,0.05185,0.549578,0.608644
3.327,-0.21144,-0.49423,0.02423,0.538105,0.597015
3.337,-0.21885,-0.48203,-0.00133,0.529386,0.585086
3.346,-0.22541,-0.47145,-0.02367,0.523101,0.573247
3.356,-0.23027,-0.46262,-0.04273,0.518524,0.561904
3.365,-0.2355,-0.45313,-0.05912,0.514084,0.551264
3.375,-0.24119,-0.44181,-0.07237,0.508533,0.541414
3.384,-0.24672,-0.4284,-0.08421,0.501486,0.532327
3.394,-0.25158,-0.4126,-0.09567,0.49263,0.52385
3.404,-0.25692,-0.39581,-0.10817,0.484122,0.515955
3.413,-0.26036,-0.37883,-0.12045,0.475192,0.508516
3.423,-0.26276,-0.36226,-0.13312,0.4669,0.501396
3.432,-0.26321,-0.34689,-0.14516,0.459003,0.494358
3.442,-0.26175,-0.33357,-0.15613,0.451839,0.487231
3.451,-0.25934,-0.32096,-0.16665,0.445022,0.479881
3.461,-0.25683,-0.3085,-0.17578,0.438215,0.472294
3.47,-0.25486,-0.29705,-0.18452,0.432712,0.464712
3.48,-0.25445,-0.28596,-0.19146,0.427989,0.457363
3.49,-0.25559,-0.27499,-0.19686,0.42391,0.450491
3.499,-0.25905,-0.26445,-0.20077,0.421129,0.444191
3.509,-0.26424,-0.25454,-0.20343,0.41952,0.438624
3.518,-0.26929,-0.24477,-0.2053,0.417825,0.433716
3.528,-0.27529,-0.2361,-0.20683,0.4175,0.429566
3.538,-0.27934,-0.22939,-0.20749,0.416777,0.42606
3.547,-0.28179,-0.2257,-0.20873,0.41703,0.423261
3.557,-0.28311,-0.22592,-0.20987,0.418613,0.4213
3.566,-0.28314,-0.22837,-0.21107,0.420561,0.420085
3.576,-0.28249,-0.23346,-0.21136,0.423057,0.419592
3.585,-0.28264,-0.24082,-0.21223,0.427693,0.41997
3.595,-0.28331,-0.25,-0.21283,0.43366,0.421224
3.605,-0.28402,-0.26028,-0.21356,0.440478,0.423319
3.614,-0.28441,-0.27092,-0.21599,0.448262,0.426363
3.624,-0.28488,-0.28051,-0.218,0.455375,0.430151
3.633,-0.28547,-0.28857,-0.22056,0.461966,0.434669
3.643,-0.28564,-0.29539,-0.22384,0.467921,0.439759
3.652,-0.28511,-0.29984,-0.22796,0.472395,0.445137
3.662,-0.28312,-0.30279,-0.23316,0.475607,0.450641
3.672,-0.27915,-0.3035,-0.23916,0.476691,0.456005
3.681,-0.2725,-0.30249,-0.24725,0.476329,0.460868
3.691,-0.26365,-0.2972,-0.2574,0.473386,0.464841
3.7,-0.25726,-0.2935,-0.26708,0.472924,0.468086
3.71,-0.25479,-0.29121,-0.27806,0.476486,0.470908
3.719,-0.25347,-0.28972,-0.29094,0.482525,0.473623
3.729,-0.24719,-0.28648,-0.30292,0.4847,0.475896
3.739,-0.23546,-0.27947,-0.31245,0.480801,0.477184
3.748,-0.21521,-0.26824,-0.31929,0.46927,0.476872
3.758,-0.19023,-0.25216,-0.32301,0.451783,0.474489
3.767,-0.17092,-0.2345,-0.32397,0.434926,0.470313
3.777,-0.15972,-0.21836,-0.32398,0.422084,0.464888
3.786,-0.15688,-0.20713,-0.32499,0.416092,0.459159
3.796,-0.16058,-0.19983,-0.32711,0.415595,0.453426
3.806,-0.16785,-0.19475,-0.32976,0.418142,0.447592
3.815,-0.17892,-0.19198,-0.33323,0.424159,0.441755
3.825,-0.19275,-0.19079,-0.33576,0.431611,0.436446
3.834,-0.21062,-0.19251,-0.3393,0.443334,0.4327
3.844,-0.23515,-0.19753,-0.34318,0.460528,0.431825
3.854,-0.26692,-0.20789,-0.34778,0.485196,0.435167
3.863,-0.309,-0.22431,-0.35194,0.519286,0.443603
3.873,-0.35977,-0.24877,-0.35817,0.565338,0.457928
3.882,-0.41539,-0.28222,-0.36897,0.623166,0.478636
3.892,-0.47797,-0.32351,-0.38301,0.692684,0.506344
3.901,-0.54275,-0.37311,-0.40091,0.77105,0.541635
3.911,-0.60268,-0.42545,-0.4218,0.849792,0.584198
3.921,-0.65717,-0.47883,-0.4435,0.926198,0.633657
3.93,-0.70282,-0.53841,-0.46486,0.999968,0.689321
3.94,-0.74855,-0.61055,-0.48744,1.081987,0.751466
3.949,-0.80345,-0.6985,-0.512,1.181346,0.821081
3.959,-0.86034,-0.8069,-0.5365,1.295803,0.898733
3.969,-0.91636,-0.93581,-0.5594,1.424214,0.984621
3.978,-0.98112,-1.0851,-0.57709,1.5726,1.079564
3.988,-1.0465,-1.2638,-0.59249,1.744533,1.184749
3.997,-1.1137,-1.4746,-0.60396,1.944104,1.302055
4.006,-1.1819,-1.7072,-0.60991,2.164119,1.433487
4.016,-1.2471,-1.9804,-0.6068,2.417736,1.582641
4.025,-1.2952,-2.267,-0.58932,2.676589,1.750303
4.035,-1.3063,-2.5377,-0.56157,2.9089,1.932994
4.044,-1.2834,-2.7838,-0.53162,3.111154,2.125975
4.053,-1.2317,-2.9959,-0.50615,3.278519,2.324247
4.063,-1.1514,-3.1549,-0.48795,3.393702,2.521196
4.072,-1.0484,-3.2495,-0.47528,3.447359,2.708672
4.082,-0.92966,-3.2866,-0.46972,3.447701,2.878988
4.091,-0.80443,-3.2932,-0.47606,3.423289,3.026907
4.101,-0.68521,-3.2949,-0.49874,3.402149,3.15071
4.11,-0.57296,-3.3007,-0.53821,3.393018,3.248238
4.12,-0.47163,-3.307,-0.59567,3.393156,3.319895
4.129,-0.38713,-3.3089,-0.66891,3.39796,3.368801
4.139,-0.31316,-3.3026,-0.75718,3.402728,3.397958
4.148,-0.24605,-3.2884,-0.84947,3.405248,3.410631
4.158,-0.18523,-3.2699,-0.93501,3.405995,3.41186
4.167,-0.12699,-3.2508,-1.0034,3.404503,3.407575
4.177,-0.06727,-3.2302,-1.039,3.393853,3.40219
4.186,-0.00159,-3.2085,-1.0389,3.372505,3.397111
4.195,0.07805,-3.1848,-1.0088,3.341664,3.391063
4.205,0.1717,-3.1615,-0.95532,3.307144,3.382475
4.214,0.25813,-3.1354,-0.88342,3.26769,3.369929
4.223,0.33974,-3.0997,-0.79588,3.218228,3.351956
4.233,0.4145,-3.0515,-0.69776,3.157583,3.327441
4.242,0.4833,-2.9846,-0.59026,3.080556,3.294972
4.252,0.5583,-2.9045,-0.49619,2.999004,3.254273
4.261,0.64652,-2.8264,-0.40987,2.928228,3.206645
4.27,0.73821,-2.7516,-0.32945,2.86789,3.154049
