Time,X,Y,Z
6.536,0.12266,-0.23357,0.22573
6.545,0.1226,-0.23356,0.22534
6.555,0.12205,-0.23273,0.22488
6.564,0.12167,-0.23331,0.22509
6.573,0.12153,-0.23337,0.22536
6.583,0.12162,-0.23337,0.2253
6.592,0.12152,-0.23346,0.22555
6.601,0.12173,-0.23363,0.22549
6.611,0.12153,-0.2334,0.22532
6.62,0.12173,-0.23346,0.22522
6.629,0.12207,-0.2333,0.22487
6.639,0.12211,-0.23362,0.22517
6.648,0.12233,-0.23323,0.22562
6.658,0.12213,-0.23353,0.22533
6.667,0.12222,-0.23364,0.22513
6.676,0.12288,-0.23357,0.2252
6.686,0.12283,-0.23331,0.22537
6.695,0.12207,-0.23303,0.22531
6.704,0.12254,-0.23342,0.22538
6.714,0.1228,-0.23321,0.22505
6.723,0.12326,-0.23344,0.22536
6.733,0.12255,-0.23321,0.22547
6.742,0.12248,-0.23353,0.22565
6.751,0.12204,-0.23331,0.2255
6.761,0.12167,-0.23362,0.22523
6.77,0.12217,-0.23348,0.22487
6.779,0.12179,-0.23322,0.22542
6.789,0.12208,-0.23328,0.22531
6.798,0.12189,-0.23328,0.22538
6.807,0.12209,-0.23345,0.22564
6.817,0.12254,-0.2333,0.22584
6.826,0.1228,-0.23328,0.22594
6.836,0.12293,-0.23362,0.22553
6.845,0.12338,-0.23348,0.22583
6.854,0.12299,-0.23364,0.2256
6.864,0.12263,-0.23382,0.226
6.873,0.12227,-0.23367,0.22545
6.882,0.12223,-0.23416,0.22557
6.892,0.12191,-0.23362,0.22549
6.901,0.12209,-0.23323,0.22557
6.911,0.12211,-0.23336,0.22533
6.92,0.12211,-0.23346,0.22564
6.929,0.12265,-0.23338,0.22533
6.939,0.12184,-0.23338,0.22539
6.948,0.12241,-0.23354,0.22581
6.957,0.12203,-0.23339,0.22535
6.967,0.12221,-0.2343,0.22589
6.976,0.12277,-0.23414,0.22536
6.986,0.12239,-0.23353,0.22539
6.995,0.12214,-0.23381,0.22573
7.004,0.12222,-0.23434,0.22517
7.014,0.12169,-0.23414,0.22545
7.023,0.12228,-0.23395,0.22557
7.032,0.12256,-0.2341,0.22516
7.042,0.12259,-0.23453,0.22554
7.051,0.1228,-0.23399,0.22557
7.061,0.12293,-0.23411,0.226
7.07,0.12273,-0.23353,0.22562
7.079,0.12271,-0.23339,0.22592
7.089,0.12239,-0.23346,0.2257
7.098,0.12192,-0.23355,0.22568
7.107,0.12241,-0.23373,0.22567
7.117,0.12193,-0.23324,0.2255
7.126,0.12209,-0.23345,0.22599
7.136,0.12222,-0.23338,0.22554
7.145,0.12191,-0.23388,0.22515
7.154,0.12209,-0.23393,0.22528
7.164,0.12275,-0.23343,0.2253
7.173,0.12185,-0.23363,0.22496
7.182,0.12219,-0.23357,0.22476
7.192,0.1219,-0.23365,0.22541
7.201,0.12187,-0.23323,0.22531
7.211,0.12209,-0.23361,0.2253
7.22,0.12222,-0.23382,0.22513
7.229,0.12255,-0.23359,0.22545
7.239,0.12215,-0.23381,0.22515
7.248,0.1219,-0.23384,0.22545
7.257,0.12209,-0.23325,0.22489
7.267,0.12211,-0.2332,0.22509
7.276,0.12211,-0.23336,0.2246
7.285,0.12243,-0.23321,0.22489
7.295,0.12182,-0.23336,0.22501
7.304,0.1224,-0.23337,0.22527
7.314,0.12203,-0.23329,0.2253
7.323,0.12253,-0.2332,0.22521
7.332,0.12237,-0.23394,0.22512
7.342,0.12311,-0.23393,0.2252
7.351,0.12296,-0.23393,0.22512
7.36,0.12273,-0.23368,0.22528
7.37,0.12282,-0.23391,0.2253
7.379,0.12272,-0.23393,0.22538
7.389,0.12303,-0.23393,0.22531
7.398,0.12306,-0.23385,0.22555
7.407,0.12307,-0.23359,0.22574
7.417,0.12285,-0.23331,0.2256
7.426,0.12262,-0.2337,0.22583
7.435,0.12302,-0.23374,0.22569
7.445,0.12371,-0.23391,0.22534
7.454,0.12313,-0.23376,0.22547
7.463,0.12307,-0.23375,0.22557
7.473,0.12318,-0.23358,0.22558
7.482,0.12254,-0.23373,0.22558
7.492,0.1228,-0.23374,0.22516
7.501,0.12293,-0.23341,0.22545
7.51,0.12295,-0.23304,0.22515
7.52,0.12252,-0.23317,0.22478
7.529,0.12269,-0.23327,0.22508
7.538,0.12281,-0.23336,0.22561
7.548,0.12272,-0.23362,0.22584
7.557,0.12293,-0.23365,0.22569
7.567,0.12359,-0.23307,0.22492
7.576,0.12269,-0.2336,0.22526
7.585,0.12303,-0.2339,0.22555
7.595,0.12317,-0.23393,0.22583
7.604,0.12297,-0.23368,0.22518
7.613,0.12349,-0.23382,0.22546
7.623,0.12279,-0.23359,0.22515
7.632,0.12293,-0.23356,0.22528
7.642,0.12305,-0.23331,0.22521
7.651,0.12317,-0.23337,0.22563
7.66,0.12351,-0.23371,0.22558
7.67,0.12311,-0.23391,0.2255
7.679,0.12307,-0.23343,0.22549
7.688,0.12318,-0.23321,0.22565
7.698,0.12276,-0.23286,0.22567
7.707,0.12228,-0.23357,0.22567
7.717,0.12256,-0.23373,0.2255
7.726,0.1228,-0.234,0.22532
7.735,0.12261,-0.23394,0.22581
7.745,0.12291,-0.23402,0.22543
7.754,0.12262,-0.23369,0.22565
7.763,0.12238,-0.23399,0.22525
7.773,0.12257,-0.2336,0.22521
7.782,0.1228,-0.23407,0.22529
7.792,0.12283,-0.23369,0.2258
7.801,0.12261,-0.23366,0.22569
7.81,0.1227,-0.23374,0.22559
7.82,0.12271,-0.23375,0.226
7.829,0.1226,-0.23408,0.22537
7.838,0.12291,-0.23411,0.22531
7.848,0.12262,-0.2342,0.22496
7.857,0.12248,-0.23421,0.2251
7.867,0.12258,-0.23379,0.22536
7.876,0.12291,-0.23409,0.22598
7.885,0.12338,-0.23395,0.2257
7.895,0.12278,-0.23377,0.22534
7.904,0.12304,-0.23358,0.22564
7.913,0.12285,-0.23406,0.22584
7.923,0.12272,-0.23386,0.22544
7.932,0.12293,-0.23359,0.22565
7.942,0.12305,-0.23331,0.22533
7.951,0.12285,-0.23345,0.22572
7.96,0.12186,-0.23372,0.22543
7.97,0.12262,-0.23358,0.22565
7.979,0.12259,-0.23381,0.22542
7.989,0.12237,-0.23384,0.22548
7.998,0.12224,-0.23367,0.22565
8.007,0.12202,-0.23324,0.22575
8.017,0.1221,-0.2337,0.22577
8.026,0.12222,-0.23374,0.22568
8.035,0.12255,-0.23358,0.22576
8.045,0.12226,-0.23356,0.22526
8.054,0.12234,-0.23348,0.22538
8.064,0.12192,-0.23405,0.22539
8.073,0.1222,-0.23353,0.22564
8.082,0.12255,-0.23406,0.22584
8.092,0.12237,-0.23394,0.22544
8.101,0.123,-0.23393,0.22556
8.11,0.12231,-0.23368,0.22566
8.12,0.12224,-0.23399,0.22601
8.129,0.12223,-0.23385,0.22545
8.138,0.12245,-0.23376,0.22582
8.148,0.12236,-0.23375,0.22535
8.157,0.12235,-0.23341,0.22547
8.167,0.12267,-0.2338,0.22565
8.176,0.1226,-0.2335,0.22559
8.185,0.12291,-0.23305,0.22533
8.195,0.12273,-0.23343,0.2253
8.204,0.12293,-0.23355,0.2258
8.213,0.12284,-0.23339,0.2251
8.223,0.12283,-0.23354,0.22536
8.232,0.12261,-0.23322,0.22564
8.242,0.12259,-0.23353,0.2255
8.251,0.12291,-0.23423,0.22582
8.26,0.12273,-0.23413,0.22518
8.27,0.12271,-0.23404,0.22512
8.279,0.12282,-0.23352,0.22528
8.288,0.12261,-0.23406,0.22513
8.298,0.12248,-0.23386,0.22528
8.307,0.1229,-0.23367,0.22538
8.317,0.12208,-0.23374,0.22556
8.326,0.12125,-0.23341,0.22566
8.335,0.12213,-0.23321,0.22584
8.345,0.12276,-0.23328,0.22552
8.354,0.12218,-0.2332,0.22515
8.363,0.12222,-0.23361,0.22512
8.373,0.12201,-0.2334,0.22511
8.382,0.12199,-0.23396,0.22528
8.391,0.12264,-0.23394,0.22538
8.401,0.12303,-0.23385,0.22564
8.41,0.12274,-0.23367,0.22516
8.42,0.12271,-0.23391,0.22545
8.429,0.1226,-0.23393,0.22531
8.438,0.12259,-0.23351,0.22513
8.448,0.1227,-0.23356,0.2252
8.457,0.12249,-0.23373,0.22512
8.466,0.12301,-0.23341,0.22503
8.476,0.12306,-0.23363,0.22519
8.485,0.12274,-0.2334,0.22512
8.495,0.12282,-0.23338,0.22494
8.504,0.12304,-0.23346,0.22526
8.513,0.12328,-0.23338,0.2253
8.523,0.12298,-0.23371,0.22513
8.532,0.12284,-0.23349,0.22528
8.541,0.12261,-0.23347,0.22488
8.551,0.12281,-0.23364,0.22559
8.56,0.1225,-0.23382,0.22533
8.57,0.1228,-0.23367,0.22539
8.579,0.12239,-0.23391,0.22556
8.588,0.12311,-0.23393,0.22566
8.598,0.12264,-0.23368,0.22542
8.607,0.12249,-0.23341,0.22497
8.616,0.12215,-0.23346,0.22527
8.626,0.12276,-0.23338,0.2253
8.635,0.12218,-0.23371,0.22521
8.645,0.12233,-0.23349,0.22462
8.654,0.12224,-0.23372,0.22523
8.663,0.12234,-0.23358,0.2258
8.673,0.123,-0.23356,0.22526
8.682,0.12295,-0.23339,0.22546
8.691,0.12306,-0.23338,0.22515
8.701,0.12285,-0.23329,0.22478
8.71,0.12283,-0.23328,0.22491
8.719,0.12294,-0.23337,0.22526
8.729,0.12295,-0.23321,0.22529
8.738,0.12252,-0.23344,0.2253
8.748,0.12291,-0.23296,0.22513
8.757,0.12251,-0.23358,0.2252
8.766,0.12344,-0.23323,0.22487
8.776,0.12246,-0.23361,0.22526
8.785,0.12301,-0.23357,0.22546
8.795,0.12285,-0.23331,0.22565
8.804,0.12305,-0.2332,0.22525
8.813,0.12274,-0.23319,0.22529
8.823,0.1225,-0.23336,0.2253
8.832,0.1228,-0.23379,0.22547
8.841,0.1225,-0.2335,0.2254
8.851,0.12323,-0.23372,0.22539
8.86,0.12211,-0.23358,0.22548
8.87,0.12254,-0.23406,0.22515
8.879,0.12248,-0.23395,0.22528
8.888,0.12312,-0.23402,0.2253
8.898,0.12286,-0.23402,0.22564
8.907,0.12272,-0.23428,0.22542
8.916,0.12249,-0.23397,0.22523
8.926,0.1229,-0.23368,0.22538
8.935,0.12251,-0.23366,0.22522
8.945,0.12344,-0.23382,0.22512
8.954,0.12278,-0.23367,0.22461
8.963,0.12315,-0.2334,0.22456
8.973,0.1234,-0.23388,0.22489
8.982,0.12332,-0.23384,0.22526
8.991,0.12331,-0.23401,0.22555
9.001,0.12277,-0.23427,0.22532
9.01,0.12282,-0.2338,0.22513
9.019,0.12283,-0.23375,0.22503
9.029,0.12283,-0.23391,0.22527
9.038,0.12283,-0.23418,0.22513
9.048,0.12251,-0.23429,0.22537
9.057,0.12258,-0.23439,0.22514
9.066,0.12248,-0.23406,0.22528
9.076,0.12247,-0.23445,0.2253
9.085,0.1229,-0.23465,0.22521
9.094,0.12262,-0.23442,0.22529
9.104,0.12227,-0.23457,0.22538
9.113,0.12191,-0.23466,0.22531
9.123,0.12263,-0.23434,0.22547
9.132,0.12216,-0.23431,0.22515
9.141,0.12136,-0.23455,0.22562
9.151,0.12182,-0.23441,0.22533
9.16,0.12251,-0.23415,0.2253
9.169,0.12258,-0.23437,0.2253
9.179,0.12291,-0.23398,0.22521
9.188,0.12262,-0.23402,0.22504
9.198,0.12216,-0.23344,0.2251
9.207,0.12276,-0.23347,0.2252
9.216,0.1225,-0.23338,0.22546
9.226,0.12258,-0.23354,0.22531
9.235,0.12226,-0.23398,0.22564
9.244,0.12256,-0.23452,0.22533
9.254,0.12323,-0.23424,0.22547
9.263,0.12319,-0.2338,0.22557
9.273,0.12276,-0.23442,0.22566
9.282,0.12185,-0.2344,0.22559
9.291,0.12219,-0.23406,0.22499
9.301,0.1219,-0.23378,0.22544
9.31,0.12198,-0.234,0.22548
9.319,0.12199,-0.23427,0.22599
9.329,0.12156,-0.2343,0.22579
9.338,0.12173,-0.23414,0.2256
9.348,0.1224,-0.23412,0.22567
9.357,0.12235,-0.2337,0.225
9.366,0.12235,-0.23424,0.22493
9.376,0.12149,-0.23405,0.22526
9.385,0.12194,-0.23378,0.22504
9.394,0.1222,-0.23383,0.22477
9.404,0.1219,-0.23409,0.22491
9.413,0.1222,-0.23412,0.22475
9.422,0.12223,-0.23395,0.22474
9.432,0.12266,-0.23427,0.22491
9.441,0.1226,-0.23447,0.22543
9.451,0.12216,-0.23424,0.22548
9.46,0.12298,-0.23413,0.22523
9.469,0.12295,-0.23412,0.22546
9.479,0.12273,-0.23395,0.22565
9.488,0.12282,-0.23418,0.2255
9.497,0.12283,-0.23396,0.22549
9.507,0.12283,-0.23402,0.22532
9.516,0.12261,-0.23369,0.22564
9.526,0.1227,-0.23357,0.22558
9.535,0.12228,-0.23339,0.22583
9.544,0.12267,-0.23321,0.22603
9.554,0.1227,-0.23336,0.22579
9.563,0.12239,-0.23337,0.22577
9.572,0.12235,-0.23354,0.22551
9.582,0.1231,-0.23356,0.22583
9.591,0.12286,-0.23381,0.22552
9.601,0.12283,-0.23409,0.22524
9.61,0.12251,-0.23378,0.22521
9.619,0.12258,-0.23442,0.22529
9.629,0.12259,-0.23432,0.22547
9.638,0.12227,-0.23372,0.22523
9.647,0.12256,-0.23391,0.22512
9.657,0.12259,-0.23393,0.22562
9.666,0.1228,-0.23343,0.22508
9.676,0.12304,-0.23363,0.2246
9.685,0.12328,-0.2339,0.22489
9.694,0.12298,-0.23368,0.22501
9.704,0.12317,-0.23407,0.22502
9.713,0.12222,-0.23395,0.22493
9.722,0.12277,-0.23377,0.22459
9.732,0.12218,-0.23341,0.22556
9.741,0.12255,-0.23346,0.22549
9.751,0.12237,-0.23347,0.22532
9.76,0.1217,-0.23355,0.22564
9.769,0.1225,-0.23356,0.2255
9.779,0.12236,-0.2339,0.2254
9.788,0.12278,-0.23351,0.22565
9.797,0.12282,-0.23372,0.2255
9.807,0.12294,-0.23358,0.22557
9.816,0.12273,-0.23373,0.22566
9.826,0.12228,-0.23391,0.22534
9.835,0.12256,-0.23368,0.22539
9.844,0.12323,-0.23349,0.22531
9.854,0.12287,-0.23322,0.2253
9.863,0.12294,-0.23336,0.22555
9.872,0.12295,-0.23362,0.22566
9.882,0.12306,-0.23382,0.22576
9.891,0.12264,-0.23317,0.22534
