Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-05 04:34:53.499,0.006000,0.377300,0.406200,0.314530,0.637403,0.637403,2025-02-05 04:34:53.499
2025-02-05 04:34:53.508,0.015000,0.414810,0.446740,0.346320,0.701129,0.669266,2025-02-05 04:34:53.508
2025-02-05 04:34:53.518,0.025000,0.418560,0.451040,0.349580,0.707697,0.682076,2025-02-05 04:34:53.517
2025-02-05 04:34:53.527,0.034000,0.419480,0.451310,0.349990,0.708616,0.688711,2025-02-05 04:34:53.526
2025-02-05 04:34:53.536,0.043000,0.419890,0.451330,0.350120,0.708936,0.692756,2025-02-05 04:34:53.535
2025-02-05 04:34:53.545,0.052000,0.420040,0.450840,0.349960,0.708634,0.695403,2025-02-05 04:34:53.544
2025-02-05 04:34:53.555,0.062000,0.419950,0.450870,0.349690,0.708467,0.697269,2025-02-05 04:34:53.554
2025-02-05 04:34:53.563,0.071000,0.419720,0.451290,0.349750,0.708627,0.698689,2025-02-05 04:34:53.563
2025-02-05 04:34:53.573,0.080000,0.419810,0.451500,0.350090,0.708982,0.699832,2025-02-05 04:34:53.572
2025-02-05 04:34:53.582,0.090000,0.419490,0.451100,0.350130,0.708558,0.700705,2025-02-05 04:34:53.582
2025-02-05 04:34:53.592,0.099000,0.419030,0.450810,0.349880,0.707977,0.707762,2025-02-05 04:34:53.591
2025-02-05 04:34:53.601,0.108000,0.419310,0.451200,0.349350,0.708130,0.708462,2025-02-05 04:34:53.600
2025-02-05 04:34:53.610,0.117000,0.419550,0.451570,0.349800,0.708730,0.708566,2025-02-05 04:34:53.610
2025-02-05 04:34:53.620,0.127000,0.419360,0.452110,0.349430,0.708779,0.708582,2025-02-05 04:34:53.619
2025-02-05 04:34:53.629,0.136000,0.420200,0.451830,0.349220,0.708994,0.708588,2025-02-05 04:34:53.628
2025-02-05 04:34:53.637,0.145000,0.420070,0.451640,0.349790,0.709077,0.708632,2025-02-05 04:34:53.638
2025-02-05 04:34:53.647,0.154000,0.420060,0.451450,0.349850,0.708980,0.708683,2025-02-05 04:34:53.647
2025-02-05 04:34:53.657,0.164000,0.420160,0.451100,0.349600,0.708693,0.708690,2025-02-05 04:34:53.656
2025-02-05 04:34:53.665,0.173000,0.419850,0.450980,0.349740,0.708502,0.708642,2025-02-05 04:34:53.666
2025-02-05 04:34:53.675,0.182000,0.419170,0.451380,0.349250,0.708112,0.708597,2025-02-05 04:34:53.675
2025-02-05 04:34:53.685,0.192000,0.419430,0.451260,0.349450,0.708288,0.708629,2025-02-05 04:34:53.684
2025-02-05 04:34:53.694,0.201000,0.419130,0.451160,0.349640,0.708141,0.708630,2025-02-05 04:34:53.694
2025-02-05 04:34:53.703,0.210000,0.418670,0.451240,0.349750,0.707974,0.708554,2025-02-05 04:34:53.703
2025-02-05 04:34:53.712,0.219000,0.418840,0.450910,0.350260,0.708116,0.708488,2025-02-05 04:34:53.712
2025-02-05 04:34:53.722,0.229000,0.418430,0.451460,0.350060,0.708126,0.708401,2025-02-05 04:34:53.721
2025-02-05 04:34:53.730,0.238000,0.418490,0.451020,0.349700,0.707703,0.708263,2025-02-05 04:34:53.730
