Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-05 05:00:31.508,0.609000,0.487300,0.441070,0.359300,0.749066,0.749059,2025-02-05 05:00:31.508
2025-02-05 05:00:31.518,0.619000,0.487240,0.441120,0.359040,0.748932,0.749058,2025-02-05 05:00:31.517
2025-02-05 05:00:31.527,0.628000,0.487340,0.441210,0.359020,0.749041,0.749048,2025-02-05 05:00:31.526
2025-02-05 05:00:31.536,0.637000,0.487890,0.440960,0.359020,0.749251,0.749028,2025-02-05 05:00:31.535
2025-02-05 05:00:31.546,0.647000,0.487300,0.440690,0.359440,0.748910,0.749010,2025-02-05 05:00:31.545
2025-02-05 05:00:31.555,0.656000,0.487030,0.440910,0.359230,0.748763,0.748967,2025-02-05 05:00:31.554
2025-02-05 05:00:31.564,0.665000,0.487000,0.440770,0.359200,0.748647,0.748899,2025-02-05 05:00:31.563
2025-02-05 05:00:31.573,0.674000,0.487210,0.441250,0.359370,0.749147,0.748916,2025-02-05 05:00:31.573
2025-02-05 05:00:31.583,0.684000,0.487130,0.440970,0.359050,0.748777,0.748948,2025-02-05 05:00:31.582
2025-02-05 05:00:31.592,0.693000,0.487120,0.441020,0.359020,0.748786,0.748932,2025-02-05 05:00:31.591
2025-02-05 05:00:31.601,0.702000,0.487440,0.440860,0.358760,0.748775,0.748903,2025-02-05 05:00:31.601
2025-02-05 05:00:31.611,0.712000,0.487260,0.440680,0.358910,0.748624,0.748872,2025-02-05 05:00:31.610
2025-02-05 05:00:31.620,0.721000,0.487450,0.440990,0.359170,0.749055,0.748873,2025-02-05 05:00:31.619
2025-02-05 05:00:31.629,0.730000,0.487580,0.440860,0.359370,0.749159,0.748864,2025-02-05 05:00:31.629
2025-02-05 05:00:31.638,0.739000,0.487160,0.440510,0.359130,0.748564,0.748830,2025-02-05 05:00:31.638
2025-02-05 05:00:31.648,0.749000,0.487980,0.440810,0.358690,0.749064,0.748860,2025-02-05 05:00:31.647
2025-02-05 05:00:31.657,0.758000,0.487530,0.441090,0.358730,0.748955,0.748890,2025-02-05 05:00:31.657
2025-02-05 05:00:31.666,0.767000,0.488020,0.440370,0.358820,0.748893,0.748865,2025-02-05 05:00:31.666
2025-02-05 05:00:31.675,0.776000,0.487530,0.440630,0.358910,0.748770,0.748864,2025-02-05 05:00:31.675
2025-02-05 05:00:31.685,0.786000,0.487160,0.440570,0.358840,0.748460,0.748832,2025-02-05 05:00:31.685
2025-02-05 05:00:31.694,0.795000,0.487440,0.440480,0.358910,0.748623,0.748817,2025-02-05 05:00:31.694
2025-02-05 05:00:31.703,0.804000,0.487800,0.440220,0.359170,0.748829,0.748837,2025-02-05 05:00:31.703
2025-02-05 05:00:31.713,0.814000,0.487620,0.440450,0.359200,0.748862,0.748818,2025-02-05 05:00:31.712
2025-02-05 05:00:31.722,0.823000,0.486950,0.440800,0.359200,0.748632,0.748765,2025-02-05 05:00:31.721
2025-02-05 05:00:31.731,0.832000,0.486990,0.440250,0.359370,0.748416,0.748750,2025-02-05 05:00:31.730
2025-02-05 05:00:31.740,0.841000,0.487100,0.440950,0.359390,0.748909,0.748735,2025-02-05 05:00:31.740
2025-02-05 05:00:31.750,0.851000,0.487650,0.440520,0.359810,0.749215,0.748761,2025-02-05 05:00:31.749
2025-02-05 05:00:31.759,0.860000,0.487710,0.440640,0.359260,0.749061,0.748778,2025-02-05 05:00:31.758
2025-02-05 05:00:31.768,0.869000,0.487710,0.440570,0.359540,0.749154,0.748816,2025-02-05 05:00:31.768
2025-02-05 05:00:31.778,0.879000,0.487280,0.440480,0.359150,0.748634,0.748834,2025-02-05 05:00:31.777
2025-02-05 05:00:31.787,0.888000,0.487350,0.440890,0.358780,0.748744,0.748846,2025-02-05 05:00:31.786
2025-02-05 05:00:31.796,0.897000,0.488110,0.440260,0.358820,0.748887,0.748851,2025-02-05 05:00:31.796
2025-02-05 05:00:31.805,0.906000,0.488190,0.440530,0.358830,0.749103,0.748875,2025-02-05 05:00:31.805
2025-02-05 05:00:31.815,0.916000,0.487550,0.440650,0.358740,0.748713,0.748884,2025-02-05 05:00:31.814
2025-02-05 05:00:31.824,0.925000,0.487910,0.440490,0.358990,0.748974,0.748939,2025-02-05 05:00:31.824
2025-02-05 05:00:31.833,0.934000,0.487200,0.440720,0.359180,0.748738,0.748922,2025-02-05 05:00:31.833
2025-02-05 05:00:31.843,0.944000,0.487230,0.440250,0.358780,0.748289,0.748830,2025-02-05 05:00:31.842
2025-02-05 05:00:31.852,0.953000,0.487670,0.440620,0.358910,0.748855,0.748809,2025-02-05 05:00:31.852
2025-02-05 05:00:31.861,0.962000,0.487820,0.440570,0.358500,0.748727,0.748766,2025-02-05 05:00:31.861
2025-02-05 05:00:31.870,0.971000,0.486970,0.440900,0.358540,0.748387,0.748742,2025-02-05 05:00:31.870
2025-02-05 05:00:31.880,0.981000,0.486890,0.440600,0.358800,0.748283,0.748696,2025-02-05 05:00:31.880
2025-02-05 05:00:31.889,0.990000,0.487420,0.440740,0.358910,0.748763,0.748683,2025-02-05 05:00:31.889
2025-02-05 05:00:31.898,0.999000,0.487250,0.440500,0.359170,0.748636,0.748637,2025-02-05 05:00:31.898
2025-02-05 05:00:31.907,1.009000,0.487450,0.440140,0.359200,0.748569,0.748622,2025-02-05 05:00:31.907
2025-02-05 05:00:31.917,1.018000,0.486610,0.440270,0.359200,0.748099,0.748535,2025-02-05 05:00:31.916
2025-02-05 05:00:31.925,1.027000,0.486740,0.440950,0.359450,0.748704,0.748531,2025-02-05 05:00:31.925
2025-02-05 05:00:31.935,1.036000,0.486860,0.440690,0.359560,0.748681,0.748570,2025-02-05 05:00:31.935
2025-02-05 05:00:31.945,1.046000,0.487090,0.440410,0.359410,0.748594,0.748544,2025-02-05 05:00:31.944
2025-02-05 05:00:31.953,1.055000,0.487330,0.440300,0.359640,0.748796,0.748551,2025-02-05 05:00:31.953
2025-02-05 05:00:31.963,1.064000,0.487460,0.440710,0.359580,0.749093,0.748622,2025-02-05 05:00:31.963
2025-02-05 05:00:31.973,1.074000,0.488120,0.440910,0.359660,0.749679,0.748761,2025-02-05 05:00:31.972
2025-02-05 05:00:31.982,1.083000,0.487760,0.440600,0.359250,0.749065,0.748792,2025-02-05 05:00:31.981
2025-02-05 05:00:31.991,1.092000,0.487070,0.440740,0.359290,0.748718,0.748800,2025-02-05 05:00:31.991
2025-02-05 05:00:32.000,1.101000,0.487760,0.440250,0.359210,0.748840,0.748827,2025-02-05 05:00:32.000
2025-02-05 05:00:32.010,1.111000,0.488040,0.440280,0.359290,0.749079,0.748925,2025-02-05 05:00:32.009
2025-02-05 05:00:32.019,1.120000,0.486990,0.440120,0.359290,0.748301,0.748885,2025-02-05 05:00:32.019
2025-02-05 05:00:32.028,1.129000,0.487100,0.440600,0.359040,0.748535,0.748870,2025-02-05 05:00:32.028
2025-02-05 05:00:32.038,1.139000,0.487760,0.440650,0.359190,0.749066,0.748917,2025-02-05 05:00:32.037
2025-02-05 05:00:32.047,1.148000,0.487180,0.440570,0.359030,0.748565,0.748894,2025-02-05 05:00:32.047
2025-02-05 05:00:32.056,1.157000,0.487230,0.440230,0.359190,0.748474,0.748832,2025-02-05 05:00:32.056
2025-02-05 05:00:32.065,1.166000,0.487340,0.440870,0.359280,0.748965,0.748761,2025-02-05 05:00:32.065
2025-02-05 05:00:32.075,1.176000,0.487790,0.440340,0.359130,0.748874,0.748742,2025-02-05 05:00:32.075
2025-02-05 05:00:32.084,1.185000,0.487720,0.440710,0.359450,0.749200,0.748790,2025-02-05 05:00:32.084
2025-02-05 05:00:32.093,1.194000,0.487930,0.440250,0.359310,0.748999,0.748806,2025-02-05 05:00:32.093
2025-02-05 05:00:32.102,1.203000,0.487630,0.440450,0.359210,0.748873,0.748785,2025-02-05 05:00:32.102
2025-02-05 05:00:32.112,1.213000,0.487490,0.440300,0.359290,0.748732,0.748828,2025-02-05 05:00:32.111
2025-02-05 05:00:32.121,1.222000,0.487050,0.440290,0.359290,0.748440,0.748819,2025-02-05 05:00:32.120
2025-02-05 05:00:32.130,1.231000,0.487330,0.440370,0.359210,0.748631,0.748775,2025-02-05 05:00:32.130
2025-02-05 05:00:32.140,1.241000,0.487030,0.440210,0.359200,0.748337,0.748752,2025-02-05 05:00:32.139
2025-02-05 05:00:32.149,1.250000,0.487750,0.440610,0.359450,0.749161,0.748821,2025-02-05 05:00:32.148
2025-02-05 05:00:32.158,1.259000,0.488150,0.440490,0.359230,0.749245,0.748849,2025-02-05 05:00:32.158
2025-02-05 05:00:32.167,1.268000,0.488080,0.440970,0.358950,0.749348,0.748896,2025-02-05 05:00:32.167
2025-02-05 05:00:32.177,1.278000,0.487860,0.440770,0.358920,0.749072,0.748884,2025-02-05 05:00:32.176
2025-02-05 05:00:32.186,1.287000,0.487620,0.440920,0.358840,0.748966,0.748880,2025-02-05 05:00:32.186
2025-02-05 05:00:32.195,1.296000,0.487490,0.441350,0.359000,0.749211,0.748914,2025-02-05 05:00:32.195
2025-02-05 05:00:32.205,1.306000,0.487260,0.441060,0.358850,0.748819,0.748923,2025-02-05 05:00:32.204
2025-02-05 05:00:32.214,1.315000,0.488320,0.441200,0.359170,0.749745,0.749053,2025-02-05 05:00:32.214
2025-02-05 05:00:32.223,1.324000,0.487560,0.440630,0.359200,0.748929,0.749083,2025-02-05 05:00:32.223
2025-02-05 05:00:32.232,1.333000,0.487590,0.440070,0.359290,0.748662,0.749116,2025-02-05 05:00:32.232
2025-02-05 05:00:32.242,1.343000,0.487920,0.440350,0.359210,0.749003,0.749100,2025-02-05 05:00:32.242
2025-02-05 05:00:32.251,1.352000,0.487300,0.440210,0.358950,0.748392,0.749015,2025-02-05 05:00:32.251
2025-02-05 05:00:32.260,1.361000,0.487780,0.440110,0.359350,0.748838,0.748964,2025-02-05 05:00:32.260
2025-02-05 05:00:32.269,1.370000,0.487940,0.439930,0.359050,0.748693,0.748926,2025-02-05 05:00:32.269
2025-02-05 05:00:32.279,1.380000,0.487950,0.440330,0.359190,0.749001,0.748929,2025-02-05 05:00:32.278
2025-02-05 05:00:32.288,1.389000,0.488280,0.440120,0.359710,0.749343,0.748942,2025-02-05 05:00:32.287
2025-02-05 05:00:32.297,1.398000,0.488530,0.440520,0.359250,0.749520,0.749013,2025-02-05 05:00:32.297
2025-02-05 05:00:32.307,1.408000,0.488550,0.440810,0.359460,0.749804,0.749019,2025-02-05 05:00:32.306
2025-02-05 05:00:32.316,1.417000,0.487480,0.441170,0.359400,0.749290,0.749055,2025-02-05 05:00:32.315
2025-02-05 05:00:32.325,1.426000,0.488120,0.440630,0.359310,0.749346,0.749123,2025-02-05 05:00:32.325
2025-02-05 05:00:32.334,1.435000,0.487760,0.440650,0.359380,0.749157,0.749138,2025-02-05 05:00:32.334
2025-02-05 05:00:32.344,1.445000,0.487400,0.440990,0.359220,0.749046,0.749204,2025-02-05 05:00:32.343
2025-02-05 05:00:32.353,1.454000,0.487900,0.440940,0.359540,0.749496,0.749270,2025-02-05 05:00:32.353
2025-02-05 05:00:32.362,1.463000,0.488270,0.440600,0.359240,0.749393,0.749340,2025-02-05 05:00:32.362
2025-02-05 05:00:32.372,1.473000,0.487990,0.440900,0.359210,0.749372,0.749377,2025-02-05 05:00:32.371
2025-02-05 05:00:32.381,1.482000,0.487740,0.440770,0.359030,0.749047,0.749347,2025-02-05 05:00:32.381
2025-02-05 05:00:32.390,1.491000,0.488040,0.440500,0.359350,0.749237,0.749319,2025-02-05 05:00:32.390
2025-02-05 05:00:32.399,1.500000,0.487750,0.440730,0.359050,0.749039,0.749242,2025-02-05 05:00:32.399
2025-02-05 05:00:32.409,1.510000,0.487930,0.440580,0.358770,0.748934,0.749207,2025-02-05 05:00:32.409
2025-02-05 05:00:32.418,1.519000,0.488380,0.440230,0.358910,0.749089,0.749181,2025-02-05 05:00:32.418
2025-02-05 05:00:32.427,1.528000,0.488540,0.440530,0.358580,0.749211,0.749186,2025-02-05 05:00:32.427
2025-02-05 05:00:32.437,1.538000,0.488340,0.440650,0.358470,0.749099,0.749192,2025-02-05 05:00:32.437
2025-02-05 05:00:32.446,1.547000,0.488640,0.440490,0.358620,0.749272,0.749169,2025-02-05 05:00:32.446
2025-02-05 05:00:32.455,1.556000,0.488350,0.440640,0.358980,0.749344,0.749164,2025-02-05 05:00:32.455
2025-02-05 05:00:32.464,1.565000,0.488430,0.441070,0.358670,0.749500,0.749177,2025-02-05 05:00:32.464
2025-02-05 05:00:32.474,1.575000,0.487890,0.440870,0.358640,0.749016,0.749174,2025-02-05 05:00:32.473
2025-02-05 05:00:32.483,1.584000,0.488270,0.440850,0.359400,0.749616,0.749212,2025-02-05 05:00:32.482
2025-02-05 05:00:32.492,1.593000,0.487660,0.440590,0.359220,0.748980,0.749206,2025-02-05 05:00:32.492
2025-02-05 05:00:32.502,1.603000,0.487930,0.440400,0.359370,0.749116,0.749224,2025-02-05 05:00:32.501
2025-02-05 05:00:32.511,1.612000,0.487840,0.440380,0.359640,0.749175,0.749233,2025-02-05 05:00:32.510
2025-02-05 05:00:32.520,1.621000,0.488270,0.440880,0.359750,0.749802,0.749292,2025-02-05 05:00:32.520
2025-02-05 05:00:32.529,1.630000,0.488200,0.440350,0.359430,0.749291,0.749311,2025-02-05 05:00:32.529
2025-02-05 05:00:32.539,1.640000,0.488300,0.440460,0.359390,0.749402,0.749324,2025-02-05 05:00:32.538
2025-02-05 05:00:32.548,1.649000,0.487670,0.440470,0.359140,0.748877,0.749278,2025-02-05 05:00:32.548
2025-02-05 05:00:32.557,1.658000,0.487280,0.440560,0.359200,0.748705,0.749198,2025-02-05 05:00:32.557
2025-02-05 05:00:32.567,1.668000,0.487670,0.440650,0.359030,0.748931,0.749190,2025-02-05 05:00:32.566
2025-02-05 05:00:32.576,1.677000,0.488030,0.440490,0.359520,0.749306,0.749158,2025-02-05 05:00:32.576
2025-02-05 05:00:32.585,1.686000,0.487850,0.440890,0.359490,0.749410,0.749201,2025-02-05 05:00:32.585
2025-02-05 05:00:32.594,1.695000,0.487730,0.440510,0.359820,0.749266,0.749217,2025-02-05 05:00:32.594
2025-02-05 05:00:32.604,1.705000,0.487820,0.440730,0.359600,0.749349,0.749234,2025-02-05 05:00:32.604
2025-02-05 05:00:32.613,1.714000,0.487830,0.440330,0.359660,0.749149,0.749169,2025-02-05 05:00:32.613
2025-02-05 05:00:32.622,1.723000,0.487510,0.440960,0.359420,0.749196,0.749159,2025-02-05 05:00:32.622
2025-02-05 05:00:32.632,1.733000,0.486940,0.441110,0.359220,0.748817,0.749101,2025-02-05 05:00:32.632
2025-02-05 05:00:32.641,1.742000,0.487530,0.440790,0.359290,0.749046,0.749117,2025-02-05 05:00:32.641
2025-02-05 05:00:32.650,1.751000,0.487270,0.440250,0.359550,0.748684,0.749115,2025-02-05 05:00:32.650
2025-02-05 05:00:32.659,1.760000,0.488100,0.440700,0.359410,0.749422,0.749165,2025-02-05 05:00:32.659
2025-02-05 05:00:32.669,1.770000,0.487860,0.440410,0.359220,0.749004,0.749134,2025-02-05 05:00:32.668
2025-02-05 05:00:32.678,1.779000,0.487190,0.440470,0.359620,0.748795,0.749073,2025-02-05 05:00:32.677
2025-02-05 05:00:32.687,1.788000,0.487660,0.440810,0.359330,0.749162,0.749063,2025-02-05 05:00:32.687
2025-02-05 05:00:32.697,1.798000,0.487820,0.440920,0.359800,0.749556,0.749083,2025-02-05 05:00:32.696
2025-02-05 05:00:32.706,1.807000,0.487730,0.440940,0.359510,0.749370,0.749105,2025-02-05 05:00:32.705
2025-02-05 05:00:32.715,1.816000,0.487930,0.440430,0.359740,0.749311,0.749117,2025-02-05 05:00:32.715
2025-02-05 05:00:32.724,1.825000,0.487840,0.440050,0.359760,0.749039,0.749139,2025-02-05 05:00:32.724
2025-02-05 05:00:32.734,1.835000,0.487510,0.439760,0.359430,0.748495,0.749084,2025-02-05 05:00:32.733
2025-02-05 05:00:32.743,1.844000,0.488130,0.440480,0.359560,0.749384,0.749154,2025-02-05 05:00:32.743
2025-02-05 05:00:32.752,1.853000,0.487760,0.440220,0.359070,0.748755,0.749087,2025-02-05 05:00:32.752
2025-02-05 05:00:32.762,1.863000,0.487500,0.440280,0.359100,0.748636,0.749050,2025-02-05 05:00:32.761
2025-02-05 05:00:32.771,1.872000,0.487690,0.441040,0.359190,0.749250,0.749096,2025-02-05 05:00:32.771
2025-02-05 05:00:32.780,1.881000,0.487610,0.440530,0.359120,0.748864,0.749066,2025-02-05 05:00:32.780
2025-02-05 05:00:32.789,1.890000,0.487810,0.440900,0.359360,0.749327,0.749043,2025-02-05 05:00:32.789
2025-02-05 05:00:32.799,1.900000,0.488050,0.440680,0.359550,0.749445,0.749051,2025-02-05 05:00:32.799
2025-02-05 05:00:32.808,1.909000,0.487640,0.439910,0.359150,0.748533,0.748973,2025-02-05 05:00:32.808
2025-02-05 05:00:32.817,1.918000,0.488460,0.440580,0.359370,0.749567,0.749026,2025-02-05 05:00:32.817
2025-02-05 05:00:32.827,1.928000,0.488110,0.440650,0.359050,0.749227,0.749099,2025-02-05 05:00:32.827
2025-02-05 05:00:32.836,1.937000,0.487760,0.440490,0.359360,0.749053,0.749066,2025-02-05 05:00:32.836
2025-02-05 05:00:32.845,1.946000,0.488580,0.440470,0.359300,0.749547,0.749145,2025-02-05 05:00:32.845
2025-02-05 05:00:32.854,1.955000,0.488230,0.440470,0.359380,0.749357,0.749217,2025-02-05 05:00:32.855
2025-02-05 05:00:32.864,1.965000,0.488090,0.440470,0.359050,0.749108,0.749203,2025-02-05 05:00:32.864
2025-02-05 05:00:32.873,1.974000,0.487860,0.441140,0.359190,0.749419,0.749258,2025-02-05 05:00:32.873
2025-02-05 05:00:32.882,1.983000,0.487620,0.440960,0.359120,0.749124,0.749238,2025-02-05 05:00:32.882
2025-02-05 05:00:32.892,1.993000,0.487810,0.441110,0.359360,0.749451,0.749239,2025-02-05 05:00:32.891
2025-02-05 05:00:32.900,2.002000,0.488160,0.441620,0.359220,0.749912,0.749376,2025-02-05 05:00:32.900
2025-02-05 05:00:32.910,2.011000,0.488300,0.441260,0.358870,0.749623,0.749382,2025-02-05 05:00:32.910
2025-02-05 05:00:32.919,2.020000,0.488420,0.440720,0.359170,0.749527,0.749412,2025-02-05 05:00:32.919
2025-02-05 05:00:32.929,2.030000,0.488000,0.440830,0.359110,0.749290,0.749436,2025-02-05 05:00:32.928
2025-02-05 05:00:32.938,2.039000,0.487740,0.440840,0.359030,0.749088,0.749390,2025-02-05 05:00:32.938
2025-02-05 05:00:32.947,2.048000,0.487290,0.440680,0.359440,0.748898,0.749344,2025-02-05 05:00:32.947
2025-02-05 05:00:32.957,2.058000,0.487560,0.441160,0.358890,0.749092,0.749342,2025-02-05 05:00:32.956
2025-02-05 05:00:32.966,2.067000,0.488020,0.440960,0.359170,0.749408,0.749341,2025-02-05 05:00:32.966
2025-02-05 05:00:32.975,2.076000,0.488070,0.440860,0.359200,0.749396,0.749368,2025-02-05 05:00:32.975
2025-02-05 05:00:32.984,2.085000,0.488290,0.440590,0.359450,0.749500,0.749373,2025-02-05 05:00:32.984
2025-02-05 05:00:32.994,2.095000,0.487990,0.441070,0.359400,0.749563,0.749339,2025-02-05 05:00:32.994
2025-02-05 05:00:33.003,2.104000,0.487420,0.441030,0.359220,0.749083,0.749285,2025-02-05 05:00:33.003
2025-02-05 05:00:33.012,2.113000,0.488120,0.440950,0.359290,0.749525,0.749284,2025-02-05 05:00:33.012
2025-02-05 05:00:33.022,2.123000,0.487860,0.440770,0.359720,0.749456,0.749301,2025-02-05 05:00:33.022
2025-02-05 05:00:33.031,2.132000,0.487950,0.441170,0.359930,0.749851,0.749377,2025-02-05 05:00:33.031
2025-02-05 05:00:33.040,2.141000,0.487850,0.441040,0.359610,0.749555,0.749443,2025-02-05 05:00:33.040
2025-02-05 05:00:33.050,2.151000,0.487840,0.440780,0.359330,0.749262,0.749460,2025-02-05 05:00:33.050
