Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-07 17:05:22.454,0.006000,0.110760,-0.284010,0.663920,0.730561,0.730561,2025-02-07 17:05:22.454
2025-02-07 17:05:22.464,0.016000,0.167320,-0.325780,0.712480,0.801097,0.765829,2025-02-07 17:05:22.463
2025-02-07 17:05:22.473,0.025000,0.211880,-0.340240,0.696210,0.803346,0.778335,2025-02-07 17:05:22.472
2025-02-07 17:05:22.482,0.034000,0.250180,-0.348620,0.672290,0.797559,0.783141,2025-02-07 17:05:22.481
2025-02-07 17:05:22.492,0.044000,0.286240,-0.352050,0.646420,0.789767,0.784466,2025-02-07 17:05:22.490
2025-02-07 17:05:22.501,0.053000,0.320020,-0.351560,0.620690,0.781833,0.784027,2025-02-07 17:05:22.500
2025-02-07 17:05:22.510,0.062000,0.354330,-0.345820,0.595140,0.774166,0.782618,2025-02-07 17:05:22.510
2025-02-07 17:05:22.519,0.072000,0.387830,-0.335220,0.568860,0.765759,0.780511,2025-02-07 17:05:22.519
2025-02-07 17:05:22.529,0.081000,0.420070,-0.318450,0.542250,0.756244,0.777814,2025-02-07 17:05:22.528
2025-02-07 17:05:22.538,0.091000,0.450880,-0.297800,0.514170,0.745888,0.774622,2025-02-07 17:05:22.538
2025-02-07 17:05:22.548,0.100000,0.481120,-0.271660,0.485280,0.735372,0.775103,2025-02-07 17:05:22.547
2025-02-07 17:05:22.557,0.109000,0.509260,-0.240960,0.453950,0.723518,0.767345,2025-02-07 17:05:22.556
2025-02-07 17:05:22.566,0.119000,0.543760,-0.207890,0.421190,0.718536,0.758864,2025-02-07 17:05:22.566
2025-02-07 17:05:22.576,0.128000,0.580180,-0.177000,0.392500,0.722492,0.751357,2025-02-07 17:05:22.575
2025-02-07 17:05:22.585,0.137000,0.615080,-0.146660,0.370950,0.733101,0.745691,2025-02-07 17:05:22.584
2025-02-07 17:05:22.595,0.147000,0.646810,-0.119390,0.355750,0.747780,0.742285,2025-02-07 17:05:22.594
2025-02-07 17:05:22.604,0.156000,0.674770,-0.093260,0.344300,0.763253,0.741194,2025-02-07 17:05:22.603
2025-02-07 17:05:22.614,0.166000,0.698150,-0.069250,0.335160,0.777522,0.742370,2025-02-07 17:05:22.612
2025-02-07 17:05:22.622,0.175000,0.716430,-0.046040,0.327850,0.789226,0.745669,2025-02-07 17:05:22.622
2025-02-07 17:05:22.632,0.184000,0.731410,-0.022240,0.321230,0.799152,0.750995,2025-02-07 17:05:22.631
2025-02-07 17:05:22.642,0.194000,0.743900,0.002380,0.315940,0.808215,0.758279,2025-02-07 17:05:22.640
2025-02-07 17:05:22.651,0.203000,0.752480,0.027320,0.311200,0.814750,0.767403,2025-02-07 17:05:22.650
2025-02-07 17:05:22.660,0.212000,0.760020,0.046280,0.307950,0.821344,0.777683,2025-02-07 17:05:22.659
2025-02-07 17:05:22.669,0.221000,0.765840,0.061630,0.304850,0.826585,0.788093,2025-02-07 17:05:22.668
2025-02-07 17:05:22.679,0.231000,0.769540,0.074620,0.301080,0.829704,0.797753,2025-02-07 17:05:22.678
2025-02-07 17:05:22.688,0.240000,0.772930,0.086280,0.297340,0.832632,0.806238,2025-02-07 17:05:22.687
2025-02-07 17:05:22.697,0.249000,0.775530,0.096640,0.293260,0.834738,0.813387,2025-02-07 17:05:22.696
2025-02-07 17:05:22.707,0.259000,0.777950,0.105950,0.289490,0.836801,0.819315,2025-02-07 17:05:22.706
2025-02-07 17:05:22.716,0.268000,0.779270,0.113320,0.284740,0.837365,0.824129,2025-02-07 17:05:22.715
2025-02-07 17:05:22.725,0.277000,0.779720,0.119830,0.279460,0.836911,0.827905,2025-02-07 17:05:22.724
2025-02-07 17:05:22.734,0.286000,0.780200,0.124400,0.274810,0.836485,0.830732,2025-02-07 17:05:22.734
2025-02-07 17:05:22.744,0.296000,0.780790,0.126200,0.269050,0.835432,0.832800,2025-02-07 17:05:22.743
2025-02-07 17:05:22.753,0.305000,0.781280,0.125210,0.262920,0.833788,0.834044,2025-02-07 17:05:22.752
2025-02-07 17:05:22.762,0.314000,0.781970,0.121600,0.256920,0.832029,0.834589,2025-02-07 17:05:22.762
2025-02-07 17:05:22.772,0.324000,0.783330,0.113460,0.250850,0.830304,0.834649,2025-02-07 17:05:22.771
2025-02-07 17:05:22.781,0.333000,0.785090,0.103290,0.245860,0.829146,0.834300,2025-02-07 17:05:22.780
2025-02-07 17:05:22.790,0.342000,0.787090,0.089820,0.241830,0.828287,0.833655,2025-02-07 17:05:22.790
2025-02-07 17:05:22.799,0.351000,0.788370,0.073510,0.239070,0.827095,0.832684,2025-02-07 17:05:22.799
2025-02-07 17:05:22.809,0.361000,0.788610,0.053240,0.238040,0.825472,0.831495,2025-02-07 17:05:22.808
2025-02-07 17:05:22.818,0.370000,0.787550,0.030900,0.237850,0.823263,0.830130,2025-02-07 17:05:22.818
2025-02-07 17:05:22.827,0.379000,0.784970,0.006270,0.239180,0.820624,0.828544,2025-02-07 17:05:22.827
2025-02-07 17:05:22.837,0.389000,0.780290,-0.026530,0.240740,0.817014,0.826702,2025-02-07 17:05:22.836
2025-02-07 17:05:22.846,0.398000,0.770560,-0.070020,0.243250,0.811071,0.824430,2025-02-07 17:05:22.846
2025-02-07 17:05:22.854,0.407000,0.757190,-0.115990,0.246280,0.804639,0.821691,2025-02-07 17:05:22.855
2025-02-07 17:05:22.865,0.417000,0.738070,-0.163880,0.250290,0.796398,0.818301,2025-02-07 17:05:22.864
2025-02-07 17:05:22.874,0.426000,0.713640,-0.210290,0.256160,0.786843,0.814071,2025-02-07 17:05:22.874
2025-02-07 17:05:22.883,0.435000,0.685110,-0.254390,0.264400,0.777173,0.808959,2025-02-07 17:05:22.883
2025-02-07 17:05:22.893,0.445000,0.651220,-0.299410,0.274990,0.767694,0.803019,2025-02-07 17:05:22.892
