Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-05 04:30:10.647,0.006000,0.381390,0.405950,0.317050,0.640917,0.640917,2025-02-05 04:30:10.641
2025-02-05 04:30:10.656,0.015000,0.419420,0.446460,0.348930,0.704976,0.672947,2025-02-05 04:30:10.650
2025-02-05 04:30:10.666,0.025000,0.423660,0.450600,0.352120,0.711700,0.685864,2025-02-05 04:30:10.659
2025-02-05 04:30:10.675,0.034000,0.424080,0.451010,0.353020,0.712655,0.692562,2025-02-05 04:30:10.668
2025-02-05 04:30:10.684,0.043000,0.423800,0.450890,0.352690,0.712249,0.696499,2025-02-05 04:30:10.677
2025-02-05 04:30:10.693,0.052000,0.423660,0.451120,0.352910,0.712420,0.699153,2025-02-05 04:30:10.686
2025-02-05 04:30:10.703,0.062000,0.423650,0.450560,0.353020,0.712114,0.701004,2025-02-05 04:30:10.696
2025-02-05 04:30:10.712,0.071000,0.423540,0.451510,0.352780,0.712532,0.702445,2025-02-05 04:30:10.705
2025-02-05 04:30:10.721,0.080000,0.423640,0.451190,0.352920,0.712458,0.703558,2025-02-05 04:30:10.714
2025-02-05 04:30:10.731,0.090000,0.423970,0.451410,0.352940,0.712803,0.704482,2025-02-05 04:30:10.724
2025-02-05 04:30:10.740,0.099000,0.424220,0.451510,0.353020,0.713055,0.711696,2025-02-05 04:30:10.733
2025-02-05 04:30:10.749,0.108000,0.423810,0.451190,0.353030,0.712613,0.712460,2025-02-05 04:30:10.742
2025-02-05 04:30:10.758,0.117000,0.424310,0.451240,0.353370,0.713111,0.712601,2025-02-05 04:30:10.752
2025-02-05 04:30:10.768,0.127000,0.424150,0.451580,0.352640,0.712869,0.712622,2025-02-05 04:30:10.761
2025-02-05 04:30:10.777,0.136000,0.424240,0.451030,0.352490,0.712500,0.712647,2025-02-05 04:30:10.770
2025-02-05 04:30:10.786,0.145000,0.423600,0.450970,0.352810,0.712240,0.712629,2025-02-05 04:30:10.780
2025-02-05 04:30:10.795,0.154000,0.423540,0.450880,0.352840,0.712162,0.712634,2025-02-05 04:30:10.789
