Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp,Timestamp
0.381000,-0.417850,0.452520,0.321760,0.694912,0.694698,2025-02-05 03:41:28.916,2025-02-05 03:41:28.925
0.390000,-0.418180,0.452370,0.321630,0.694953,0.694718,2025-02-05 03:41:28.917,2025-02-05 03:41:28.934
0.400000,-0.417790,0.452360,0.321610,0.694702,0.694744,2025-02-05 03:41:28.944,2025-02-05 03:41:28.944
0.409000,-0.418290,0.452940,0.321610,0.695381,0.694805,2025-02-05 03:41:28.944,2025-02-05 03:41:28.953
0.418000,-0.417900,0.453250,0.321610,0.695348,0.694830,2025-02-05 03:41:28.945,2025-02-05 03:41:28.962
0.428000,-0.418510,0.453030,0.321110,0.695341,0.694919,2025-02-05 03:41:28.972,2025-02-05 03:41:28.972
0.437000,-0.418470,0.452930,0.320720,0.695071,0.694941,2025-02-05 03:41:28.972,2025-02-05 03:41:28.981
0.447000,-0.418780,0.452750,0.320930,0.695238,0.695027,2025-02-05 03:41:28.973,2025-02-05 03:41:28.990
0.456000,-0.418710,0.452480,0.321040,0.695070,0.695061,2025-02-05 03:41:29.000,2025-02-05 03:41:29.000
0.465000,-0.418380,0.452540,0.320880,0.694837,0.695085,2025-02-05 03:41:29.000,2025-02-05 03:41:29.009
0.475000,-0.418450,0.452790,0.321120,0.695153,0.695109,2025-02-05 03:41:29.000,2025-02-05 03:41:29.018
0.484000,-0.417710,0.452320,0.321390,0.694526,0.695067,2025-02-05 03:41:29.028,2025-02-05 03:41:29.028
0.493000,-0.417950,0.452270,0.321420,0.694652,0.695062,2025-02-05 03:41:29.028,2025-02-05 03:41:29.037
0.503000,-0.417980,0.453020,0.321090,0.695006,0.695024,2025-02-05 03:41:29.028,2025-02-05 03:41:29.046
0.512000,-0.417660,0.452680,0.320890,0.694499,0.694939,2025-02-05 03:41:29.056,2025-02-05 03:41:29.056
0.522000,-0.417840,0.452640,0.320700,0.694494,0.694855,2025-02-05 03:41:29.056,2025-02-05 03:41:29.065
0.531000,-0.417860,0.452720,0.321180,0.694780,0.694825,2025-02-05 03:41:29.056,2025-02-05 03:41:29.075
0.540000,-0.417750,0.452480,0.321150,0.694543,0.694756,2025-02-05 03:41:29.085,2025-02-05 03:41:29.085
0.550000,-0.417640,0.452620,0.321230,0.694605,0.694710,2025-02-05 03:41:29.085,2025-02-05 03:41:29.094
0.559000,-0.418160,0.452380,0.320980,0.694646,0.694690,2025-02-05 03:41:29.085,2025-02-05 03:41:29.103
0.568000,-0.418220,0.452190,0.321040,0.694587,0.694634,2025-02-05 03:41:29.113,2025-02-05 03:41:29.113
0.578000,-0.418540,0.452590,0.321720,0.695354,0.694717,2025-02-05 03:41:29.113,2025-02-05 03:41:29.122
0.587000,-0.418360,0.453050,0.321200,0.695305,0.694782,2025-02-05 03:41:29.113,2025-02-05 03:41:29.131
0.597000,-0.417910,0.452760,0.320900,0.694707,0.694752,2025-02-05 03:41:29.141,2025-02-05 03:41:29.141
0.606000,-0.417970,0.452730,0.321120,0.694825,0.694785,2025-02-05 03:41:29.141,2025-02-05 03:41:29.150
0.615000,-0.418300,0.452400,0.321310,0.694896,0.694825,2025-02-05 03:41:29.141,2025-02-05 03:41:29.159
0.625000,-0.417690,0.452950,0.321250,0.694860,0.694833,2025-02-05 03:41:29.169,2025-02-05 03:41:29.169
0.634000,-0.417630,0.452920,0.321490,0.694915,0.694870,2025-02-05 03:41:29.169,2025-02-05 03:41:29.178
0.643000,-0.417620,0.452830,0.321350,0.694786,0.694888,2025-02-05 03:41:29.169,2025-02-05 03:41:29.187
0.653000,-0.417950,0.452910,0.321750,0.695221,0.694946,2025-02-05 03:41:29.197,2025-02-05 03:41:29.197
0.662000,-0.417980,0.452910,0.321630,0.695184,0.695005,2025-02-05 03:41:29.197,2025-02-05 03:41:29.206
0.672000,-0.418300,0.453000,0.321700,0.695467,0.695017,2025-02-05 03:41:29.197,2025-02-05 03:41:29.215
0.681000,-0.417690,0.453260,0.321370,0.695117,0.694998,2025-02-05 03:41:29.225,2025-02-05 03:41:29.225
0.690000,-0.418060,0.452700,0.321170,0.694882,0.695015,2025-02-05 03:41:29.225,2025-02-05 03:41:29.234
0.700000,-0.417990,0.453060,0.320810,0.694909,0.695024,2025-02-05 03:41:29.225,2025-02-05 03:41:29.243
0.709000,-0.418520,0.453100,0.321030,0.695355,0.695070,2025-02-05 03:41:29.253,2025-02-05 03:41:29.253
0.718000,-0.418250,0.452930,0.320710,0.694934,0.695077,2025-02-05 03:41:29.253,2025-02-05 03:41:29.262
0.728000,-0.418010,0.452920,0.320930,0.694885,0.695074,2025-02-05 03:41:29.253,2025-02-05 03:41:29.271
0.737000,-0.417980,0.453080,0.321210,0.695100,0.695106,2025-02-05 03:41:29.281,2025-02-05 03:41:29.281
0.747000,-0.418310,0.452930,0.321400,0.695289,0.695112,2025-02-05 03:41:29.281,2025-02-05 03:41:29.290
0.756000,-0.417580,0.453340,0.321250,0.695048,0.695099,2025-02-05 03:41:29.281,2025-02-05 03:41:29.300
0.765000,-0.417830,0.453380,0.321320,0.695257,0.695078,2025-02-05 03:41:29.310,2025-02-05 03:41:29.310
0.775000,-0.417860,0.452710,0.321160,0.694764,0.695042,2025-02-05 03:41:29.310,2025-02-05 03:41:29.319
0.784000,-0.417750,0.452900,0.321150,0.694817,0.695036,2025-02-05 03:41:29.310,2025-02-05 03:41:29.328
0.793000,-0.418390,0.453000,0.321060,0.695226,0.695068,2025-02-05 03:41:29.338,2025-02-05 03:41:29.338
0.803000,-0.418130,0.452920,0.321140,0.695054,0.695037,2025-02-05 03:41:29.338,2025-02-05 03:41:29.347
0.812000,-0.418320,0.452580,0.321140,0.694947,0.695039,2025-02-05 03:41:29.338,2025-02-05 03:41:29.356
0.822000,-0.417580,0.452550,0.321230,0.694524,0.695003,2025-02-05 03:41:29.366,2025-02-05 03:41:29.366
0.831000,-0.417940,0.452380,0.321410,0.694713,0.694964,2025-02-05 03:41:29.366,2025-02-05 03:41:29.375
0.840000,-0.418300,0.452860,0.321590,0.695325,0.694967,2025-02-05 03:41:29.366,2025-02-05 03:41:29.384
0.850000,-0.418440,0.452410,0.321530,0.695089,0.694972,2025-02-05 03:41:29.394,2025-02-05 03:41:29.394
0.859000,-0.418240,0.452030,0.321440,0.694679,0.694914,2025-02-05 03:41:29.394,2025-02-05 03:41:29.403
0.868000,-0.418330,0.452490,0.321510,0.695065,0.694944,2025-02-05 03:41:29.394,2025-02-05 03:41:29.412
0.878000,-0.418020,0.452290,0.321270,0.694638,0.694926,2025-02-05 03:41:29.422,2025-02-05 03:41:29.422
0.887000,-0.417980,0.452440,0.321240,0.694697,0.694873,2025-02-05 03:41:29.422,2025-02-05 03:41:29.431
0.897000,-0.418090,0.452200,0.321240,0.694607,0.694828,2025-02-05 03:41:29.422,2025-02-05 03:41:29.440
0.906000,-0.418320,0.452680,0.321240,0.695058,0.694840,2025-02-05 03:41:29.450,2025-02-05 03:41:29.450
0.915000,-0.418550,0.452890,0.321150,0.695292,0.694916,2025-02-05 03:41:29.450,2025-02-05 03:41:29.459
0.925000,-0.418360,0.452330,0.320890,0.694693,0.694914,2025-02-05 03:41:29.450,2025-02-05 03:41:29.468
0.934000,-0.418240,0.452520,0.321040,0.694813,0.694863,2025-02-05 03:41:29.478,2025-02-05 03:41:29.478
0.943000,-0.418550,0.451870,0.321550,0.694813,0.694836,2025-02-05 03:41:29.478,2025-02-05 03:41:29.487
0.953000,-0.418680,0.452480,0.321190,0.695122,0.694880,2025-02-05 03:41:29.478,2025-02-05 03:41:29.497
0.962000,-0.418810,0.452120,0.321320,0.695026,0.694876,2025-02-05 03:41:29.507,2025-02-05 03:41:29.507
0.972000,-0.418600,0.451920,0.320740,0.694501,0.694862,2025-02-05 03:41:29.507,2025-02-05 03:41:29.516
0.981000,-0.418370,0.451900,0.321020,0.694479,0.694840,2025-02-05 03:41:29.507,2025-02-05 03:41:29.525
0.990000,-0.418450,0.451890,0.320710,0.694377,0.694817,2025-02-05 03:41:29.535,2025-02-05 03:41:29.535
1.000000,-0.417810,0.452140,0.320930,0.694256,0.694737,2025-02-05 03:41:29.535,2025-02-05 03:41:29.544
1.009000,-0.417960,0.452170,0.321380,0.694574,0.694665,2025-02-05 03:41:29.535,2025-02-05 03:41:29.553
1.018000,-0.417870,0.452510,0.321340,0.694723,0.694668,2025-02-05 03:41:29.563,2025-02-05 03:41:29.563
1.028000,-0.418080,0.452370,0.321330,0.694754,0.694662,2025-02-05 03:41:29.563,2025-02-05 03:41:29.563
1.037000,-0.418210,0.452360,0.321420,0.694867,0.694668,2025-02-05 03:41:29.563,2025-02-05 03:41:29.563
