Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-05 04:32:23.403,0.525000,0.423640,0.451310,0.352950,0.712548,0.712562,2025-02-05 04:32:23.403
2025-02-05 04:32:23.413,0.535000,0.422790,0.451330,0.353530,0.712344,0.712560,2025-02-05 04:32:23.413
2025-02-05 04:32:23.422,0.544000,0.423240,0.451500,0.353750,0.712828,0.712609,2025-02-05 04:32:23.422
2025-02-05 04:32:23.431,0.553000,0.423390,0.451440,0.353440,0.712725,0.712595,2025-02-05 04:32:23.431
2025-02-05 04:32:23.440,0.562000,0.423520,0.451600,0.353410,0.712889,0.712595,2025-02-05 04:32:23.441
2025-02-05 04:32:23.450,0.572000,0.423100,0.450780,0.353570,0.712199,0.712540,2025-02-05 04:32:23.450
2025-02-05 04:32:23.459,0.581000,0.423590,0.450610,0.353420,0.712309,0.712536,2025-02-05 04:32:23.459
2025-02-05 04:32:23.468,0.590000,0.423430,0.450510,0.353240,0.712061,0.712491,2025-02-05 04:32:23.469
2025-02-05 04:32:23.477,0.599000,0.423630,0.450840,0.352880,0.712210,0.712451,2025-02-05 04:32:23.478
2025-02-05 04:32:23.487,0.609000,0.423650,0.450700,0.353270,0.712327,0.712444,2025-02-05 04:32:23.487
2025-02-05 04:32:23.496,0.618000,0.423430,0.450940,0.353050,0.712239,0.712413,2025-02-05 04:32:23.496
2025-02-05 04:32:23.505,0.627000,0.423200,0.450710,0.353030,0.711947,0.712373,2025-02-05 04:32:23.505
2025-02-05 04:32:23.514,0.636000,0.423600,0.451020,0.352950,0.712341,0.712325,2025-02-05 04:32:23.514
2025-02-05 04:32:23.524,0.646000,0.423640,0.451140,0.353020,0.712475,0.712300,2025-02-05 04:32:23.523
2025-02-05 04:32:23.533,0.655000,0.423650,0.450400,0.353370,0.712187,0.712229,2025-02-05 04:32:23.532
2025-02-05 04:32:23.542,0.664000,0.423330,0.450740,0.352900,0.711978,0.712207,2025-02-05 04:32:23.541
2025-02-05 04:32:23.552,0.674000,0.423190,0.450860,0.352850,0.711946,0.712171,2025-02-05 04:32:23.551
2025-02-05 04:32:23.561,0.683000,0.423600,0.451370,0.352590,0.712384,0.712203,2025-02-05 04:32:23.560
2025-02-05 04:32:23.570,0.692000,0.423320,0.451170,0.352990,0.712289,0.712211,2025-02-05 04:32:23.569
2025-02-05 04:32:23.579,0.701000,0.423080,0.450990,0.353190,0.712132,0.712192,2025-02-05 04:32:23.579
2025-02-05 04:32:23.589,0.711000,0.423480,0.451050,0.353380,0.712502,0.712218,2025-02-05 04:32:23.588
2025-02-05 04:32:23.598,0.720000,0.423850,0.451060,0.352980,0.712530,0.712277,2025-02-05 04:32:23.597
2025-02-05 04:32:23.607,0.729000,0.423020,0.451230,0.353030,0.712169,0.712259,2025-02-05 04:32:23.607
2025-02-05 04:32:23.616,0.738000,0.423260,0.451160,0.352780,0.712143,0.712226,2025-02-05 04:32:23.616
2025-02-05 04:32:23.626,0.748000,0.423500,0.451240,0.352670,0.712282,0.712236,2025-02-05 04:32:23.625
2025-02-05 04:32:23.635,0.757000,0.423530,0.450830,0.353330,0.712367,0.712275,2025-02-05 04:32:23.635
2025-02-05 04:32:23.644,0.766000,0.423640,0.450780,0.353230,0.712352,0.712315,2025-02-05 04:32:23.644
2025-02-05 04:32:23.654,0.776000,0.423320,0.450860,0.353390,0.712291,0.712306,2025-02-05 04:32:23.653
2025-02-05 04:32:23.663,0.785000,0.423720,0.450620,0.353400,0.712382,0.712315,2025-02-05 04:32:23.663
2025-02-05 04:32:23.672,0.794000,0.423120,0.450680,0.353240,0.711984,0.712300,2025-02-05 04:32:23.672
2025-02-05 04:32:23.681,0.803000,0.422950,0.450440,0.353140,0.711682,0.712218,2025-02-05 04:32:23.681
2025-02-05 04:32:23.690,0.813000,0.423470,0.450240,0.353040,0.711815,0.712147,2025-02-05 04:32:23.690
2025-02-05 04:32:23.700,0.822000,0.423420,0.450480,0.353280,0.712056,0.712135,2025-02-05 04:32:23.699
2025-02-05 04:32:23.709,0.831000,0.423410,0.451250,0.352970,0.712384,0.712160,2025-02-05 04:32:23.708
2025-02-05 04:32:23.718,0.840000,0.423410,0.451500,0.353530,0.712820,0.712213,2025-02-05 04:32:23.718
2025-02-05 04:32:23.728,0.850000,0.423300,0.451190,0.353590,0.712588,0.712235,2025-02-05 04:32:23.727
2025-02-05 04:32:23.737,0.859000,0.424260,0.451240,0.353250,0.713021,0.712302,2025-02-05 04:32:23.736
2025-02-05 04:32:23.746,0.868000,0.423820,0.450990,0.353560,0.712755,0.712349,2025-02-05 04:32:23.746
2025-02-05 04:32:23.756,0.878000,0.422910,0.451140,0.353000,0.712032,0.712314,2025-02-05 04:32:23.755
2025-02-05 04:32:23.765,0.887000,0.423140,0.451320,0.353200,0.712382,0.712353,2025-02-05 04:32:23.764
2025-02-05 04:32:23.774,0.896000,0.423060,0.450920,0.353550,0.712254,0.712411,2025-02-05 04:32:23.774
2025-02-05 04:32:23.783,0.905000,0.423270,0.450710,0.352830,0.711889,0.712418,2025-02-05 04:32:23.783
2025-02-05 04:32:23.793,0.915000,0.422860,0.451440,0.353180,0.712281,0.712441,2025-02-05 04:32:23.792
2025-02-05 04:32:23.802,0.924000,0.422710,0.450680,0.353720,0.711979,0.712400,2025-02-05 04:32:23.802
2025-02-05 04:32:23.811,0.933000,0.423340,0.450770,0.353440,0.712271,0.712345,2025-02-05 04:32:23.811
2025-02-05 04:32:23.820,0.942000,0.423830,0.450700,0.353830,0.712712,0.712358,2025-02-05 04:32:23.820
2025-02-05 04:32:23.830,0.952000,0.423020,0.450940,0.353360,0.712149,0.712270,2025-02-05 04:32:23.830
2025-02-05 04:32:23.839,0.961000,0.423050,0.451460,0.353150,0.712392,0.712234,2025-02-05 04:32:23.839
2025-02-05 04:32:23.848,0.970000,0.423480,0.451270,0.353290,0.712596,0.712291,2025-02-05 04:32:23.848
2025-02-05 04:32:23.857,0.979000,0.423630,0.451410,0.353230,0.712745,0.712327,2025-02-05 04:32:23.857
2025-02-05 04:32:23.867,0.989000,0.423320,0.451180,0.353220,0.712410,0.712342,2025-02-05 04:32:23.866
2025-02-05 04:32:23.876,0.998000,0.423620,0.450900,0.353300,0.712450,0.712399,2025-02-05 04:32:23.875
2025-02-05 04:32:23.884,1.007000,0.423110,0.450370,0.353730,0.712025,0.712373,2025-02-05 04:32:23.885
2025-02-05 04:32:23.894,1.017000,0.423060,0.450820,0.353610,0.712221,0.712397,2025-02-05 04:32:23.885
2025-02-05 04:32:23.904,1.026000,0.423270,0.450870,0.353260,0.712204,0.712390,2025-02-05 04:32:23.885
