Base_Time,Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp
2025-02-07 17:03:01.582,0.006000,-0.187360,0.419990,0.110610,0.473001,0.473001,2025-02-07 17:03:01.582
2025-02-07 17:03:01.592,0.016000,-0.206960,0.461830,0.122600,0.520721,0.496861,2025-02-07 17:03:01.598
2025-02-07 17:03:01.601,0.025000,-0.208590,0.466180,0.123460,0.525429,0.506384,2025-02-07 17:03:01.612
2025-02-07 17:03:01.610,0.034000,-0.208650,0.466530,0.123130,0.525686,0.511209,2025-02-07 17:03:01.626
2025-02-07 17:03:01.620,0.044000,-0.207900,0.466730,0.123350,0.525618,0.514091,2025-02-07 17:03:01.635
2025-02-07 17:03:01.629,0.053000,-0.208470,0.466250,0.123200,0.525383,0.515973,2025-02-07 17:03:01.644
2025-02-07 17:03:01.638,0.062000,-0.208420,0.466790,0.123190,0.525840,0.517383,2025-02-07 17:03:01.654
2025-02-07 17:03:01.647,0.072000,-0.208520,0.466760,0.123270,0.525872,0.518444,2025-02-07 17:03:01.663
2025-02-07 17:03:01.657,0.081000,-0.208640,0.466750,0.123110,0.525873,0.519269,2025-02-07 17:03:01.672
2025-02-07 17:03:01.665,0.090000,-0.208870,0.467000,0.123350,0.526242,0.519967,2025-02-07 17:03:01.682
2025-02-07 17:03:01.676,0.100000,-0.209110,0.466610,0.123290,0.525977,0.525264,2025-02-07 17:03:01.691
2025-02-07 17:03:01.685,0.109000,-0.208810,0.466740,0.123780,0.526089,0.525801,2025-02-07 17:03:01.701
2025-02-07 17:03:01.694,0.119000,-0.208560,0.467000,0.124000,0.526272,0.525885,2025-02-07 17:03:01.711
2025-02-07 17:03:01.704,0.128000,-0.208000,0.467190,0.123770,0.526165,0.525933,2025-02-07 17:03:01.720
2025-02-07 17:03:01.713,0.137000,-0.208370,0.467130,0.123580,0.526213,0.525993,2025-02-07 17:03:01.729
2025-02-07 17:03:01.723,0.147000,-0.208300,0.467290,0.123730,0.526363,0.526091,2025-02-07 17:03:01.739
