Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-19 16:7:2.685,0.0,0.0,-0.9707,29.03,108.83190183,34.1260075
2024-12-19 16:7:2.649,-0.001,0.0015,-0.9766,29.16,108.831902,34.12600733
2024-12-19 16:7:2.659,-0.0005,0.001,-0.9741,28.97,108.831902,34.12600733
2024-12-19 16:7:2.669,0.0,-0.0005,-0.9741,29.16,108.831902,34.12600733
2024-12-19 16:7:2.679,0.001,0.0005,-0.9741,29.22,108.831902,34.12600733
2024-12-19 16:7:2.689,-0.0005,0.0005,-0.9717,28.97,108.831902,34.12600733
2024-12-19 16:7:2.755,-0.0005,-0.0005,-0.9746,29.16,108.831902,34.12600733
2024-12-19 16:7:2.765,0.0,-0.001,-0.9727,29.16,108.831902,34.12600733
2024-12-19 16:7:2.775,0.0,-0.001,-0.9731,29.16,108.831902,34.12600733
2024-12-19 16:7:2.785,0.001,0.001,-0.9731,29.16,108.831902,34.12600733
2024-12-19 16:7:2.795,0.0005,-0.001,-0.9741,29.1,108.831902,34.12600733
2024-12-19 16:7:2.805,0.0005,-0.001,-0.9707,29.16,108.831902,34.12600733
2024-12-19 16:7:2.815,0.0,-0.0005,-0.9741,29.1,108.831902,34.12600733
2024-12-19 16:7:2.825,0.0,-0.0005,-0.9707,29.1,108.831902,34.12600733
2024-12-19 16:7:2.835,-0.001,0.001,-0.9731,29.22,108.831902,34.12600733
2024-12-19 16:7:2.845,-0.0015,-0.001,-0.9731,29.1,108.831902,34.12600733
2024-12-19 16:7:2.855,-0.0029,0.0,-0.9741,29.16,108.831902,34.12600733
2024-12-19 16:7:2.865,-0.0015,0.0005,-0.9727,29.03,108.831902,34.12600733
2024-12-19 16:7:2.875,-0.0005,0.0,-0.9731,29.03,108.831902,34.12600733
2024-12-19 16:7:2.855,-0.0005,0.0024,-0.9722,28.91,108.831902,34.12600717
2024-12-19 16:7:2.899,0.0015,0.002,-0.9702,29.03,108.831902,34.12600717
2024-12-19 16:7:2.909,-0.0024,-0.0005,-0.9712,29.03,108.831902,34.12600717
2024-12-19 16:7:2.919,0.0,0.001,-0.9771,29.1,108.831902,34.12600717
2024-12-19 16:7:2.929,0.0,-0.0029,-0.9717,28.97,108.831902,34.12600717
2024-12-19 16:7:2.939,0.0005,0.001,-0.9751,29.03,108.831902,34.12600717
2024-12-19 16:7:2.954,0.0,-0.0015,-0.9741,28.97,108.831902,34.12600717
2024-12-19 16:7:2.964,-0.0005,0.001,-0.9736,29.1,108.831902,34.12600717
2024-12-19 16:7:2.974,0.0005,-0.002,-0.9741,29.03,108.831902,34.12600717
2024-12-19 16:7:2.984,0.0,0.001,-0.9712,28.97,108.831902,34.12600717
2024-12-19 16:7:2.994,0.0,0.0,-0.9761,29.03,108.831902,34.12600717
2024-12-19 16:7:3.4,-0.0005,0.002,-0.9727,29.1,108.831902,34.12600717
2024-12-19 16:7:3.14,0.0,0.0044,-0.9741,28.97,108.831902,34.12600717
